"GEO_ID","NAME","B19001I_001E","B19001I_001EA","B19001I_001M","B19001I_001MA","B19001I_002E","B19001I_002M","B19001I_002MA","B19001I_002EA","B19001I_003E","B19001I_003EA","B19001I_003M","B19001I_003MA","B19001I_004E","B19001I_004EA","B19001I_004M","B19001I_004MA","B19001I_005E","B19001I_005EA","B19001I_005M","B19001I_005MA","B19001I_006E","B19001I_006EA","B19001I_006M","B19001I_006MA","B19001I_007E","B19001I_007EA","B19001I_007M","B19001I_007MA","B19001I_008E","B19001I_008EA","B19001I_008M","B19001I_008MA","B19001I_009E","B19001I_009EA","B19001I_009M","B19001I_009MA","B19001I_010E","B19001I_010EA","B19001I_010M","B19001I_010MA","B19001I_011E","B19001I_011M","B19001I_011MA","B19001I_011EA","B19001I_012E","B19001I_012EA","B19001I_012M","B19001I_012MA","B19001I_013E","B19001I_013EA","B19001I_013M","B19001I_013MA","B19001I_014E","B19001I_014EA","B19001I_014M","B19001I_014MA","B19001I_015E","B19001I_015EA","B19001I_015M","B19001I_015MA","B19001I_016E","B19001I_016M","B19001I_016MA","B19001I_016EA","B19001I_017E","B19001I_017EA","B19001I_017M","B19001I_017MA",
"1400000US04013814600","Census Tract 8146, Maricopa County, Arizona","365","null","140","null","16","27","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","54","null","88","null","55","91","null","null","17","null","32","null","32","null","39","null","57","null","64","null","75","null","76","null","30","42","null","null","29","null","40","null",
"1400000US04013814700","Census Tract 8147, Maricopa County, Arizona","127","null","68","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","12","null","18","null","41","null","51","null","14","null","22","null","20","null","31","null","21","33","null","null","19","null","22","null",
"1400000US04013814801","Census Tract 8148.01, Maricopa County, Arizona","159","null","86","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","48","54","null","null","0","null","13","null","85","null","78","null","18","null","32","null","8","null","16","null","0","13","null","null","0","null","13","null",
"1400000US04013814802","Census Tract 8148.02, Maricopa County, Arizona","275","null","180","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","84","null","130","null","0","null","19","null","0","null","19","null","56","69","null","null","0","null","19","null","0","null","19","null","69","null","81","null","33","null","51","null","33","38","null","null","0","null","19","null",
"1400000US04013814900","Census Tract 8149, Maricopa County, Arizona","237","null","144","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","5","8","null","null","19","null","25","null","9","null","16","null","50","null","41","null","101","null","126","null","53","60","null","null","0","null","13","null",
"1400000US04013815000","Census Tract 8150, Maricopa County, Arizona","167","null","118","null","0","13","null","null","15","null","23","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","36","null","39","null","0","null","13","null","79","null","101","null","37","32","null","null","0","null","13","null",
"1400000US04013815100","Census Tract 8151, Maricopa County, Arizona","240","null","88","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","33","null","35","null","61","null","58","null","30","null","28","null","19","null","29","null","47","41","null","null","50","null","49","null",
"1400000US04013815201","Census Tract 8152.01, Maricopa County, Arizona","452","null","265","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","57","null","76","null","0","null","19","null","87","null","108","null","19","null","32","null","59","null","87","null","16","25","null","null","0","null","19","null","30","null","48","null","30","null","37","null","16","null","30","null","0","19","null","null","138","null","217","null",
"1400000US04013815202","Census Tract 8152.02, Maricopa County, Arizona","178","null","131","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","42","null","65","null","0","13","null","null","61","null","81","null","18","null","29","null","0","null","13","null","0","null","13","null","57","70","null","null","0","null","13","null",
"1400000US04013815203","Census Tract 8152.03, Maricopa County, Arizona","146","null","76","null","0","13","null","null","38","null","48","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","28","null","46","null","0","null","13","null","0","null","13","null","0","13","null","null","14","null","28","null","66","null","39","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013815300","Census Tract 8153, Maricopa County, Arizona","116","null","28","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","6","null","14","null","0","null","13","null","0","null","13","null","11","19","null","null","0","null","13","null","0","null","13","null","0","null","13","null","52","null","46","null","4","11","null","null","43","null","36","null",
"1400000US04013815401","Census Tract 8154.01, Maricopa County, Arizona","57","null","50","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","17","null","28","null","0","null","13","null","13","22","null","null","15","null","25","null","0","null","13","null","0","null","13","null","0","null","13","null","12","21","null","null","0","null","13","null",
"1400000US04013815402","Census Tract 8154.02, Maricopa County, Arizona","422","null","157","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","43","null","63","null","57","null","64","null","14","null","23","null","0","null","19","null","0","null","19","null","28","46","null","null","45","null","74","null","88","null","74","null","101","null","91","null","46","null","55","null","0","19","null","null","0","null","19","null",
"1400000US04013815501","Census Tract 8155.01, Maricopa County, Arizona","176","null","110","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","20","null","38","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","18","29","null","null","0","null","13","null","27","null","35","null","34","null","57","null","5","null","15","null","29","53","null","null","43","null","68","null",
"1400000US04013815502","Census Tract 8155.02, Maricopa County, Arizona","430","null","345","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","281","null","341","null","0","null","13","null","28","47","null","null","80","null","89","null","41","null","49","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013815601","Census Tract 8156.01, Maricopa County, Arizona","38","null","54","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","33","53","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","5","null","10","null",
"1400000US04013815602","Census Tract 8156.02, Maricopa County, Arizona","184","null","78","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","18","26","null","null","37","null","36","null","57","null","43","null","19","null","23","null","32","null","50","null","21","30","null","null","0","null","19","null",
"1400000US04013815700","Census Tract 8157, Maricopa County, Arizona","273","null","98","null","0","19","null","null","0","null","19","null","9","null","16","null","14","null","21","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","19","null","26","null","18","null","23","null","104","null","70","null","28","null","34","null","81","67","null","null","0","null","19","null",
"1400000US04013815800","Census Tract 8158, Maricopa County, Arizona","301","null","103","null","0","19","null","null","7","null","12","null","0","null","19","null","0","null","19","null","0","null","19","null","25","null","37","null","0","null","19","null","0","null","19","null","0","null","19","null","28","43","null","null","51","null","56","null","31","null","28","null","63","null","60","null","25","null","26","null","45","54","null","null","26","null","25","null",
"1400000US04013815901","Census Tract 8159.01, Maricopa County, Arizona","141","null","59","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","28","null","42","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","81","56","null","null","32","null","46","null",
"1400000US04013815902","Census Tract 8159.02, Maricopa County, Arizona","13","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","2","null","4","null","0","null","19","null","0","19","null","null","11","null","19","null",
"1400000US04013816001","Census Tract 8160.01, Maricopa County, Arizona","119","null","41","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","35","45","null","null","0","null","13","null","42","null","60","null","0","null","13","null","0","null","13","null","0","13","null","null","42","null","62","null",
"1400000US04013816002","Census Tract 8160.02, Maricopa County, Arizona","204","null","148","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","118","null","148","null","0","null","13","null","0","null","13","null","41","67","null","null","45","null","30","null",
"1400000US04013816003","Census Tract 8160.03, Maricopa County, Arizona","29","null","49","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","29","null","49","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013816004","Census Tract 8160.04, Maricopa County, Arizona","248","null","138","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","107","null","89","null","56","null","75","null","32","null","63","null","0","19","null","null","53","null","81","null",
"1400000US04013816005","Census Tract 8160.05, Maricopa County, Arizona","224","null","248","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","67","null","28","null","157","null","255","null","0","13","null","null","0","null","13","null",
"1400000US04013816100","Census Tract 8161, Maricopa County, Arizona","303","null","131","null","0","19","null","null","0","null","19","null","11","null","17","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","14","null","22","null","0","null","19","null","13","20","null","null","0","null","19","null","64","null","49","null","29","null","25","null","108","null","85","null","14","21","null","null","50","null","83","null",
"1400000US04013816200","Census Tract 8162, Maricopa County, Arizona","208","null","112","null","2","4","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","30","null","43","null","0","null","13","null","0","null","13","null","0","null","13","null","9","15","null","null","12","null","22","null","54","null","80","null","35","null","47","null","7","null","12","null","11","14","null","null","48","null","31","null",
"1400000US04013816301","Census Tract 8163.01, Maricopa County, Arizona","39","null","37","null","0","13","null","null","0","null","13","null","0","null","13","null","8","null","12","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","15","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","21","null","33","null","0","13","null","null","0","null","13","null",
"1400000US04013816302","Census Tract 8163.02, Maricopa County, Arizona","146","null","97","null","0","13","null","null","0","null","13","null","0","null","13","null","12","null","21","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","16","null","18","null","0","null","13","null","0","null","13","null","8","14","null","null","110","null","92","null",
"1400000US04013816401","Census Tract 8164.01, Maricopa County, Arizona","158","null","80","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","26","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","70","null","76","null","0","null","13","null","0","13","null","null","73","null","89","null",
"1400000US04013816402","Census Tract 8164.02, Maricopa County, Arizona","116","null","111","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","49","null","72","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","32","null","60","null","35","55","null","null","0","null","13","null",
"1400000US04013816501","Census Tract 8165.01, Maricopa County, Arizona","19","null","22","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","19","null","22","null","0","13","null","null","0","null","13","null",
"1400000US04013816502","Census Tract 8165.02, Maricopa County, Arizona","99","null","76","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","5","null","8","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","14","null","23","null","46","null","60","null","0","13","null","null","34","null","51","null",
"1400000US04013816600","Census Tract 8166, Maricopa County, Arizona","301","null","195","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","54","null","53","null","156","null","182","null","30","null","50","null","0","null","19","null","54","63","null","null","7","null","11","null",
"1400000US04013816700","Census Tract 8167, Maricopa County, Arizona","96","null","54","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","2","null","4","null","5","null","7","null","0","null","13","null","3","null","8","null","34","35","null","null","52","null","42","null",
"1400000US04013816800","Census Tract 8168, Maricopa County, Arizona","241","null","81","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","31","null","50","null","0","null","19","null","12","null","19","null","0","null","19","null","0","19","null","null","39","null","51","null","66","null","62","null","45","null","40","null","13","null","20","null","20","22","null","null","15","null","22","null",
"1400000US04013816901","Census Tract 8169.01, Maricopa County, Arizona","146","null","60","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","38","null","53","null","23","null","41","null","32","null","51","null","0","null","13","null","0","13","null","null","53","null","58","null",
"1400000US04013816902","Census Tract 8169.02, Maricopa County, Arizona","61","null","55","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","9","null","18","null","52","null","53","null","0","13","null","null","0","null","13","null",
"1400000US04013816903","Census Tract 8169.03, Maricopa County, Arizona","126","null","123","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","70","null","79","null","0","13","null","null","56","null","86","null",
"1400000US04013816904","Census Tract 8169.04, Maricopa County, Arizona","52","null","48","null","20","31","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","28","null","36","null","4","14","null","null","0","null","13","null",
"1400000US04013817000","Census Tract 8170, Maricopa County, Arizona","164","null","87","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","15","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","19","null","null","0","null","13","null","0","null","13","null","63","null","53","null","0","null","13","null","40","64","null","null","39","null","37","null",
"1400000US04013817101","Census Tract 8171.01, Maricopa County, Arizona","71","null","39","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","14","null","23","null","0","null","13","null","0","null","13","null","0","null","13","null","24","37","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","17","29","null","null","16","null","24","null",
"1400000US04013817102","Census Tract 8171.02, Maricopa County, Arizona","179","null","81","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","41","null","49","null","17","null","28","null","53","null","45","null","0","null","13","null","68","95","null","null","0","null","13","null",
"1400000US04013817103","Census Tract 8171.03, Maricopa County, Arizona","172","null","154","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","87","139","null","null","0","null","19","null","85","null","66","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013817200","Census Tract 8172, Maricopa County, Arizona","704","null","338","null","0","19","null","null","0","null","19","null","0","null","19","null","140","null","224","null","0","null","19","null","16","null","26","null","0","null","19","null","60","null","60","null","0","null","19","null","59","71","null","null","37","null","53","null","31","null","38","null","59","null","61","null","8","null","14","null","227","239","null","null","67","null","62","null",
"1400000US04013817300","Census Tract 8173, Maricopa County, Arizona","89","null","57","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","14","23","null","null","19","null","31","null","37","null","41","null","0","null","19","null","0","null","19","null","19","29","null","null","0","null","19","null",
"1400000US04013817400","Census Tract 8174, Maricopa County, Arizona","10","null","16","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","10","null","16","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013817500","Census Tract 8175, Maricopa County, Arizona","50","null","28","null","14","17","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","9","null","14","null","0","null","13","null","9","14","null","null","9","null","14","null","9","null","15","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013817600","Census Tract 8176, Maricopa County, Arizona","228","null","60","null","0","13","null","null","0","null","13","null","17","null","26","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","24","null","28","null","14","null","22","null","17","27","null","null","34","null","31","null","27","null","22","null","27","null","17","null","9","null","11","null","45","34","null","null","14","null","22","null",
"1400000US04013940700","Census Tract 9407, Maricopa County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013941000","Census Tract 9410, Maricopa County, Arizona","52","null","34","null","11","18","null","null","1","null","3","null","0","null","13","null","0","null","13","null","0","null","13","null","7","null","10","null","0","null","13","null","0","null","13","null","0","null","13","null","11","16","null","null","11","null","16","null","11","null","18","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013941100","Census Tract 9411, Maricopa County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013941200","Census Tract 9412, Maricopa County, Arizona","29","null","11","null","3","4","null","null","0","null","13","null","0","null","13","null","0","null","13","null","7","null","6","null","0","null","13","null","3","null","4","null","4","null","5","null","0","null","13","null","3","4","null","null","0","null","13","null","3","null","4","null","6","null","6","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013941300","Census Tract 9413, Maricopa County, Arizona","238","null","147","null","112","128","null","null","12","null","19","null","0","null","19","null","0","null","19","null","13","null","24","null","0","null","19","null","26","null","31","null","20","null","31","null","0","null","19","null","0","19","null","null","26","null","30","null","29","null","32","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013980100","Census Tract 9801, Maricopa County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013980400","Census Tract 9804, Maricopa County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013980500","Census Tract 9805, Maricopa County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013980700","Census Tract 9807, Maricopa County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013980900","Census Tract 9809, Maricopa County, Arizona","13","null","19","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","13","19","null","null","0","null","13","null",
"1400000US04013981000","Census Tract 9810, Maricopa County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015940400","Census Tract 9404, Mohave County, Arizona","35","null","36","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","5","null","7","null","0","13","null","null","5","null","8","null","0","null","13","null","6","null","9","null","19","null","32","null","0","13","null","null","0","null","13","null",
"1400000US04015940501","Census Tract 9405.01, Mohave County, Arizona","161","null","72","null","54","38","null","null","0","null","13","null","4","null","7","null","0","null","13","null","0","null","13","null","0","null","13","null","7","null","15","null","0","null","13","null","0","null","13","null","11","18","null","null","8","null","13","null","9","null","11","null","31","null","30","null","13","null","21","null","24","33","null","null","0","null","13","null",
"1400000US04015950101","Census Tract 9501.01, Mohave County, Arizona","658","null","297","null","0","13","null","null","0","null","13","null","0","null","13","null","118","null","115","null","62","null","95","null","74","null","114","null","68","null","105","null","55","null","93","null","0","null","13","null","101","118","null","null","0","null","13","null","180","null","171","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950102","Census Tract 9501.02, Mohave County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950103","Census Tract 9501.03, Mohave County, Arizona","3","null","5","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","3","null","5","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950401","Census Tract 9504.01, Mohave County, Arizona","104","null","104","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","19","null","32","null","53","null","81","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","32","null","51","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950403","Census Tract 9504.03, Mohave County, Arizona","29","null","45","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","29","45","null","null","0","null","13","null",
"1400000US04015950404","Census Tract 9504.04, Mohave County, Arizona","78","null","78","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","28","null","36","null","32","49","null","null","0","null","13","null","18","null","30","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950500","Census Tract 9505, Mohave County, Arizona","102","null","75","null","35","55","null","null","0","null","13","null","0","null","13","null","49","null","52","null","0","null","13","null","0","null","13","null","15","null","28","null","0","null","13","null","3","null","8","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950601","Census Tract 9506.01, Mohave County, Arizona","99","null","82","null","0","13","null","null","0","null","13","null","0","null","13","null","39","null","39","null","0","null","13","null","25","null","43","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","35","null","59","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950602","Census Tract 9506.02, Mohave County, Arizona","92","null","82","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","19","null","30","null","0","null","13","null","0","13","null","null","22","null","36","null","0","null","13","null","20","null","34","null","31","null","53","null","0","13","null","null","0","null","13","null",
"1400000US04015950603","Census Tract 9506.03, Mohave County, Arizona","107","null","95","null","12","22","null","null","33","null","54","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","18","null","33","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","29","null","48","null","0","null","13","null","15","26","null","null","0","null","13","null",
"1400000US04015950703","Census Tract 9507.03, Mohave County, Arizona","187","null","106","null","26","43","null","null","41","null","60","null","0","null","13","null","59","null","60","null","13","null","22","null","0","null","13","null","11","null","17","null","0","null","13","null","31","null","51","null","6","12","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950705","Census Tract 9507.05, Mohave County, Arizona","133","null","80","null","10","15","null","null","19","null","20","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","18","null","10","21","null","null","0","null","13","null","84","null","73","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950706","Census Tract 9507.06, Mohave County, Arizona","190","null","90","null","22","27","null","null","0","null","13","null","0","null","13","null","12","null","17","null","4","null","17","null","0","null","13","null","9","null","15","null","34","null","55","null","47","null","49","null","0","13","null","null","15","null","23","null","41","null","50","null","6","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950707","Census Tract 9507.07, Mohave County, Arizona","86","null","113","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","67","106","null","null","0","null","13","null","19","null","39","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04015950708","Census Tract 9507.08, Mohave County, Arizona","167","null","130","null","15","26","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","16","null","28","null","0","null","19","null","65","null","80","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","71","102","null","null","0","null","19","null",
"1400000US04015951401","Census Tract 9514.01, Mohave County, Arizona","139","null","56","null","32","38","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","20","null","0","null","13","null","49","null","37","null","0","null","13","null","0","13","null","null","0","null","13","null","18","null","27","null","0","null","13","null","0","null","13","null","0","13","null","null","29","null","31","null",
