SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
SALT RIVER CANYON,45,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,210,23894,3984,201,16,652,5,3990191,1,2097631,12443,760,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA POSA PLAINS,0,5,0,0,0,0,6,1,0,0,0,0,0,96,9,0,0,0,0,0,0,0,0,0,0,0,0,5764,0,0,0,12,1,0,0,1665,20688,15505,3288,524,59448,15,118,0,3260762,113,75,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO RIVER INDIAN RES.,0,54210,0,0,0,0,6,30194,0,0,0,160,0,247126,11502,0,2,0,1,33,1,2316,0,0,0,0,0,86142,361,0,142,7703,30,0,0,9507,12732,7120,1444,342,38303,7274,5,0,480486,17576,21609,5067,3,0,0,0,0,14,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTLER VALLEY,0,9,3,0,0,0,30,24,0,0,0,0,0,7314,0,0,3,0,0,0,0,0,0,0,0,0,0,8526,0,0,0,0,0,0,0,0,3441,514,5,0,344,0,83,0,806023,714,0,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2351,9623,3329,542,66,59,14207,1506931,0,237129,52381,294,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMULLEN VALLEY,18,16400,74,0,0,0,5747,22289,0,0,0,0,0,1575,70,0,9191,0,0,1,0,0,0,0,0,0,132,145381,0,0,0,1,0,0,0,3,29052,2932,435,34,91,129,3376,0,1440054,164100,1025,6523,703,0,353,0,0,10066,0,0,6549,18,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
LAKE PLEASANT,6,398,1,0,0,0,14,0,0,0,0,1,0,116,20,0,0,0,74,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,2964,20042,6563,1987,123,2,0,4590,0,643914,1198,447,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAREFREE,1,27,0,0,0,0,8,2,0,0,0,0,0,718,17,0,1,0,18,0,0,0,0,0,0,0,10,155,0,0,0,0,0,1,0,0,19605,17104,3174,80,6,0,1272,0,362705,1,288,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HASSAYAMPA,5014,6084,363,0,0,0,1504,1209,0,28,1,776,0,32555,1141,0,70,6,89,0,88,0,0,0,0,0,2,52036,0,0,0,0,1,5,0,2304,57613,9108,1270,744,287,0,49,0,3082463,174841,12550,483,3,0,2,0,0,5,0,0,11,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0
WEST SALT RIVER VALLEY,25860,48299,3428,0,2,0,35939,26033,0,846,310,2199,0,183472,9509,0,49,6083,2948,0,1414,0,0,0,0,0,135,133072,0,0,0,0,33,15,0,2913,257908,472984,451845,81940,45,0,199,0,1887706,79897,81746,338,0,0,293,0,0,0,43,74,2,176,0,0,3381,0,0,2183,0,0,0,875,0,0,0,0,4434,0,0,0,0
BLACK RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3861,6150,1530,207,8,281,5677,2983228,0,460514,145639,29,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANEGRAS PLAIN,6,4381,11,0,0,0,25,1036,0,0,0,5,0,15127,63,0,28,0,1,0,1,0,0,0,0,0,0,30111,0,0,0,4,1,0,0,21,14138,10434,840,54,46347,13,0,0,2485974,11205,84,109,14,0,3,0,0,1216,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAST SALT RIVER VALLEY,27645,57770,958,0,0,0,27596,15026,0,179,2,2289,170,182247,6762,0,1241,1865,661,75,17,0,0,0,0,0,2740,182837,0,0,0,0,516,679,0,3640,461984,551280,374146,57368,292,0,3819,0,2912703,12561,12673,60,0,0,642,0,0,0,2175,317,0,2895,0,0,207,0,0,1,0,0,0,0,0,4,0,0,120,0,0,0,0
MORENCI,41,80,0,0,0,0,20,0,0,0,0,0,0,194,1,0,0,0,2,0,0,0,0,0,0,0,0,596,0,0,0,0,0,163,0,997,13517,6798,490,10,44514,64,2873367,7,1634379,24564,3292,679,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,23,27,0,0,0,0,1,1,0,2,0,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,9,0,93087,13868,13006,4201,1023,32182,1,475222,4,2850684,6300,4234,1170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FOUNTAIN HILLS,806,20,0,0,0,0,377,157,0,0,0,7,0,4156,48,0,0,49,16,0,0,0,0,0,0,0,90,1450,0,0,0,0,0,48,0,974,23319,17616,5012,369,28,0,432,0,963637,2802,7691,20,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,36,0,0,0,0,0,0,0,0,130,0,0,0,0
HARQUAHALA,3060,22967,2975,0,0,0,2039,12662,0,6,0,0,0,54230,822,0,65,1,4,5,1433,0,0,0,0,0,19,188526,0,0,0,0,0,23,0,99,29230,4354,200,21,410,35,1714,0,1713039,161458,437,32,4,0,11,0,0,100,0,0,1423,843,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
