"GEO_ID","NAME","B19013H_001M","B19013H_001MA","B19013H_001E","B19013H_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04013619900","Census Tract 6199, Maricopa County, Arizona","11822","null","104764","null",
"1400000US04013723303","Census Tract 7233.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723304","Census Tract 7233.04, Maricopa County, Arizona","8583","null","67569","null",
"1400000US04013723305","Census Tract 7233.05, Maricopa County, Arizona","12110","null","46938","null",
"1400000US04013723306","Census Tract 7233.06, Maricopa County, Arizona","166231","null","19934","null",
"1400000US04013723307","Census Tract 7233.07, Maricopa County, Arizona","31071","null","117857","null",
"1400000US04013723308","Census Tract 7233.08, Maricopa County, Arizona","12483","null","101705","null",
"1400000US04013810000","Census Tract 8100, Maricopa County, Arizona","62041","null","100114","null",
"1400000US04013810100","Census Tract 8101, Maricopa County, Arizona","7883","null","121985","null",
"1400000US04013810200","Census Tract 8102, Maricopa County, Arizona","15997","null","82679","null",
"1400000US04013810300","Census Tract 8103, Maricopa County, Arizona","8361","null","58343","null",
"1400000US04013810400","Census Tract 8104, Maricopa County, Arizona","15764","null","73021","null",
"1400000US04013810500","Census Tract 8105, Maricopa County, Arizona","15321","null","77927","null",
"1400000US04013810600","Census Tract 8106, Maricopa County, Arizona","5642","null","86367","null",
"1400000US04013810700","Census Tract 8107, Maricopa County, Arizona","9807","null","62791","null",
"1400000US04013810800","Census Tract 8108, Maricopa County, Arizona","16133","null","94044","null",
"1400000US04013810900","Census Tract 8109, Maricopa County, Arizona","12699","null","83115","null",
"1400000US04013811000","Census Tract 8110, Maricopa County, Arizona","17581","null","80865","null",
"1400000US04013811100","Census Tract 8111, Maricopa County, Arizona","19737","null","81522","null",
"1400000US04013811200","Census Tract 8112, Maricopa County, Arizona","13281","null","41929","null",
"1400000US04013811300","Census Tract 8113, Maricopa County, Arizona","16680","null","73438","null",
"1400000US04013811400","Census Tract 8114, Maricopa County, Arizona","14557","null","88580","null",
"1400000US04013811500","Census Tract 8115, Maricopa County, Arizona","13050","null","115000","null",
"1400000US04013811600","Census Tract 8116, Maricopa County, Arizona","17782","null","77105","null",
"1400000US04013811700","Census Tract 8117, Maricopa County, Arizona","9337","null","72188","null",
"1400000US04013811800","Census Tract 8118, Maricopa County, Arizona","46035","null","105625","null",
"1400000US04013811900","Census Tract 8119, Maricopa County, Arizona","20428","null","98750","null",
"1400000US04013812000","Census Tract 8120, Maricopa County, Arizona","8131","null","56161","null",
"1400000US04013812100","Census Tract 8121, Maricopa County, Arizona","6812","null","73971","null",
"1400000US04013812200","Census Tract 8122, Maricopa County, Arizona","7565","null","104471","null",
"1400000US04013812300","Census Tract 8123, Maricopa County, Arizona","14597","null","81797","null",
"1400000US04013812400","Census Tract 8124, Maricopa County, Arizona","13168","null","91923","null",
"1400000US04013812500","Census Tract 8125, Maricopa County, Arizona","5104","null","105729","null",
"1400000US04013812600","Census Tract 8126, Maricopa County, Arizona","19733","null","86797","null",
"1400000US04013812700","Census Tract 8127, Maricopa County, Arizona","15960","null","104840","null",
"1400000US04013812800","Census Tract 8128, Maricopa County, Arizona","27083","null","107444","null",
"1400000US04013812900","Census Tract 8129, Maricopa County, Arizona","29890","null","114091","null",
"1400000US04013813000","Census Tract 8130, Maricopa County, Arizona","19878","null","85750","null",
"1400000US04013813100","Census Tract 8131, Maricopa County, Arizona","63510","null","162708","null",
"1400000US04013813200","Census Tract 8132, Maricopa County, Arizona","10065","null","119432","null",
"1400000US04013813300","Census Tract 8133, Maricopa County, Arizona","10273","null","131659","null",
"1400000US04013813400","Census Tract 8134, Maricopa County, Arizona","14900","null","106917","null",
"1400000US04013813500","Census Tract 8135, Maricopa County, Arizona","29405","null","118061","null",
"1400000US04013813600","Census Tract 8136, Maricopa County, Arizona","17373","null","129861","null",
"1400000US04013813700","Census Tract 8137, Maricopa County, Arizona","6399","null","51930","null",
"1400000US04013813800","Census Tract 8138, Maricopa County, Arizona","3786","null","36234","null",
"1400000US04013813900","Census Tract 8139, Maricopa County, Arizona","13406","null","93083","null",
"1400000US04013814000","Census Tract 8140, Maricopa County, Arizona","13705","null","51467","null",
"1400000US04013814100","Census Tract 8141, Maricopa County, Arizona","7258","null","101750","null",
"1400000US04013814200","Census Tract 8142, Maricopa County, Arizona","21130","null","96250","null",
"1400000US04013814300","Census Tract 8143, Maricopa County, Arizona","18527","null","81450","null",
"1400000US04013814400","Census Tract 8144, Maricopa County, Arizona","10238","null","77245","null",
"1400000US04013814500","Census Tract 8145, Maricopa County, Arizona","14962","null","90350","null",
"1400000US04013814600","Census Tract 8146, Maricopa County, Arizona","6671","null","78770","null",
"1400000US04013814700","Census Tract 8147, Maricopa County, Arizona","5204","null","78264","null",
"1400000US04013814800","Census Tract 8148, Maricopa County, Arizona","7265","null","76216","null",
"1400000US04013814900","Census Tract 8149, Maricopa County, Arizona","7443","null","79401","null",
"1400000US04013815000","Census Tract 8150, Maricopa County, Arizona","20118","null","104167","null",
"1400000US04013815100","Census Tract 8151, Maricopa County, Arizona","12100","null","96071","null",
"1400000US04013815200","Census Tract 8152, Maricopa County, Arizona","8083","null","81069","null",
"1400000US04013815300","Census Tract 8153, Maricopa County, Arizona","27753","null","126471","null",
"1400000US04013815400","Census Tract 8154, Maricopa County, Arizona","13460","null","65096","null",
"1400000US04013815500","Census Tract 8155, Maricopa County, Arizona","13110","null","82465","null",
"1400000US04013815600","Census Tract 8156, Maricopa County, Arizona","14310","null","81897","null",
"1400000US04013815700","Census Tract 8157, Maricopa County, Arizona","7595","null","81019","null",
"1400000US04013815800","Census Tract 8158, Maricopa County, Arizona","25821","null","78750","null",
"1400000US04013815900","Census Tract 8159, Maricopa County, Arizona","5508","null","101712","null",
"1400000US04013816000","Census Tract 8160, Maricopa County, Arizona","7004","null","111019","null",
"1400000US04013816100","Census Tract 8161, Maricopa County, Arizona","8357","null","79107","null",
"1400000US04013816200","Census Tract 8162, Maricopa County, Arizona","11004","null","87753","null",
"1400000US04013816300","Census Tract 8163, Maricopa County, Arizona","7316","null","62778","null",
"1400000US04013816400","Census Tract 8164, Maricopa County, Arizona","10976","null","85605","null",
"1400000US04013816500","Census Tract 8165, Maricopa County, Arizona","19644","null","97606","null",
"1400000US04013816600","Census Tract 8166, Maricopa County, Arizona","16209","null","80542","null",
"1400000US04013816700","Census Tract 8167, Maricopa County, Arizona","13817","null","90556","null",
"1400000US04013816800","Census Tract 8168, Maricopa County, Arizona","11692","null","81480","null",
"1400000US04013816900","Census Tract 8169, Maricopa County, Arizona","7765","null","92434","null",
"1400000US04013817000","Census Tract 8170, Maricopa County, Arizona","15029","null","123140","null",
"1400000US04013817100","Census Tract 8171, Maricopa County, Arizona","5428","null","77450","null",
"1400000US04013817200","Census Tract 8172, Maricopa County, Arizona","17508","null","90833","null",
"1400000US04013817300","Census Tract 8173, Maricopa County, Arizona","6166","null","71647","null",
"1400000US04013817400","Census Tract 8174, Maricopa County, Arizona","3787","null","37797","null",
"1400000US04013817500","Census Tract 8175, Maricopa County, Arizona","9810","null","48958","null",
"1400000US04013817600","Census Tract 8176, Maricopa County, Arizona","53427","null","58611","null",
"1400000US04013940700","Census Tract 9407, Maricopa County, Arizona","**","**","-","-",
"1400000US04013941000","Census Tract 9410, Maricopa County, Arizona","**","**","-","-",
"1400000US04013941100","Census Tract 9411, Maricopa County, Arizona","**","**","-","-",
"1400000US04013941200","Census Tract 9412, Maricopa County, Arizona","**","**","-","-",
"1400000US04013941300","Census Tract 9413, Maricopa County, Arizona","2415","null","28824","null",
"1400000US04013980100","Census Tract 9801, Maricopa County, Arizona","**","**","-","-",
"1400000US04013980400","Census Tract 9804, Maricopa County, Arizona","**","**","-","-",
"1400000US04013980500","Census Tract 9805, Maricopa County, Arizona","**","**","-","-",
"1400000US04013980600","Census Tract 9806, Maricopa County, Arizona","**","**","-","-",
"1400000US04013980700","Census Tract 9807, Maricopa County, Arizona","174786","null","185000","null",
"1400000US04015940400","Census Tract 9404, Mohave County, Arizona","**","**","-","-",
"1400000US04015940501","Census Tract 9405.01, Mohave County, Arizona","7219","null","40313","null",
"1400000US04015950100","Census Tract 9501, Mohave County, Arizona","3782","null","37467","null",
"1400000US04015950401","Census Tract 9504.01, Mohave County, Arizona","13371","null","40625","null",
"1400000US04015950402","Census Tract 9504.02, Mohave County, Arizona","4553","null","39171","null",
"1400000US04015950500","Census Tract 9505, Mohave County, Arizona","7612","null","31523","null",
"1400000US04015950600","Census Tract 9506, Mohave County, Arizona","4793","null","33027","null",
"1400000US04015950703","Census Tract 9507.03, Mohave County, Arizona","3493","null","37008","null",
"1400000US04015950704","Census Tract 9507.04, Mohave County, Arizona","8225","null","39659","null",
"1400000US04015950705","Census Tract 9507.05, Mohave County, Arizona","4290","null","34318","null",
"1400000US04015950706","Census Tract 9507.06, Mohave County, Arizona","3090","null","27255","null",
"1400000US04015951401","Census Tract 9514.01, Mohave County, Arizona","5245","null","40977","null",
"1400000US04015951402","Census Tract 9514.02, Mohave County, Arizona","4026","null","32083","null",
"1400000US04015951501","Census Tract 9515.01, Mohave County, Arizona","8022","null","36442","null",
"1400000US04015951502","Census Tract 9515.02, Mohave County, Arizona","4456","null","38901","null",
"1400000US04015951601","Census Tract 9516.01, Mohave County, Arizona","13860","null","43900","null",
"1400000US04015951602","Census Tract 9516.02, Mohave County, Arizona","9061","null","37332","null",
"1400000US04015951700","Census Tract 9517, Mohave County, Arizona","8171","null","30015","null",
"1400000US04015951800","Census Tract 9518, Mohave County, Arizona","3826","null","26909","null",
"1400000US04015951900","Census Tract 9519, Mohave County, Arizona","9783","null","47962","null",
"1400000US04015952001","Census Tract 9520.01, Mohave County, Arizona","8197","null","34857","null",
"1400000US04015952002","Census Tract 9520.02, Mohave County, Arizona","7005","null","51229","null",
"1400000US04015952003","Census Tract 9520.03, Mohave County, Arizona","5255","null","42179","null",
"1400000US04015952004","Census Tract 9520.04, Mohave County, Arizona","17752","null","46167","null",
"1400000US04015952400","Census Tract 9524, Mohave County, Arizona","8207","null","38400","null",
"1400000US04015952500","Census Tract 9525, Mohave County, Arizona","3794","null","43458","null",
"1400000US04015952600","Census Tract 9526, Mohave County, Arizona","4900","null","35684","null",
"1400000US04015952700","Census Tract 9527, Mohave County, Arizona","2867","null","49690","null",
"1400000US04015952800","Census Tract 9528, Mohave County, Arizona","6606","null","50963","null",
"1400000US04015952900","Census Tract 9529, Mohave County, Arizona","11329","null","37917","null",
"1400000US04015953000","Census Tract 9530, Mohave County, Arizona","5597","null","38883","null",
"1400000US04015953100","Census Tract 9531, Mohave County, Arizona","4684","null","41121","null",
"1400000US04015953200","Census Tract 9532, Mohave County, Arizona","5626","null","55806","null",
"1400000US04015953300","Census Tract 9533, Mohave County, Arizona","2904","null","41966","null",
"1400000US04015953401","Census Tract 9534.01, Mohave County, Arizona","6413","null","43763","null",
"1400000US04015953402","Census Tract 9534.02, Mohave County, Arizona","11355","null","42651","null",
"1400000US04015953601","Census Tract 9536.01, Mohave County, Arizona","4231","null","52278","null",
"1400000US04015953602","Census Tract 9536.02, Mohave County, Arizona","6309","null","39044","null",
"1400000US04015953800","Census Tract 9538, Mohave County, Arizona","7270","null","42910","null",
"1400000US04015953900","Census Tract 9539, Mohave County, Arizona","9693","null","42488","null",
"1400000US04015954800","Census Tract 9548, Mohave County, Arizona","5680","null","38290","null",
"1400000US04015954900","Census Tract 9549, Mohave County, Arizona","3462","null","35860","null",
"1400000US04015955000","Census Tract 9550, Mohave County, Arizona","6792","null","37182","null",
"1400000US04017940008","Census Tract 9400.08, Navajo County, Arizona","**","**","-","-",
"1400000US04017940010","Census Tract 9400.10, Navajo County, Arizona","**","**","-","-",
"1400000US04017940011","Census Tract 9400.11, Navajo County, Arizona","31110","null","55972","null",
"1400000US04017940012","Census Tract 9400.12, Navajo County, Arizona","**","**","-","-",
"1400000US04017940013","Census Tract 9400.13, Navajo County, Arizona","23203","null","52672","null",
"1400000US04017940014","Census Tract 9400.14, Navajo County, Arizona","**","**","-","-",
"1400000US04017940015","Census Tract 9400.15, Navajo County, Arizona","**","**","-","-",
"1400000US04017940100","Census Tract 9401, Navajo County, Arizona","26519","null","43125","null",
"1400000US04017940301","Census Tract 9403.01, Navajo County, Arizona","16530","null","54375","null",
"1400000US04017940302","Census Tract 9403.02, Navajo County, Arizona","54296","null","71196","null",
"1400000US04017942300","Census Tract 9423, Navajo County, Arizona","85769","null","32083","null",
"1400000US04017942400","Census Tract 9424, Navajo County, Arizona","**","**","-","-",
"1400000US04017942500","Census Tract 9425, Navajo County, Arizona","30857","null","36655","null",
"1400000US04017960100","Census Tract 9601, Navajo County, Arizona","36354","null","56898","null",
"1400000US04017960200","Census Tract 9602, Navajo County, Arizona","13825","null","43750","null",
"1400000US04017960400","Census Tract 9604, Navajo County, Arizona","8639","null","62632","null",
"1400000US04017960500","Census Tract 9605, Navajo County, Arizona","5609","null","51974","null",
"1400000US04017960600","Census Tract 9606, Navajo County, Arizona","14250","null","35606","null",
"1400000US04017961300","Census Tract 9613, Navajo County, Arizona","8766","null","60993","null",
"1400000US04017961700","Census Tract 9617, Navajo County, Arizona","6440","null","43424","null",
"1400000US04017962500","Census Tract 9625, Navajo County, Arizona","19204","null","55833","null",
"1400000US04017963300","Census Tract 9633, Navajo County, Arizona","10606","null","56068","null",
"1400000US04017963400","Census Tract 9634, Navajo County, Arizona","15046","null","44167","null",
"1400000US04017963700","Census Tract 9637, Navajo County, Arizona","20104","null","46667","null",
"1400000US04017963800","Census Tract 9638, Navajo County, Arizona","2001","null","51414","null",
"1400000US04017964201","Census Tract 9642.01, Navajo County, Arizona","30595","null","31823","null",
"1400000US04017964202","Census Tract 9642.02, Navajo County, Arizona","9128","null","41269","null",
"1400000US04017964800","Census Tract 9648, Navajo County, Arizona","10899","null","52923","null",
"1400000US04017964900","Census Tract 9649, Navajo County, Arizona","21748","null","41442","null",
"1400000US04017965200","Census Tract 9652, Navajo County, Arizona","12684","null","41587","null",
"1400000US04017965300","Census Tract 9653, Navajo County, Arizona","5819","null","40988","null",
"1400000US04019000100","Census Tract 1, Pima County, Arizona","1899","null","10000","null",
"1400000US04019000200","Census Tract 2, Pima County, Arizona","38219","null","29659","null",
"1400000US04019000300","Census Tract 3, Pima County, Arizona","14768","null","23456","null",
"1400000US04019000400","Census Tract 4, Pima County, Arizona","12297","null","29076","null",
"1400000US04019000500","Census Tract 5, Pima County, Arizona","4622","null","23527","null",
"1400000US04019000600","Census Tract 6, Pima County, Arizona","8147","null","50167","null",
"1400000US04019000700","Census Tract 7, Pima County, Arizona","10419","null","41923","null",
"1400000US04019000800","Census Tract 8, Pima County, Arizona","27182","null","44946","null",
"1400000US04019000900","Census Tract 9, Pima County, Arizona","7023","null","30927","null",
"1400000US04019001000","Census Tract 10, Pima County, Arizona","26505","null","55750","null",
"1400000US04019001100","Census Tract 11, Pima County, Arizona","4552","null","27727","null",
"1400000US04019001200","Census Tract 12, Pima County, Arizona","6429","null","18938","null",
"1400000US04019001302","Census Tract 13.02, Pima County, Arizona","2221","null","13647","null",
"1400000US04019001303","Census Tract 13.03, Pima County, Arizona","12617","null","18710","null",
"1400000US04019001304","Census Tract 13.04, Pima County, Arizona","10154","null","17118","null",
"1400000US04019001400","Census Tract 14, Pima County, Arizona","6158","null","28891","null",
"1400000US04019001500","Census Tract 15, Pima County, Arizona","10134","null","30145","null",
"1400000US04019001600","Census Tract 16, Pima County, Arizona","8017","null","43226","null",
"1400000US04019001700","Census Tract 17, Pima County, Arizona","4415","null","43173","null",
"1400000US04019001801","Census Tract 18.01, Pima County, Arizona","6791","null","25000","null",
"1400000US04019001802","Census Tract 18.02, Pima County, Arizona","8765","null","34955","null",
"1400000US04019001900","Census Tract 19, Pima County, Arizona","10565","null","51125","null",
"1400000US04019002000","Census Tract 20, Pima County, Arizona","7794","null","23800","null",
"1400000US04019002100","Census Tract 21, Pima County, Arizona","7779","null","37011","null",
"1400000US04019002201","Census Tract 22.01, Pima County, Arizona","29141","null","45268","null",
"1400000US04019002202","Census Tract 22.02, Pima County, Arizona","40920","null","55547","null",
"1400000US04019002300","Census Tract 23, Pima County, Arizona","10419","null","21696","null",
"1400000US04019002400","Census Tract 24, Pima County, Arizona","22151","null","34609","null",
"1400000US04019002501","Census Tract 25.01, Pima County, Arizona","9579","null","41250","null",
"1400000US04019002503","Census Tract 25.03, Pima County, Arizona","5095","null","43438","null",
"1400000US04019002504","Census Tract 25.04, Pima County, Arizona","9423","null","41938","null",
"1400000US04019002505","Census Tract 25.05, Pima County, Arizona","23279","null","49000","null",
"1400000US04019002506","Census Tract 25.06, Pima County, Arizona","12054","null","43167","null",
"1400000US04019002602","Census Tract 26.02, Pima County, Arizona","5544","null","29109","null",
"1400000US04019002603","Census Tract 26.03, Pima County, Arizona","8143","null","24410","null",
"1400000US04019002604","Census Tract 26.04, Pima County, Arizona","4981","null","21484","null",
"1400000US04019002701","Census Tract 27.01, Pima County, Arizona","9106","null","45074","null",
"1400000US04019002702","Census Tract 27.02, Pima County, Arizona","8019","null","36641","null",
"1400000US04019002703","Census Tract 27.03, Pima County, Arizona","3351","null","35447","null",
"1400000US04019002801","Census Tract 28.01, Pima County, Arizona","9175","null","21131","null",
"1400000US04019002802","Census Tract 28.02, Pima County, Arizona","5911","null","35769","null",
"1400000US04019002803","Census Tract 28.03, Pima County, Arizona","10550","null","31867","null",
"1400000US04019002901","Census Tract 29.01, Pima County, Arizona","4937","null","33862","null",
"1400000US04019002903","Census Tract 29.03, Pima County, Arizona","10673","null","49010","null",
"1400000US04019002904","Census Tract 29.04, Pima County, Arizona","3074","null","41098","null",
"1400000US04019002905","Census Tract 29.05, Pima County, Arizona","8118","null","36310","null",
"1400000US04019003002","Census Tract 30.02, Pima County, Arizona","5577","null","41473","null",
"1400000US04019003003","Census Tract 30.03, Pima County, Arizona","8829","null","31635","null",
"1400000US04019003004","Census Tract 30.04, Pima County, Arizona","23193","null","37938","null",
"1400000US04019003101","Census Tract 31.01, Pima County, Arizona","5189","null","28319","null",
"1400000US04019003102","Census Tract 31.02, Pima County, Arizona","9297","null","27302","null",
"1400000US04019003200","Census Tract 32, Pima County, Arizona","8189","null","37750","null",
"1400000US04019003302","Census Tract 33.02, Pima County, Arizona","6249","null","46190","null",
"1400000US04019003303","Census Tract 33.03, Pima County, Arizona","6386","null","38430","null",
"1400000US04019003304","Census Tract 33.04, Pima County, Arizona","9211","null","54543","null",
"1400000US04019003400","Census Tract 34, Pima County, Arizona","11214","null","45450","null",
"1400000US04019003501","Census Tract 35.01, Pima County, Arizona","4868","null","30237","null",
"1400000US04019003502","Census Tract 35.02, Pima County, Arizona","15443","null","42586","null",
"1400000US04019003503","Census Tract 35.03, Pima County, Arizona","4837","null","32431","null",
"1400000US04019003504","Census Tract 35.04, Pima County, Arizona","13943","null","53000","null",
"1400000US04019003600","Census Tract 36, Pima County, Arizona","2553","null","43730","null",
"1400000US04019003702","Census Tract 37.02, Pima County, Arizona","11560","null","22813","null",
"1400000US04019003704","Census Tract 37.04, Pima County, Arizona","28851","null","51635","null",
"1400000US04019003705","Census Tract 37.05, Pima County, Arizona","5921","null","27031","null",
"1400000US04019003706","Census Tract 37.06, Pima County, Arizona","20565","null","36667","null",
"1400000US04019003707","Census Tract 37.07, Pima County, Arizona","28326","null","31875","null",
"1400000US04019003801","Census Tract 38.01, Pima County, Arizona","65409","null","31875","null",
"1400000US04019003802","Census Tract 38.02, Pima County, Arizona","11655","null","14545","null",
"1400000US04019003901","Census Tract 39.01, Pima County, Arizona","36461","null","52083","null",
"1400000US04019003902","Census Tract 39.02, Pima County, Arizona","5033","null","25063","null",
"1400000US04019003903","Census Tract 39.03, Pima County, Arizona","20964","null","19844","null",
"1400000US04019004008","Census Tract 40.08, Pima County, Arizona","7448","null","42125","null",
"1400000US04019004010","Census Tract 40.10, Pima County, Arizona","7632","null","36691","null",
"1400000US04019004011","Census Tract 40.11, Pima County, Arizona","4285","null","39143","null",
"1400000US04019004022","Census Tract 40.22, Pima County, Arizona","5307","null","55970","null",
"1400000US04019004025","Census Tract 40.25, Pima County, Arizona","19628","null","89803","null",
"1400000US04019004026","Census Tract 40.26, Pima County, Arizona","8163","null","69205","null",
"1400000US04019004029","Census Tract 40.29, Pima County, Arizona","3772","null","44450","null",
"1400000US04019004030","Census Tract 40.30, Pima County, Arizona","22313","null","110223","null",
"1400000US04019004031","Census Tract 40.31, Pima County, Arizona","8530","null","54137","null",
"1400000US04019004032","Census Tract 40.32, Pima County, Arizona","4301","null","46995","null",
"1400000US04019004033","Census Tract 40.33, Pima County, Arizona","7682","null","40397","null",
"1400000US04019004034","Census Tract 40.34, Pima County, Arizona","17081","null","44125","null",
"1400000US04019004035","Census Tract 40.35, Pima County, Arizona","3205","null","40903","null",
"1400000US04019004036","Census Tract 40.36, Pima County, Arizona","20487","null","61042","null",
"1400000US04019004037","Census Tract 40.37, Pima County, Arizona","9215","null","56434","null",
"1400000US04019004038","Census Tract 40.38, Pima County, Arizona","12214","null","52500","null",
"1400000US04019004039","Census Tract 40.39, Pima County, Arizona","4686","null","26974","null",
"1400000US04019004042","Census Tract 40.42, Pima County, Arizona","9975","null","57104","null",
"1400000US04019004043","Census Tract 40.43, Pima County, Arizona","8617","null","70986","null",
"1400000US04019004044","Census Tract 40.44, Pima County, Arizona","14309","null","92974","null",
"1400000US04019004046","Census Tract 40.46, Pima County, Arizona","10038","null","35324","null",
"1400000US04019004047","Census Tract 40.47, Pima County, Arizona","11552","null","73188","null",
"1400000US04019004048","Census Tract 40.48, Pima County, Arizona","9811","null","60000","null",
"1400000US04019004049","Census Tract 40.49, Pima County, Arizona","6525","null","42389","null",
"1400000US04019004050","Census Tract 40.50, Pima County, Arizona","22562","null","88611","null",
"1400000US04019004051","Census Tract 40.51, Pima County, Arizona","18524","null","95400","null",
"1400000US04019004052","Census Tract 40.52, Pima County, Arizona","11820","null","90000","null",
"1400000US04019004053","Census Tract 40.53, Pima County, Arizona","12788","null","76014","null",
"1400000US04019004054","Census Tract 40.54, Pima County, Arizona","20151","null","80769","null",
"1400000US04019004055","Census Tract 40.55, Pima County, Arizona","18906","null","69940","null",
"1400000US04019004056","Census Tract 40.56, Pima County, Arizona","5460","null","75357","null",
"1400000US04019004057","Census Tract 40.57, Pima County, Arizona","5269","null","56375","null",
"1400000US04019004058","Census Tract 40.58, Pima County, Arizona","7986","null","55956","null",
"1400000US04019004061","Census Tract 40.61, Pima County, Arizona","9057","null","72750","null",
"1400000US04019004062","Census Tract 40.62, Pima County, Arizona","3111","null","76811","null",
"1400000US04019004063","Census Tract 40.63, Pima County, Arizona","8567","null","84219","null",
"1400000US04019004064","Census Tract 40.64, Pima County, Arizona","9220","null","97284","null",
"1400000US04019004065","Census Tract 40.65, Pima County, Arizona","10036","null","77793","null",
"1400000US04019004066","Census Tract 40.66, Pima County, Arizona","9915","null","73533","null",
"1400000US04019004067","Census Tract 40.67, Pima County, Arizona","7383","null","36138","null",
"1400000US04019004068","Census Tract 40.68, Pima County, Arizona","8452","null","39879","null",
"1400000US04019004069","Census Tract 40.69, Pima County, Arizona","7633","null","42872","null",
"1400000US04019004070","Census Tract 40.70, Pima County, Arizona","12877","null","41136","null",
"1400000US04019004071","Census Tract 40.71, Pima County, Arizona","3094","null","25615","null",
"1400000US04019004072","Census Tract 40.72, Pima County, Arizona","14495","null","47898","null",
"1400000US04019004073","Census Tract 40.73, Pima County, Arizona","11568","null","79821","null",
"1400000US04019004074","Census Tract 40.74, Pima County, Arizona","9607","null","68029","null",
"1400000US04019004107","Census Tract 41.07, Pima County, Arizona","9374","null","76250","null",
"1400000US04019004109","Census Tract 41.09, Pima County, Arizona","11217","null","62625","null",
"1400000US04019004110","Census Tract 41.10, Pima County, Arizona","51234","null","58194","null",
"1400000US04019004112","Census Tract 41.12, Pima County, Arizona","10846","null","44973","null",
"1400000US04019004113","Census Tract 41.13, Pima County, Arizona","**","**","-","-",
"1400000US04019004114","Census Tract 41.14, Pima County, Arizona","19520","null","38125","null",
"1400000US04019004115","Census Tract 41.15, Pima County, Arizona","9599","null","33214","null",
"1400000US04019004116","Census Tract 41.16, Pima County, Arizona","4891","null","31928","null",
"1400000US04019004117","Census Tract 41.17, Pima County, Arizona","17752","null","52679","null",
"1400000US04019004119","Census Tract 41.19, Pima County, Arizona","7499","null","69450","null",
"1400000US04019004120","Census Tract 41.20, Pima County, Arizona","31623","null","75721","null",
"1400000US04019004122","Census Tract 41.22, Pima County, Arizona","9800","null","60459","null",
"1400000US04019004307","Census Tract 43.07, Pima County, Arizona","3469","null","37869","null",
"1400000US04019004310","Census Tract 43.10, Pima County, Arizona","13589","null","32222","null",
"1400000US04019004311","Census Tract 43.11, Pima County, Arizona","9733","null","50611","null",
"1400000US04019004312","Census Tract 43.12, Pima County, Arizona","11027","null","37206","null",
"1400000US04019004313","Census Tract 43.13, Pima County, Arizona","7946","null","32591","null",
"1400000US04019004316","Census Tract 43.16, Pima County, Arizona","4141","null","45489","null",
"1400000US04019004317","Census Tract 43.17, Pima County, Arizona","4928","null","33799","null",
"1400000US04019004320","Census Tract 43.20, Pima County, Arizona","18293","null","38125","null",
"1400000US04019004321","Census Tract 43.21, Pima County, Arizona","13928","null","43068","null",
"1400000US04019004322","Census Tract 43.22, Pima County, Arizona","9591","null","54674","null",
"1400000US04019004323","Census Tract 43.23, Pima County, Arizona","12192","null","86534","null",
"1400000US04019004324","Census Tract 43.24, Pima County, Arizona","12165","null","48571","null",
"1400000US04019004325","Census Tract 43.25, Pima County, Arizona","3821","null","70208","null",
"1400000US04019004326","Census Tract 43.26, Pima County, Arizona","23807","null","75272","null",
"1400000US04019004327","Census Tract 43.27, Pima County, Arizona","18355","null","56747","null",
"1400000US04019004328","Census Tract 43.28, Pima County, Arizona","10892","null","44333","null",
"1400000US04019004329","Census Tract 43.29, Pima County, Arizona","8205","null","88476","null",
"1400000US04019004330","Census Tract 43.30, Pima County, Arizona","17258","null","40958","null",
"1400000US04019004331","Census Tract 43.31, Pima County, Arizona","7885","null","46045","null",
"1400000US04019004332","Census Tract 43.32, Pima County, Arizona","8590","null","49667","null",
"1400000US04019004333","Census Tract 43.33, Pima County, Arizona","16033","null","56125","null",
"1400000US04019004334","Census Tract 43.34, Pima County, Arizona","3513","null","54314","null",
"1400000US04019004404","Census Tract 44.04, Pima County, Arizona","5586","null","41303","null",
"1400000US04019004407","Census Tract 44.07, Pima County, Arizona","16000","null","41667","null",
"1400000US04019004411","Census Tract 44.11, Pima County, Arizona","15966","null","34896","null",
"1400000US04019004412","Census Tract 44.12, Pima County, Arizona","15620","null","52361","null",
"1400000US04019004413","Census Tract 44.13, Pima County, Arizona","6945","null","71217","null",
"1400000US04019004414","Census Tract 44.14, Pima County, Arizona","7687","null","56410","null",
"1400000US04019004415","Census Tract 44.15, Pima County, Arizona","21500","null","50625","null",
"1400000US04019004418","Census Tract 44.18, Pima County, Arizona","14485","null","90417","null",
"1400000US04019004419","Census Tract 44.19, Pima County, Arizona","9534","null","43600","null",
"1400000US04019004421","Census Tract 44.21, Pima County, Arizona","8861","null","45594","null",
"1400000US04019004422","Census Tract 44.22, Pima County, Arizona","12989","null","60000","null",
"1400000US04019004423","Census Tract 44.23, Pima County, Arizona","12885","null","49667","null",
"1400000US04019004424","Census Tract 44.24, Pima County, Arizona","5280","null","41865","null",
