"GEO_ID","NAME","B19001F_001E","B19001F_001EA","B19001F_001M","B19001F_001MA","B19001F_002E","B19001F_002EA","B19001F_002M","B19001F_002MA","B19001F_003E","B19001F_003M","B19001F_003MA","B19001F_003EA","B19001F_004E","B19001F_004EA","B19001F_004M","B19001F_004MA","B19001F_005E","B19001F_005EA","B19001F_005M","B19001F_005MA","B19001F_006E","B19001F_006EA","B19001F_006M","B19001F_006MA","B19001F_007E","B19001F_007M","B19001F_007MA","B19001F_007EA","B19001F_008E","B19001F_008EA","B19001F_008M","B19001F_008MA","B19001F_009E","B19001F_009EA","B19001F_009M","B19001F_009MA","B19001F_010E","B19001F_010EA","B19001F_010M","B19001F_010MA","B19001F_011E","B19001F_011EA","B19001F_011M","B19001F_011MA","B19001F_012E","B19001F_012EA","B19001F_012M","B19001F_012MA","B19001F_013E","B19001F_013EA","B19001F_013M","B19001F_013MA","B19001F_014E","B19001F_014EA","B19001F_014M","B19001F_014MA","B19001F_015E","B19001F_015EA","B19001F_015M","B19001F_015MA","B19001F_016E","B19001F_016EA","B19001F_016M","B19001F_016MA","B19001F_017E","B19001F_017EA","B19001F_017M","B19001F_017MA",
"1400000US04005000901","Census Tract 9.01, Coconino County, Arizona","41","null","62","null","0","null","13","null","41","62","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005000902","Census Tract 9.02, Coconino County, Arizona","116","null","97","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","24","null","39","null","0","13","null","null","65","null","85","null","0","null","13","null","0","null","13","null","0","null","13","null","14","null","25","null","0","null","13","null","13","null","25","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","12","null","15","null","0","null","21","null","2","4","null","null","0","null","21","null","0","null","21","null","1","null","4","null","0","21","null","null","0","null","21","null","9","null","15","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005001103","Census Tract 11.03, Coconino County, Arizona","216","null","146","null","0","null","13","null","0","13","null","null","70","null","111","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","90","null","76","null","0","null","13","null","0","null","13","null","0","null","13","null","56","null","86","null","0","null","13","null",
"1400000US04005001104","Census Tract 11.04, Coconino County, Arizona","68","null","59","null","17","null","20","null","0","13","null","null","23","null","38","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","28","null","44","null","0","null","13","null",
"1400000US04005001201","Census Tract 12.01, Coconino County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","43","null","61","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","43","null","61","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","19","null","45","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","19","null","45","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005001601","Census Tract 16.01, Coconino County, Arizona","75","null","80","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","59","null","77","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","16","null","28","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005001602","Census Tract 16.02, Coconino County, Arizona","19","null","20","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","19","null","20","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","188","null","115","null","0","null","13","null","38","54","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","37","null","41","null","93","null","89","null","0","null","13","null","0","null","13","null","20","null","32","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","17","null","31","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","17","null","31","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005002101","Census Tract 21.01, Coconino County, Arizona","26","null","42","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","26","null","42","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005002102","Census Tract 21.02, Coconino County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005002201","Census Tract 22.01, Coconino County, Arizona","15","null","25","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","25","null","0","null","13","null",
"1400000US04005002202","Census Tract 22.02, Coconino County, Arizona","30","null","30","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","15","null","24","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","22","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005002301","Census Tract 23.01, Coconino County, Arizona","117","null","109","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","49","null","75","null","0","null","13","null","44","null","71","null","0","null","13","null","24","null","41","null","0","null","13","null",
"1400000US04005002302","Census Tract 23.02, Coconino County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","20","null","32","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","20","null","32","null","0","null","13","null",
