"GEO_ID","NAME","B19001D_001E","B19001D_001EA","B19001D_001M","B19001D_001MA","B19001D_002E","B19001D_002EA","B19001D_002M","B19001D_002MA","B19001D_003E","B19001D_003EA","B19001D_003M","B19001D_003MA","B19001D_004E","B19001D_004M","B19001D_004MA","B19001D_004EA","B19001D_005E","B19001D_005M","B19001D_005MA","B19001D_005EA","B19001D_006E","B19001D_006M","B19001D_006MA","B19001D_006EA","B19001D_007E","B19001D_007EA","B19001D_007M","B19001D_007MA","B19001D_008E","B19001D_008EA","B19001D_008M","B19001D_008MA","B19001D_009E","B19001D_009EA","B19001D_009M","B19001D_009MA","B19001D_010E","B19001D_010M","B19001D_010MA","B19001D_010EA","B19001D_011E","B19001D_011M","B19001D_011MA","B19001D_011EA","B19001D_012E","B19001D_012EA","B19001D_012M","B19001D_012MA","B19001D_013E","B19001D_013EA","B19001D_013M","B19001D_013MA","B19001D_014E","B19001D_014EA","B19001D_014M","B19001D_014MA","B19001D_015E","B19001D_015M","B19001D_015MA","B19001D_015EA","B19001D_016E","B19001D_016EA","B19001D_016M","B19001D_016MA","B19001D_017E","B19001D_017M","B19001D_017MA","B19001D_017EA",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","14","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","4","null","7","null","0","null","12","null","0","null","12","null","0","12","null","null","6","9","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","4","null","6","null","0","12","null","null",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","48","null","26","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","7","null","10","null","0","null","12","null","7","null","11","null","0","12","null","null","21","19","null","null","0","null","12","null","7","null","10","null","0","null","12","null","0","12","null","null","6","null","9","null","0","12","null","null",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","155","null","46","null","0","null","12","null","22","null","34","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","10","14","null","null","2","4","null","null","25","null","22","null","18","null","20","null","4","null","8","null","6","12","null","null","24","null","22","null","44","38","null","null",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","487","null","140","null","13","null","23","null","0","null","17","null","20","35","null","null","25","32","null","null","0","17","null","null","40","null","65","null","0","null","17","null","24","null","27","null","12","20","null","null","16","26","null","null","156","null","103","null","90","null","55","null","43","null","40","null","35","56","null","null","13","null","21","null","0","17","null","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","259","null","123","null","0","null","17","null","28","null","35","null","31","37","null","null","0","17","null","null","0","17","null","null","10","null","33","null","57","null","91","null","0","null","17","null","40","45","null","null","11","19","null","null","82","null","88","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013320100","Census Tract 3201, Maricopa County, Arizona","54","null","31","null","7","null","11","null","0","null","12","null","0","12","null","null","0","12","null","null","9","15","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","10","null","14","null","19","21","null","null","9","null","13","null","0","12","null","null",
"1400000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","41","null","36","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","6","9","null","null","11","null","20","null","15","null","23","null","9","null","14","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","53","null","46","null","0","null","17","null","7","null","11","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","8","null","15","null","0","17","null","null","0","17","null","null","0","null","17","null","31","null","43","null","0","null","17","null","7","12","null","null","0","null","17","null","0","17","null","null",
"1400000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","48","null","62","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","10","16","null","null","0","null","17","null","38","null","60","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","7","null","10","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","7","null","10","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","14","null","16","null","0","null","12","null","0","null","12","null","0","12","null","null","7","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","7","null","11","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","8","null","12","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","8","12","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","19","null","22","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","7","null","13","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","12","null","18","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","12","null","20","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","12","null","20","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
