"GEO_ID","NAME","B19001D_001E","B19001D_001EA","B19001D_001M","B19001D_001MA","B19001D_002E","B19001D_002EA","B19001D_002M","B19001D_002MA","B19001D_003E","B19001D_003EA","B19001D_003M","B19001D_003MA","B19001D_004E","B19001D_004M","B19001D_004MA","B19001D_004EA","B19001D_005E","B19001D_005M","B19001D_005MA","B19001D_005EA","B19001D_006E","B19001D_006M","B19001D_006MA","B19001D_006EA","B19001D_007E","B19001D_007EA","B19001D_007M","B19001D_007MA","B19001D_008E","B19001D_008EA","B19001D_008M","B19001D_008MA","B19001D_009E","B19001D_009EA","B19001D_009M","B19001D_009MA","B19001D_010E","B19001D_010M","B19001D_010MA","B19001D_010EA","B19001D_011E","B19001D_011M","B19001D_011MA","B19001D_011EA","B19001D_012E","B19001D_012EA","B19001D_012M","B19001D_012MA","B19001D_013E","B19001D_013EA","B19001D_013M","B19001D_013MA","B19001D_014E","B19001D_014EA","B19001D_014M","B19001D_014MA","B19001D_015E","B19001D_015M","B19001D_015MA","B19001D_015EA","B19001D_016E","B19001D_016EA","B19001D_016M","B19001D_016MA","B19001D_017E","B19001D_017M","B19001D_017MA","B19001D_017EA",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","29","null","44","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","29","null","44","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","25","null","39","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","25","39","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","38","null","32","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","11","null","18","null","0","null","12","null","0","null","12","null","15","23","null","null","0","null","12","null","12","18","null","null",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","93","null","59","null","17","null","28","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","36","null","31","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","20","null","33","null","20","null","30","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","131","null","90","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","27","39","null","null","0","null","12","null","0","null","12","null","60","null","73","null","0","12","null","null","0","null","12","null","44","55","null","null",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","41","null","32","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","10","null","16","null","0","null","12","null","20","null","24","null","0","12","null","null","11","17","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","27","null","27","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","11","null","17","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","11","null","18","null","5","9","null","null",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","89","null","64","null","0","null","12","null","10","null","17","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","16","null","26","null","19","null","31","null","0","12","null","null","0","null","12","null","44","49","null","null",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","9","null","15","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","9","15","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","105","null","62","null","0","null","12","null","0","null","12","null","0","12","null","null","29","47","null","null","0","12","null","null","32","null","37","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","10","null","16","null","34","null","29","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","39","null","27","null","0","null","12","null","0","null","12","null","0","12","null","null","8","14","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","10","null","15","null","0","null","12","null","9","null","14","null","0","12","null","null","12","null","20","null","0","12","null","null",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","123","null","88","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","17","28","null","null","0","null","17","null","0","null","17","null","19","null","30","null","0","17","null","null","0","17","null","null","51","null","65","null","0","null","17","null","0","null","17","null","0","17","null","null","25","null","31","null","11","19","null","null",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","97","null","25","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","15","null","29","null","15","31","null","null","51","null","44","null","16","29","null","null",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","44","null","34","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","8","null","13","null","21","null","23","null","0","12","null","null","10","null","16","null","5","8","null","null",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","36","null","27","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","9","null","13","null","27","29","null","null",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","76","null","48","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","18","null","22","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","7","null","11","null","7","11","null","null","19","null","23","null","25","26","null","null",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","72","null","50","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","9","null","14","null","24","36","null","null","31","null","31","null","8","13","null","null",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","43","null","49","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","8","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","10","null","16","null","0","12","null","null","0","null","12","null","25","38","null","null",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","70","null","58","null","6","null","12","null","0","null","12","null","0","12","null","null","13","19","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","9","14","null","null","0","12","null","null","42","null","57","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","63","null","40","null","9","null","16","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","4","null","10","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","27","null","29","null","13","19","null","null","0","null","12","null","10","14","null","null",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","155","null","72","null","0","null","17","null","0","null","17","null","0","17","null","null","14","23","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","16","null","25","null","46","null","51","null","0","17","null","null","11","null","22","null","68","48","null","null",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","187","null","113","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","25","null","38","null","0","17","null","null","19","null","30","null","143","107","null","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","115","null","36","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","14","22","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","11","18","null","null","14","null","22","null","0","null","17","null","0","null","17","null","9","14","null","null","11","null","18","null","56","31","null","null",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","127","null","60","null","0","null","17","null","0","null","17","null","13","21","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","22","null","36","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","92","51","null","null",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","105","null","83","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","17","null","26","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","20","null","33","null","42","null","67","null","0","null","12","null","14","22","null","null","0","null","12","null","12","20","null","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","43","null","49","null","0","null","12","null","0","null","12","null","11","17","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","32","46","null","null",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","90","null","54","null","9","null","15","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","16","19","null","null","10","null","16","null","55","null","50","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","111","null","64","null","0","null","12","null","0","null","12","null","0","12","null","null","21","26","null","null","0","12","null","null","14","null","24","null","13","null","22","null","0","null","12","null","0","12","null","null","0","12","null","null","20","null","31","null","0","null","12","null","14","null","23","null","0","12","null","null","0","null","12","null","29","32","null","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","63","null","48","null","20","null","33","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","11","null","18","null","0","null","12","null","12","null","18","null","0","12","null","null","0","12","null","null","12","null","21","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","8","12","null","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","41","null","43","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","24","null","39","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","17","null","18","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","29","null","37","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","14","23","null","null","0","12","null","null","0","null","12","null","15","null","28","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","72","null","64","null","0","null","17","null","23","null","36","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","16","null","26","null","15","null","31","null","18","null","35","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","58","null","57","null","0","null","12","null","0","null","12","null","31","48","null","null","0","12","null","null","0","12","null","null","13","null","22","null","0","null","12","null","0","null","12","null","0","12","null","null","14","22","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","10","null","15","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","10","15","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","54","null","43","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","13","null","17","null","7","null","13","null","0","null","12","null","0","12","null","null","27","null","36","null","7","9","null","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","17","null","19","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","10","15","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","7","11","null","null",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","34","null","28","null","7","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","11","null","17","null","16","null","20","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","59","null","35","null","9","null","13","null","11","null","18","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","9","null","16","null","0","null","12","null","0","12","null","null","21","null","28","null","9","16","null","null",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","9","null","14","null","0","null","12","null","0","null","12","null","9","14","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","28","null","27","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","7","11","null","null","0","12","null","null","0","null","12","null","8","null","13","null","0","null","12","null","13","21","null","null","0","null","12","null","0","12","null","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","60","null","52","null","0","null","12","null","9","null","15","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","15","null","24","null","0","12","null","null","0","12","null","null","0","null","12","null","8","null","12","null","28","null","43","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","16","null","25","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","16","null","25","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","10","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","10","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","26","null","31","null","0","null","17","null","0","null","17","null","0","17","null","null","10","16","null","null","0","17","null","null","0","null","17","null","16","null","27","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","51","null","54","null","12","null","19","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","9","null","14","null","0","12","null","null","0","12","null","null","0","null","12","null","30","null","40","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","32","null","40","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","18","null","34","null","14","23","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","24","null","28","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","16","null","25","null","0","null","12","null","8","11","null","null","0","null","12","null","0","12","null","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","74","null","94","null","0","null","17","null","18","null","30","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","56","null","90","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","27","null","50","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","27","50","null","null","0","null","12","null","0","12","null","null",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","100","null","84","null","57","null","63","null","0","null","12","null","9","14","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","34","null","55","null","0","12","null","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","72","null","38","null","10","null","16","null","0","null","12","null","0","12","null","null","17","20","null","null","18","22","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","27","30","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","45","null","35","null","24","null","25","null","0","null","12","null","7","11","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","14","null","23","null","0","12","null","null",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","252","null","116","null","97","null","81","null","0","null","17","null","0","17","null","null","36","46","null","null","0","17","null","null","10","null","19","null","0","null","17","null","0","null","17","null","0","17","null","null","12","20","null","null","64","null","69","null","33","null","51","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","84","null","97","null","53","null","86","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","15","null","29","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","16","null","34","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","50","null","39","null","17","null","19","null","0","null","17","null","0","17","null","null","5","8","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","21","null","31","null","0","null","17","null","7","10","null","null","0","null","17","null","0","17","null","null",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","195","null","75","null","141","null","68","null","4","null","8","null","9","13","null","null","10","12","null","null","0","12","null","null","0","null","12","null","6","null","9","null","0","null","12","null","0","12","null","null","0","12","null","null","9","null","14","null","0","null","12","null","16","null","17","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","572","null","113","null","226","null","99","null","53","null","42","null","35","39","null","null","52","52","null","null","39","44","null","null","14","null","16","null","0","null","17","null","0","null","17","null","0","17","null","null","48","40","null","null","15","null","24","null","31","null","25","null","47","null","49","null","12","18","null","null","0","null","17","null","0","17","null","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","545","null","156","null","150","null","105","null","27","null","43","null","39","37","null","null","60","53","null","null","53","59","null","null","14","null","21","null","35","null","43","null","16","null","26","null","35","31","null","null","74","67","null","null","0","null","17","null","24","null","28","null","0","null","17","null","0","17","null","null","18","null","28","null","0","17","null","null",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","103","null","66","null","45","null","57","null","0","null","17","null","0","17","null","null","14","22","null","null","18","34","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","12","null","19","null","14","null","21","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","94","null","39","null","62","null","28","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","24","null","24","null","0","null","12","null","0","12","null","null","0","12","null","null","8","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","24","null","26","null","9","null","14","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","11","null","18","null","0","12","null","null","0","12","null","null","4","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","82","null","61","null","39","null","55","null","15","null","23","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","9","null","14","null","0","null","17","null","0","17","null","null","19","null","31","null","0","17","null","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","55","null","60","null","36","null","57","null","0","null","12","null","10","16","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","9","15","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","34","null","31","null","4","null","9","null","0","null","12","null","8","13","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","7","12","null","null","15","null","24","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","41","null","46","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","33","null","43","null","0","null","12","null","8","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","22","null","26","null","12","null","20","null","0","null","17","null","0","17","null","null","10","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","101","null","55","null","0","null","17","null","0","null","17","null","19","32","null","null","21","32","null","null","0","17","null","null","0","null","17","null","0","null","17","null","9","null","16","null","0","17","null","null","11","16","null","null","0","null","17","null","24","null","32","null","0","null","17","null","12","20","null","null","0","null","17","null","5","12","null","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","67","null","55","null","14","null","23","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","12","null","20","null","17","null","26","null","8","20","null","null","0","null","12","null","16","26","null","null",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","46","null","32","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","10","14","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","7","9","null","null","0","null","12","null","8","null","11","null","0","null","12","null","21","29","null","null","0","null","12","null","0","12","null","null",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","29","null","29","null","13","null","20","null","9","null","13","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","7","null","11","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","83","null","40","null","10","null","15","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","7","null","13","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","28","null","29","null","11","null","16","null","9","13","null","null","0","null","17","null","18","22","null","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","120","null","64","null","16","null","26","null","0","null","17","null","51","48","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","12","23","null","null","0","17","null","null","22","null","27","null","19","null","31","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","73","null","57","null","0","null","12","null","18","null","20","null","0","12","null","null","0","12","null","null","0","12","null","null","9","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","46","null","50","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","162","null","112","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","67","null","68","null","12","null","19","null","0","null","17","null","35","54","null","null","48","null","81","null","0","17","null","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","40","null","32","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","13","22","null","null","0","null","12","null","0","null","12","null","17","null","18","null","10","13","null","null","0","null","12","null","0","12","null","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","101","null","50","null","0","null","17","null","0","null","17","null","0","17","null","null","26","31","null","null","13","20","null","null","12","null","20","null","0","null","17","null","0","null","17","null","15","24","null","null","16","25","null","null","0","null","17","null","8","null","15","null","0","null","17","null","0","17","null","null","11","null","17","null","0","17","null","null",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","46","null","33","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","11","null","16","null","0","12","null","null","0","12","null","null","0","null","12","null","27","null","25","null","0","null","12","null","0","12","null","null","0","null","12","null","8","13","null","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","20","null","18","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","4","6","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","4","null","7","null","0","null","12","null","0","12","null","null","7","null","12","null","5","9","null","null",
