"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","1172","null","120","null","19","22","null","null","9","14","null","null","27","25","null","null","19","null","23","null","56","41","null","null","35","null","33","null","37","34","null","null","38","35","null","null","37","32","null","null","121","81","null","null","104","49","null","null","251","null","102","null","196","84","null","null","90","57","null","null","85","52","null","null","48","38","null","null",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","1558","null","133","null","8","13","null","null","57","53","null","null","16","18","null","null","23","null","20","null","41","44","null","null","56","null","44","null","69","59","null","null","79","58","null","null","65","51","null","null","204","75","null","null","136","68","null","null","422","null","104","null","181","70","null","null","96","52","null","null","58","46","null","null","47","37","null","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","1513","null","148","null","21","24","null","null","29","27","null","null","23","26","null","null","27","null","24","null","26","41","null","null","50","null","44","null","21","25","null","null","105","57","null","null","87","53","null","null","178","95","null","null","204","84","null","null","394","null","98","null","159","64","null","null","99","63","null","null","51","36","null","null","39","31","null","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","1562","null","264","null","102","129","null","null","29","46","null","null","34","54","null","null","54","null","58","null","0","17","null","null","0","null","17","null","35","39","null","null","110","141","null","null","20","25","null","null","101","72","null","null","93","74","null","null","330","null","158","null","192","132","null","null","101","74","null","null","196","147","null","null","165","108","null","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","1630","null","128","null","66","50","null","null","19","31","null","null","23","35","null","null","0","null","17","null","68","63","null","null","39","null","54","null","81","64","null","null","149","102","null","null","9","18","null","null","203","113","null","null","194","112","null","null","344","null","136","null","174","113","null","null","160","115","null","null","85","90","null","null","16","24","null","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","732","null","88","null","11","15","null","null","0","12","null","null","3","5","null","null","0","null","12","null","32","22","null","null","32","null","35","null","0","12","null","null","7","10","null","null","24","22","null","null","43","28","null","null","40","23","null","null","152","null","59","null","117","44","null","null","56","30","null","null","143","58","null","null","72","39","null","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","1144","null","115","null","40","45","null","null","39","54","null","null","0","17","null","null","23","null","25","null","15","23","null","null","0","null","17","null","0","17","null","null","55","45","null","null","13","20","null","null","92","62","null","null","88","51","null","null","283","null","86","null","230","111","null","null","140","78","null","null","69","43","null","null","57","39","null","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","1154","null","94","null","19","21","null","null","16","24","null","null","10","16","null","null","0","null","12","null","19","21","null","null","18","null","21","null","77","53","null","null","68","63","null","null","102","59","null","null","92","51","null","null","240","103","null","null","138","null","61","null","232","88","null","null","93","63","null","null","30","29","null","null","0","12","null","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","903","null","87","null","20","25","null","null","0","12","null","null","0","12","null","null","42","null","53","null","9","14","null","null","30","null","42","null","11","18","null","null","17","24","null","null","33","30","null","null","107","82","null","null","57","40","null","null","120","null","71","null","183","76","null","null","98","57","null","null","62","41","null","null","114","54","null","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","834","null","121","null","0","12","null","null","11","17","null","null","0","12","null","null","22","null","26","null","58","63","null","null","44","null","37","null","42","65","null","null","56","54","null","null","34","25","null","null","150","60","null","null","83","51","null","null","208","null","107","null","39","34","null","null","33","31","null","null","44","30","null","null","10","15","null","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","644","null","94","null","8","13","null","null","0","12","null","null","11","18","null","null","8","null","12","null","9","16","null","null","9","null","15","null","20","21","null","null","14","18","null","null","45","42","null","null","110","62","null","null","119","64","null","null","174","null","97","null","53","52","null","null","54","57","null","null","10","18","null","null","0","12","null","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","777","null","106","null","19","17","null","null","38","35","null","null","7","11","null","null","34","null","31","null","23","17","null","null","27","null","21","null","51","35","null","null","52","30","null","null","22","23","null","null","195","68","null","null","97","46","null","null","155","null","56","null","17","15","null","null","20","25","null","null","5","8","null","null","15","24","null","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","405","null","66","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","28","29","null","null","16","null","25","null","16","14","null","null","30","33","null","null","25","31","null","null","52","31","null","null","40","24","null","null","104","null","49","null","19","18","null","null","34","31","null","null","29","26","null","null","12","13","null","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","1717","null","201","null","22","32","null","null","17","26","null","null","44","55","null","null","93","null","92","null","26","43","null","null","58","null","51","null","22","37","null","null","31","34","null","null","72","61","null","null","71","59","null","null","254","128","null","null","323","null","117","null","171","100","null","null","124","77","null","null","242","93","null","null","147","116","null","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","1720","null","117","null","18","20","null","null","15","19","null","null","10","17","null","null","14","null","17","null","76","55","null","null","32","null","51","null","59","59","null","null","11","17","null","null","19","20","null","null","28","34","null","null","166","74","null","null","263","null","98","null","325","95","null","null","234","88","null","null","227","82","null","null","223","82","null","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","1011","null","153","null","10","15","null","null","67","68","null","null","39","32","null","null","37","null","30","null","61","64","null","null","11","null","17","null","86","63","null","null","21","24","null","null","35","43","null","null","98","50","null","null","100","70","null","null","134","null","66","null","109","49","null","null","62","47","null","null","95","69","null","null","46","33","null","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","638","null","73","null","24","28","null","null","7","12","null","null","0","12","null","null","11","null","12","null","0","12","null","null","21","null","28","null","0","12","null","null","17","22","null","null","12","14","null","null","17","15","null","null","81","45","null","null","74","null","30","null","76","38","null","null","129","46","null","null","62","36","null","null","107","46","null","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","304","null","63","null","0","12","null","null","0","12","null","null","22","28","null","null","4","null","7","null","12","13","null","null","25","null","27","null","0","12","null","null","21","18","null","null","66","40","null","null","73","36","null","null","26","19","null","null","30","null","20","null","22","19","null","null","0","12","null","null","3","6","null","null","0","12","null","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","532","null","123","null","110","60","null","null","30","34","null","null","69","47","null","null","75","null","61","null","26","21","null","null","0","null","17","null","26","26","null","null","39","42","null","null","29","35","null","null","3","7","null","null","38","35","null","null","51","null","54","null","22","19","null","null","11","17","null","null","3","7","null","null","0","17","null","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","320","null","60","null","55","43","null","null","25","24","null","null","24","28","null","null","15","null","13","null","15","16","null","null","24","null","19","null","20","16","null","null","28","19","null","null","4","6","null","null","24","17","null","null","23","21","null","null","45","null","23","null","8","10","null","null","3","5","null","null","3","6","null","null","4","8","null","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","122","null","49","null","42","33","null","null","0","12","null","null","5","7","null","null","5","null","7","null","13","22","null","null","8","null","10","null","7","9","null","null","5","8","null","null","6","9","null","null","14","21","null","null","6","8","null","null","0","null","12","null","0","12","null","null","6","8","null","null","5","8","null","null","0","12","null","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","340","null","87","null","9","14","null","null","41","30","null","null","54","43","null","null","0","null","17","null","9","15","null","null","0","null","17","null","0","17","null","null","19","22","null","null","0","17","null","null","21","23","null","null","54","46","null","null","70","null","55","null","54","44","null","null","9","14","null","null","0","17","null","null","0","17","null","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","2747","null","238","null","114","61","null","null","139","74","null","null","377","122","null","null","287","null","146","null","200","128","null","null","217","null","113","null","278","90","null","null","102","69","null","null","211","82","null","null","106","61","null","null","190","92","null","null","223","null","100","null","170","84","null","null","21","31","null","null","79","59","null","null","33","37","null","null",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","2124","null","160","null","43","47","null","null","86","77","null","null","189","103","null","null","87","null","54","null","133","85","null","null","155","null","83","null","182","99","null","null","163","64","null","null","81","51","null","null","355","108","null","null","221","96","null","null","256","null","105","null","106","59","null","null","14","22","null","null","17","27","null","null","36","35","null","null",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","3507","null","214","null","168","82","null","null","215","123","null","null","294","114","null","null","319","null","123","null","193","112","null","null","310","null","147","null","164","86","null","null","149","76","null","null","89","68","null","null","465","135","null","null","387","137","null","null","317","null","109","null","185","103","null","null","114","84","null","null","109","90","null","null","29","33","null","null",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","2187","null","188","null","151","103","null","null","192","81","null","null","119","84","null","null","158","null","83","null","130","88","null","null","165","null","85","null","119","57","null","null","165","84","null","null","44","42","null","null","250","92","null","null","125","73","null","null","297","null","129","null","144","85","null","null","67","48","null","null","41","43","null","null","20","30","null","null",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","1611","null","147","null","27","37","null","null","31","36","null","null","87","84","null","null","126","null","110","null","115","81","null","null","29","null","25","null","61","56","null","null","15","23","null","null","47","48","null","null","88","70","null","null","109","70","null","null","193","null","93","null","203","105","null","null","170","88","null","null","171","113","null","null","139","72","null","null",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","1005","null","78","null","11","19","null","null","0","12","null","null","0","12","null","null","9","null","15","null","0","12","null","null","8","null","12","null","26","29","null","null","15","22","null","null","29","28","null","null","54","36","null","null","83","50","null","null","207","null","86","null","147","68","null","null","104","39","null","null","190","83","null","null","122","48","null","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","1012","null","105","null","56","44","null","null","44","39","null","null","87","59","null","null","41","null","32","null","56","40","null","null","0","null","12","null","63","57","null","null","47","36","null","null","101","67","null","null","93","61","null","null","99","59","null","null","154","null","71","null","53","39","null","null","43","40","null","null","21","29","null","null","54","44","null","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","1559","null","116","null","11","17","null","null","12","22","null","null","30","33","null","null","79","null","63","null","21","25","null","null","67","null","44","null","35","34","null","null","28","37","null","null","188","106","null","null","119","84","null","null","47","44","null","null","284","null","125","null","281","118","null","null","231","123","null","null","68","56","null","null","58","48","null","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","410","null","50","null","14","22","null","null","5","7","null","null","0","12","null","null","5","null","9","null","0","12","null","null","0","null","12","null","35","31","null","null","11","12","null","null","6","8","null","null","45","30","null","null","16","15","null","null","63","null","44","null","87","35","null","null","21","16","null","null","31","22","null","null","71","31","null","null",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","1249","null","74","null","40","60","null","null","8","12","null","null","7","11","null","null","0","null","12","null","15","22","null","null","20","null","21","null","3","7","null","null","94","72","null","null","38","26","null","null","117","59","null","null","126","57","null","null","279","null","89","null","186","91","null","null","84","40","null","null","183","71","null","null","49","33","null","null",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","1303","null","142","null","29","27","null","null","16","18","null","null","34","32","null","null","74","null","40","null","76","62","null","null","100","null","52","null","31","30","null","null","78","47","null","null","67","40","null","null","68","39","null","null","138","68","null","null","260","null","94","null","157","68","null","null","73","36","null","null","84","44","null","null","18","18","null","null",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","1438","null","162","null","107","56","null","null","101","55","null","null","132","76","null","null","96","null","44","null","133","64","null","null","89","null","42","null","145","63","null","null","154","73","null","null","89","49","null","null","75","49","null","null","77","41","null","null","66","null","43","null","88","41","null","null","30","24","null","null","39","34","null","null","17","19","null","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","908","null","91","null","22","26","null","null","0","12","null","null","16","17","null","null","43","null","39","null","49","54","null","null","29","null","25","null","55","55","null","null","37","30","null","null","58","32","null","null","65","38","null","null","78","35","null","null","169","null","63","null","127","63","null","null","82","62","null","null","46","33","null","null","32","27","null","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","1021","null","146","null","98","52","null","null","148","70","null","null","110","66","null","null","73","null","46","null","94","71","null","null","89","null","46","null","41","33","null","null","96","64","null","null","45","51","null","null","77","52","null","null","53","42","null","null","42","null","34","null","17","27","null","null","0","12","null","null","13","20","null","null","25","19","null","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","600","null","82","null","25","22","null","null","5","7","null","null","18","14","null","null","14","null","15","null","26","32","null","null","6","null","10","null","41","31","null","null","29","23","null","null","13","14","null","null","55","35","null","null","66","35","null","null","138","null","55","null","75","36","null","null","23","22","null","null","66","31","null","null","0","12","null","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","1863","null","200","null","141","75","null","null","171","97","null","null","202","104","null","null","135","null","60","null","228","120","null","null","181","null","70","null","139","68","null","null","99","54","null","null","180","105","null","null","123","64","null","null","70","56","null","null","110","null","65","null","68","49","null","null","16","26","null","null","0","12","null","null","0","12","null","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","2705","null","205","null","187","86","null","null","210","95","null","null","189","84","null","null","140","null","77","null","255","137","null","null","240","null","95","null","181","84","null","null","199","111","null","null","229","101","null","null","245","127","null","null","313","123","null","null","138","null","85","null","57","51","null","null","90","89","null","null","17","27","null","null","15","22","null","null",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","1988","null","158","null","182","105","null","null","100","85","null","null","215","97","null","null","278","null","139","null","217","89","null","null","134","null","82","null","169","67","null","null","111","59","null","null","0","12","null","null","112","64","null","null","173","84","null","null","154","null","93","null","55","38","null","null","60","76","null","null","14","22","null","null","14","23","null","null",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","1730","null","209","null","86","67","null","null","32","38","null","null","56","61","null","null","36","null","32","null","35","34","null","null","101","null","78","null","168","141","null","null","138","122","null","null","84","76","null","null","142","81","null","null","136","91","null","null","258","null","102","null","342","173","null","null","60","63","null","null","44","54","null","null","12","19","null","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","1090","null","101","null","0","17","null","null","32","23","null","null","17","18","null","null","30","null","35","null","43","41","null","null","86","null","60","null","89","58","null","null","49","29","null","null","130","76","null","null","124","64","null","null","146","78","null","null","144","null","69","null","93","54","null","null","75","67","null","null","32","25","null","null","0","17","null","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","1041","null","110","null","28","21","null","null","40","29","null","null","110","48","null","null","70","null","54","null","72","50","null","null","22","null","21","null","82","46","null","null","66","49","null","null","18","20","null","null","115","56","null","null","94","41","null","null","167","null","57","null","66","38","null","null","31","26","null","null","38","28","null","null","22","22","null","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","1384","null","189","null","52","65","null","null","52","41","null","null","119","79","null","null","28","null","32","null","122","121","null","null","80","null","99","null","107","71","null","null","84","84","null","null","125","52","null","null","101","66","null","null","87","72","null","null","221","null","138","null","95","69","null","null","81","78","null","null","16","26","null","null","14","22","null","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","604","null","77","null","26","24","null","null","26","34","null","null","10","15","null","null","0","null","12","null","43","33","null","null","9","null","14","null","0","12","null","null","0","12","null","null","29","25","null","null","58","42","null","null","104","37","null","null","107","null","41","null","70","57","null","null","85","44","null","null","37","42","null","null","0","12","null","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","603","null","104","null","16","18","null","null","80","63","null","null","86","69","null","null","34","null","31","null","46","35","null","null","11","null","17","null","9","14","null","null","38","32","null","null","28","36","null","null","79","54","null","null","50","49","null","null","89","null","44","null","7","12","null","null","23","25","null","null","7","12","null","null","0","12","null","null",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","1069","null","130","null","79","78","null","null","36","30","null","null","13","20","null","null","27","null","23","null","109","87","null","null","0","null","12","null","79","64","null","null","122","78","null","null","19","22","null","null","91","58","null","null","127","62","null","null","252","null","99","null","52","41","null","null","43","35","null","null","20","24","null","null","0","12","null","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","461","null","67","null","17","17","null","null","40","31","null","null","0","12","null","null","31","null","28","null","33","29","null","null","41","null","28","null","23","18","null","null","33","21","null","null","17","16","null","null","65","36","null","null","22","18","null","null","65","null","31","null","47","32","null","null","16","14","null","null","11","13","null","null","0","12","null","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","887","null","103","null","101","74","null","null","27","30","null","null","74","51","null","null","53","null","35","null","34","32","null","null","30","null","27","null","71","68","null","null","51","46","null","null","73","53","null","null","61","34","null","null","93","52","null","null","110","null","56","null","42","34","null","null","43","33","null","null","15","17","null","null","9","13","null","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","964","null","180","null","81","107","null","null","30","38","null","null","13","23","null","null","27","null","31","null","30","35","null","null","83","null","72","null","33","37","null","null","30","37","null","null","63","52","null","null","160","126","null","null","122","87","null","null","110","null","76","null","90","68","null","null","43","45","null","null","21","29","null","null","28","30","null","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","317","null","69","null","0","12","null","null","10","15","null","null","8","13","null","null","56","null","46","null","26","30","null","null","14","null","16","null","13","21","null","null","21","18","null","null","29","41","null","null","44","28","null","null","17","21","null","null","50","null","28","null","29","21","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","322","null","94","null","8","14","null","null","0","17","null","null","10","15","null","null","13","null","21","null","57","61","null","null","35","null","54","null","15","23","null","null","23","24","null","null","13","22","null","null","23","35","null","null","53","48","null","null","40","null","36","null","32","28","null","null","0","17","null","null","0","17","null","null","0","17","null","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","284","null","76","null","10","16","null","null","32","24","null","null","0","17","null","null","38","null","43","null","0","17","null","null","9","null","15","null","0","17","null","null","51","42","null","null","27","30","null","null","16","25","null","null","38","37","null","null","10","null","17","null","28","30","null","null","0","17","null","null","13","21","null","null","12","18","null","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","261","null","76","null","8","12","null","null","10","14","null","null","40","28","null","null","17","null","20","null","6","11","null","null","0","null","17","null","27","41","null","null","0","17","null","null","10","15","null","null","30","25","null","null","34","33","null","null","32","null","22","null","15","20","null","null","32","48","null","null","0","17","null","null","0","17","null","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","581","null","112","null","8","14","null","null","11","18","null","null","0","17","null","null","0","null","17","null","44","44","null","null","9","null","15","null","10","15","null","null","0","17","null","null","0","17","null","null","68","55","null","null","54","38","null","null","175","null","78","null","106","59","null","null","30","27","null","null","59","55","null","null","7","10","null","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","190","null","46","null","5","7","null","null","0","12","null","null","0","12","null","null","0","null","12","null","12","12","null","null","4","null","6","null","6","10","null","null","4","6","null","null","0","12","null","null","26","15","null","null","15","16","null","null","48","null","30","null","21","21","null","null","29","19","null","null","20","19","null","null","0","12","null","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","415","null","103","null","0","12","null","null","0","12","null","null","21","32","null","null","0","null","12","null","37","38","null","null","23","null","20","null","31","40","null","null","4","8","null","null","70","48","null","null","47","46","null","null","69","55","null","null","37","null","43","null","51","39","null","null","25","26","null","null","0","12","null","null","0","12","null","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","326","null","82","null","0","17","null","null","10","16","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","null","17","null","9","14","null","null","28","27","null","null","9","14","null","null","99","62","null","null","24","23","null","null","72","null","45","null","47","35","null","null","9","16","null","null","10","15","null","null","9","13","null","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","434","null","83","null","0","12","null","null","5","8","null","null","0","12","null","null","24","null","30","null","8","13","null","null","0","null","12","null","19","17","null","null","24","22","null","null","0","12","null","null","42","40","null","null","96","46","null","null","26","null","26","null","55","42","null","null","30","24","null","null","105","62","null","null","0","12","null","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","775","null","112","null","0","12","null","null","32","33","null","null","0","12","null","null","18","null","24","null","7","11","null","null","0","null","12","null","0","12","null","null","23","38","null","null","102","69","null","null","94","82","null","null","101","60","null","null","80","null","53","null","158","83","null","null","101","65","null","null","52","53","null","null","7","12","null","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","231","null","66","null","17","24","null","null","0","12","null","null","5","8","null","null","3","null","6","null","6","10","null","null","3","null","6","null","20","26","null","null","0","12","null","null","9","15","null","null","32","28","null","null","25","28","null","null","30","null","25","null","45","38","null","null","7","11","null","null","24","27","null","null","5","9","null","null",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","735","null","109","null","47","62","null","null","9","13","null","null","28","27","null","null","39","null","45","null","23","22","null","null","45","null","31","null","87","65","null","null","65","46","null","null","29","38","null","null","58","44","null","null","45","35","null","null","105","null","70","null","43","37","null","null","58","41","null","null","37","39","null","null","17","19","null","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","881","null","124","null","34","32","null","null","0","17","null","null","6","9","null","null","41","null","48","null","5","9","null","null","15","null","17","null","26","32","null","null","82","66","null","null","60","43","null","null","35","26","null","null","164","72","null","null","136","null","63","null","119","67","null","null","57","38","null","null","69","42","null","null","32","27","null","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","560","null","98","null","47","44","null","null","8","13","null","null","9","15","null","null","54","null","39","null","18","22","null","null","17","null","33","null","0","12","null","null","8","13","null","null","66","52","null","null","9","15","null","null","62","62","null","null","97","null","59","null","94","59","null","null","23","27","null","null","48","44","null","null","0","12","null","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","377","null","59","null","13","12","null","null","0","12","null","null","6","9","null","null","0","null","12","null","27","17","null","null","17","null","16","null","6","9","null","null","10","10","null","null","36","31","null","null","38","32","null","null","35","23","null","null","131","null","50","null","25","17","null","null","23","23","null","null","6","9","null","null","4","6","null","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","876","null","142","null","39","40","null","null","8","13","null","null","53","51","null","null","30","null","21","null","33","42","null","null","108","null","74","null","16","17","null","null","112","87","null","null","18","19","null","null","46","33","null","null","55","37","null","null","186","null","64","null","121","61","null","null","25","25","null","null","16","18","null","null","10","16","null","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","474","null","107","null","0","12","null","null","5","9","null","null","24","38","null","null","32","null","38","null","52","37","null","null","9","null","14","null","25","24","null","null","16","18","null","null","7","11","null","null","81","53","null","null","43","44","null","null","90","null","48","null","36","30","null","null","24","23","null","null","30","26","null","null","0","12","null","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","304","null","88","null","8","15","null","null","18","20","null","null","21","33","null","null","8","null","12","null","35","40","null","null","0","null","12","null","16","18","null","null","0","12","null","null","0","12","null","null","19","20","null","null","77","54","null","null","81","null","53","null","8","14","null","null","13","17","null","null","0","12","null","null","0","12","null","null",
"1400000US04013082203","Census Tract 822.03, Maricopa County, Arizona","701","null","167","null","0","19","null","null","39","59","null","null","9","16","null","null","0","null","19","null","0","19","null","null","13","null","22","null","0","19","null","null","0","19","null","null","57","51","null","null","52","62","null","null","121","105","null","null","224","null","128","null","109","84","null","null","20","28","null","null","57","55","null","null","0","19","null","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","286","null","103","null","0","17","null","null","8","13","null","null","0","17","null","null","0","null","17","null","26","41","null","null","11","null","16","null","0","17","null","null","18","27","null","null","8","12","null","null","28","31","null","null","63","42","null","null","70","null","55","null","29","31","null","null","0","17","null","null","25","47","null","null","0","17","null","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","400","null","110","null","12","18","null","null","9","14","null","null","10","16","null","null","14","null","24","null","0","17","null","null","22","null","24","null","33","31","null","null","34","31","null","null","20","22","null","null","44","46","null","null","72","52","null","null","22","null","24","null","45","34","null","null","53","57","null","null","10","16","null","null","0","17","null","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","183","null","44","null","2","5","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","10","12","null","null","52","27","null","null","20","18","null","null","62","null","38","null","16","15","null","null","15","16","null","null","0","12","null","null","6","9","null","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","237","null","61","null","13","14","null","null","9","10","null","null","0","12","null","null","4","null","7","null","4","6","null","null","0","null","12","null","30","29","null","null","27","28","null","null","38","23","null","null","25","17","null","null","36","19","null","null","27","null","19","null","5","7","null","null","5","7","null","null","0","12","null","null","14","21","null","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","158","null","50","null","21","23","null","null","0","12","null","null","13","14","null","null","8","null","13","null","0","12","null","null","3","null","6","null","7","11","null","null","11","12","null","null","0","12","null","null","4","6","null","null","35","30","null","null","23","null","18","null","3","5","null","null","14","15","null","null","5","7","null","null","11","17","null","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","99","null","49","null","4","7","null","null","4","7","null","null","0","12","null","null","0","null","12","null","0","12","null","null","14","null","22","null","0","12","null","null","12","22","null","null","0","12","null","null","0","12","null","null","20","25","null","null","39","null","21","null","0","12","null","null","0","12","null","null","0","12","null","null","6","8","null","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","388","null","101","null","43","43","null","null","0","17","null","null","0","17","null","null","23","null","25","null","8","14","null","null","0","null","17","null","19","23","null","null","9","15","null","null","37","44","null","null","21","23","null","null","74","52","null","null","63","null","47","null","73","41","null","null","9","16","null","null","9","15","null","null","0","17","null","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","568","null","95","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","27","31","null","null","0","null","17","null","9","13","null","null","9","15","null","null","0","17","null","null","119","63","null","null","109","62","null","null","121","null","67","null","28","28","null","null","26","26","null","null","90","71","null","null","30","31","null","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","213","null","77","null","7","10","null","null","38","44","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","null","17","null","32","37","null","null","17","27","null","null","35","32","null","null","7","11","null","null","24","25","null","null","7","null","12","null","18","20","null","null","0","17","null","null","28","44","null","null","0","17","null","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","945","null","90","null","58","47","null","null","50","36","null","null","55","47","null","null","43","null","34","null","30","24","null","null","50","null","35","null","54","38","null","null","45","42","null","null","22","26","null","null","152","72","null","null","80","45","null","null","186","null","97","null","76","63","null","null","7","11","null","null","37","30","null","null","0","12","null","null",
