"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005M","B19001H_005MA","B19001H_005EA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","635","null","118","null","77","null","67","null","36","27","null","null","18","18","null","null","71","49","null","null","30","21","null","null","30","null","26","null","35","null","35","null","44","33","null","null","46","36","null","null","17","16","null","null","72","null","52","null","71","null","39","null","53","42","null","null","0","101","null","null","35","32","null","null","0","101","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","1770","null","328","null","33","null","55","null","69","75","null","null","77","75","null","null","52","49","null","null","86","75","null","null","48","null","57","null","179","null","130","null","40","46","null","null","57","56","null","null","91","49","null","null","168","null","118","null","545","null","229","null","175","83","null","null","72","47","null","null","30","35","null","null","48","77","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","2334","null","276","null","37","null","33","null","175","130","null","null","153","109","null","null","50","48","null","null","79","82","null","null","96","null","70","null","65","null","52","null","236","147","null","null","100","106","null","null","261","161","null","null","194","null","113","null","371","null","138","null","190","101","null","null","126","87","null","null","116","62","null","null","85","64","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","1479","null","211","null","128","null","84","null","137","56","null","null","56","30","null","null","71","45","null","null","40","25","null","null","85","null","49","null","40","null","38","null","122","70","null","null","27","22","null","null","243","119","null","null","131","null","70","null","198","null","97","null","78","58","null","null","76","45","null","null","33","31","null","null","14","16","null","null",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","3","null","4","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","3","null","4","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","105","null","74","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","40","null","38","null","17","27","null","null","32","51","null","null","16","26","null","null","0","101","null","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","39","null","31","null","0","null","101","null","0","101","null","null","0","101","null","null","15","24","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","4","null","6","null","14","null","17","null","0","101","null","null","0","101","null","null","0","101","null","null","6","9","null","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","6","null","6","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","3","4","null","null","0","101","null","null","0","101","null","null","0","null","101","null","3","null","4","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","55","null","40","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","24","38","null","null","14","null","23","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","17","28","null","null",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","1105","null","252","null","157","null","111","null","12","19","null","null","24","37","null","null","127","106","null","null","99","75","null","null","62","null","53","null","10","null","16","null","103","104","null","null","120","88","null","null","82","63","null","null","53","null","51","null","101","null","86","null","127","108","null","null","19","29","null","null","0","101","null","null","9","15","null","null",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","763","null","150","null","37","null","57","null","25","26","null","null","72","65","null","null","68","53","null","null","71","52","null","null","92","null","69","null","93","null","62","null","19","30","null","null","12","19","null","null","90","50","null","null","108","null","84","null","49","null","54","null","20","21","null","null","0","101","null","null","0","101","null","null","7","13","null","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","2099","null","218","null","202","null","125","null","152","97","null","null","69","51","null","null","168","86","null","null","131","79","null","null","141","null","90","null","83","null","76","null","136","88","null","null","116","74","null","null","351","144","null","null","187","null","119","null","184","null","97","null","74","55","null","null","91","66","null","null","0","101","null","null","14","24","null","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","1145","null","178","null","75","null","57","null","18","29","null","null","27","30","null","null","29","33","null","null","74","48","null","null","52","null","49","null","140","null","90","null","104","91","null","null","152","89","null","null","154","95","null","null","182","null","104","null","53","null","52","null","73","58","null","null","12","21","null","null","0","101","null","null","0","101","null","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","1920","null","209","null","135","null","78","null","97","72","null","null","138","82","null","null","149","86","null","null","119","72","null","null","86","null","54","null","170","null","90","null","89","57","null","null","37","41","null","null","180","85","null","null","158","null","81","null","193","null","79","null","149","99","null","null","106","70","null","null","76","80","null","null","38","38","null","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","1978","null","194","null","116","null","70","null","174","74","null","null","180","82","null","null","154","108","null","null","169","110","null","null","111","null","68","null","107","null","66","null","84","55","null","null","97","86","null","null","230","114","null","null","167","null","85","null","85","null","54","null","121","79","null","null","49","47","null","null","66","60","null","null","68","55","null","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","497","null","115","null","38","null","28","null","12","14","null","null","12","18","null","null","56","48","null","null","58","65","null","null","36","null","30","null","25","null","23","null","65","44","null","null","21","25","null","null","26","24","null","null","82","null","66","null","22","null","22","null","0","101","null","null","0","101","null","null","44","66","null","null","0","101","null","null",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","529","null","112","null","48","null","49","null","31","26","null","null","81","48","null","null","84","58","null","null","39","35","null","null","39","null","35","null","21","null","19","null","37","34","null","null","17","25","null","null","30","33","null","null","46","null","36","null","15","null","17","null","22","34","null","null","0","101","null","null","0","101","null","null","19","30","null","null",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","566","null","116","null","67","null","49","null","25","25","null","null","31","33","null","null","128","40","null","null","93","66","null","null","10","null","15","null","52","null","44","null","16","19","null","null","13","15","null","null","29","33","null","null","38","null","46","null","58","null","63","null","0","101","null","null","0","101","null","null","0","101","null","null","6","10","null","null",
