"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005M","B19001H_005MA","B19001H_005EA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","891","null","157","null","74","null","77","null","94","87","null","null","13","21","null","null","6","12","null","null","0","101","null","null","0","null","101","null","37","null","40","null","114","70","null","null","77","68","null","null","20","27","null","null","56","null","43","null","158","null","84","null","150","72","null","null","59","37","null","null","17","25","null","null","16","28","null","null",
"1400000US04013061012","Census Tract 610.12, Maricopa County, Arizona","2107","null","218","null","136","null","129","null","79","61","null","null","78","103","null","null","96","94","null","null","57","85","null","null","0","null","101","null","64","null","84","null","148","106","null","null","24","30","null","null","284","115","null","null","203","null","134","null","257","null","126","null","210","111","null","null","274","138","null","null","33","39","null","null","164","101","null","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","990","null","188","null","10","null","19","null","0","101","null","null","0","101","null","null","57","65","null","null","64","84","null","null","79","null","109","null","6","null","14","null","35","55","null","null","52","62","null","null","67","57","null","null","99","null","75","null","185","null","108","null","169","118","null","null","97","80","null","null","24","28","null","null","46","51","null","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","1217","null","332","null","0","null","101","null","39","54","null","null","0","101","null","null","222","315","null","null","0","101","null","null","0","null","101","null","198","null","299","null","0","101","null","null","34","43","null","null","239","290","null","null","184","null","186","null","88","null","72","null","100","119","null","null","37","73","null","null","20","34","null","null","56","63","null","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","1009","null","160","null","12","null","21","null","30","47","null","null","0","101","null","null","25","28","null","null","0","101","null","null","12","null","19","null","44","null","41","null","16","18","null","null","0","101","null","null","95","92","null","null","169","null","109","null","210","null","87","null","82","62","null","null","202","103","null","null","76","69","null","null","36","34","null","null",
"1400000US04013061016","Census Tract 610.16, Maricopa County, Arizona","645","null","209","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","103","null","118","null","0","101","null","null","0","101","null","null","23","40","null","null","70","null","67","null","50","null","48","null","193","121","null","null","75","88","null","null","16","26","null","null","115","116","null","null",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","2145","null","244","null","123","null","100","null","48","44","null","null","0","101","null","null","29","34","null","null","126","96","null","null","95","null","61","null","111","null","77","null","40","38","null","null","81","48","null","null","207","96","null","null","264","null","98","null","443","null","134","null","208","109","null","null","71","51","null","null","142","81","null","null","157","81","null","null",
"1400000US04013061019","Census Tract 610.19, Maricopa County, Arizona","645","null","133","null","0","null","101","null","0","101","null","null","60","72","null","null","26","31","null","null","13","21","null","null","0","null","101","null","73","null","75","null","55","69","null","null","0","101","null","null","64","64","null","null","99","null","71","null","153","null","98","null","62","52","null","null","0","101","null","null","40","66","null","null","0","101","null","null",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","844","null","196","null","0","null","101","null","0","101","null","null","58","92","null","null","0","101","null","null","28","44","null","null","0","null","101","null","25","null","42","null","0","101","null","null","0","101","null","null","45","51","null","null","27","null","43","null","256","null","150","null","129","103","null","null","75","68","null","null","127","87","null","null","74","73","null","null",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","303","null","90","null","0","null","101","null","31","36","null","null","21","34","null","null","18","27","null","null","9","15","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","30","47","null","null","29","null","35","null","59","null","53","null","0","101","null","null","57","56","null","null","49","39","null","null","0","101","null","null",
"1400000US04013061022","Census Tract 610.22, Maricopa County, Arizona","1630","null","235","null","46","null","63","null","0","101","null","null","11","18","null","null","13","21","null","null","35","56","null","null","17","null","26","null","58","null","58","null","127","94","null","null","122","138","null","null","259","115","null","null","140","null","95","null","280","null","133","null","315","127","null","null","156","101","null","null","51","39","null","null","0","101","null","null",
"1400000US04013061023","Census Tract 610.23, Maricopa County, Arizona","1527","null","203","null","0","null","101","null","0","101","null","null","12","20","null","null","84","76","null","null","9","19","null","null","31","null","38","null","26","null","32","null","47","41","null","null","42","37","null","null","198","92","null","null","228","null","122","null","252","null","112","null","152","83","null","null","223","128","null","null","151","103","null","null","72","77","null","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","401","null","109","null","52","null","55","null","0","101","null","null","32","42","null","null","11","19","null","null","0","101","null","null","0","null","101","null","0","null","101","null","36","58","null","null","0","101","null","null","79","34","null","null","116","null","90","null","7","null","14","null","45","69","null","null","18","30","null","null","5","11","null","null","0","101","null","null",
"1400000US04013061025","Census Tract 610.25, Maricopa County, Arizona","1204","null","177","null","46","null","60","null","15","26","null","null","24","30","null","null","90","71","null","null","22","26","null","null","44","null","37","null","26","null","27","null","29","36","null","null","21","22","null","null","183","116","null","null","167","null","86","null","195","null","79","null","182","90","null","null","71","53","null","null","60","48","null","null","29","34","null","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","1273","null","105","null","7","null","12","null","38","60","null","null","20","23","null","null","50","42","null","null","37","43","null","null","69","null","78","null","78","null","68","null","28","27","null","null","84","79","null","null","160","72","null","null","186","null","97","null","272","null","110","null","144","79","null","null","13","21","null","null","80","69","null","null","7","13","null","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","1354","null","202","null","43","null","47","null","14","16","null","null","11","18","null","null","0","101","null","null","59","62","null","null","108","null","62","null","0","null","101","null","32","26","null","null","83","58","null","null","271","141","null","null","170","null","78","null","151","null","76","null","265","113","null","null","109","101","null","null","38","41","null","null","0","101","null","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","597","null","119","null","0","null","101","null","0","101","null","null","0","101","null","null","51","76","null","null","68","63","null","null","64","null","53","null","50","null","63","null","25","31","null","null","26","27","null","null","36","34","null","null","59","null","54","null","105","null","82","null","80","74","null","null","21","30","null","null","0","101","null","null","12","21","null","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","1233","null","198","null","12","null","19","null","0","101","null","null","49","59","null","null","38","38","null","null","74","76","null","null","35","null","35","null","161","null","123","null","36","34","null","null","29","28","null","null","96","79","null","null","303","null","151","null","231","null","118","null","65","48","null","null","54","70","null","null","37","34","null","null","13","21","null","null",
"1400000US04013061030","Census Tract 610.30, Maricopa County, Arizona","1561","null","137","null","12","null","21","null","20","32","null","null","27","26","null","null","35","39","null","null","38","48","null","null","46","null","47","null","34","null","34","null","63","52","null","null","37","38","null","null","195","107","null","null","275","null","145","null","420","null","162","null","136","83","null","null","108","83","null","null","94","78","null","null","21","25","null","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","600","null","119","null","0","null","101","null","41","63","null","null","21","24","null","null","0","101","null","null","0","101","null","null","0","null","101","null","16","null","26","null","7","12","null","null","66","72","null","null","42","49","null","null","123","null","73","null","232","null","122","null","43","39","null","null","0","101","null","null","9","18","null","null","0","101","null","null",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","1183","null","140","null","0","null","101","null","98","131","null","null","68","47","null","null","5","10","null","null","0","101","null","null","18","null","24","null","29","null","44","null","116","88","null","null","32","32","null","null","49","41","null","null","197","null","92","null","209","null","124","null","326","166","null","null","21","32","null","null","8","14","null","null","7","15","null","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","1639","null","167","null","0","null","101","null","27","32","null","null","13","22","null","null","10","16","null","null","75","76","null","null","80","null","59","null","105","null","92","null","60","78","null","null","157","85","null","null","249","140","null","null","180","null","85","null","377","null","150","null","120","93","null","null","100","83","null","null","33","33","null","null","53","55","null","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","1477","null","168","null","177","null","115","null","54","71","null","null","57","88","null","null","38","42","null","null","0","101","null","null","0","null","101","null","85","null","67","null","49","57","null","null","67","61","null","null","83","57","null","null","119","null","73","null","301","null","141","null","206","107","null","null","74","62","null","null","158","81","null","null","9","15","null","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","1304","null","145","null","0","null","101","null","16","27","null","null","32","36","null","null","8","13","null","null","42","40","null","null","55","null","49","null","22","null","29","null","12","20","null","null","26","33","null","null","145","107","null","null","148","null","97","null","294","null","105","null","287","119","null","null","141","104","null","null","34","34","null","null","42","36","null","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","570","null","95","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","35","52","null","null","0","null","101","null","22","null","36","null","0","101","null","null","73","67","null","null","0","101","null","null","38","null","31","null","266","null","98","null","76","60","null","null","18","25","null","null","33","47","null","null","9","14","null","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","916","null","114","null","11","null","17","null","0","101","null","null","33","40","null","null","0","101","null","null","0","101","null","null","61","null","73","null","31","null","39","null","24","28","null","null","53","54","null","null","18","22","null","null","119","null","63","null","293","null","116","null","118","57","null","null","108","80","null","null","38","35","null","null","9","15","null","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","783","null","121","null","16","null","22","null","0","101","null","null","0","101","null","null","0","101","null","null","27","35","null","null","0","null","101","null","13","null","21","null","67","63","null","null","63","66","null","null","116","66","null","null","112","null","66","null","160","null","113","null","84","57","null","null","73","45","null","null","38","47","null","null","14","22","null","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","818","null","140","null","0","null","101","null","6","11","null","null","0","101","null","null","0","101","null","null","0","101","null","null","7","null","12","null","16","null","23","null","21","34","null","null","41","66","null","null","109","86","null","null","46","null","36","null","170","null","129","null","196","111","null","null","76","62","null","null","87","62","null","null","43","45","null","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","724","null","146","null","57","null","76","null","0","101","null","null","0","101","null","null","55","53","null","null","95","70","null","null","15","null","26","null","110","null","81","null","12","21","null","null","66","58","null","null","11","16","null","null","80","null","53","null","89","null","65","null","116","87","null","null","18","29","null","null","0","101","null","null","0","101","null","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","461","null","180","null","0","null","101","null","38","36","null","null","33","54","null","null","0","101","null","null","0","101","null","null","0","null","101","null","54","null","60","null","13","22","null","null","0","101","null","null","152","106","null","null","97","null","90","null","41","null","36","null","33","33","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","641","null","144","null","22","null","30","null","26","42","null","null","27","34","null","null","32","40","null","null","0","101","null","null","57","null","74","null","57","null","74","null","92","65","null","null","85","67","null","null","19","26","null","null","91","null","79","null","54","null","53","null","79","56","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","311","null","72","null","0","null","101","null","3","6","null","null","0","101","null","null","7","14","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","34","29","null","null","64","59","null","null","41","null","41","null","99","null","65","null","46","48","null","null","10","20","null","null","0","101","null","null","7","18","null","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","1149","null","210","null","0","null","101","null","32","49","null","null","18","29","null","null","0","101","null","null","0","101","null","null","59","null","65","null","27","null","43","null","0","101","null","null","0","101","null","null","183","97","null","null","311","null","175","null","276","null","128","null","98","63","null","null","41","45","null","null","60","62","null","null","44","56","null","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","1411","null","162","null","26","null","31","null","0","101","null","null","21","27","null","null","57","71","null","null","64","80","null","null","196","null","218","null","56","null","74","null","0","101","null","null","68","86","null","null","80","66","null","null","118","null","87","null","206","null","99","null","198","95","null","null","100","71","null","null","109","64","null","null","112","91","null","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","935","null","204","null","0","null","101","null","11","18","null","null","15","23","null","null","34","35","null","null","12","20","null","null","29","null","46","null","43","null","69","null","30","34","null","null","0","101","null","null","126","102","null","null","98","null","88","null","192","null","125","null","193","124","null","null","80","81","null","null","12","22","null","null","60","64","null","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","615","null","110","null","17","null","31","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","15","null","25","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","76","null","76","null","111","null","91","null","222","108","null","null","89","65","null","null","57","67","null","null","28","39","null","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","457","null","86","null","4","null","6","null","7","13","null","null","13","15","null","null","67","65","null","null","38","32","null","null","15","null","17","null","48","null","52","null","71","64","null","null","8","13","null","null","38","43","null","null","58","null","59","null","86","null","45","null","4","8","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","515","null","154","null","12","null","19","null","0","101","null","null","77","73","null","null","83","66","null","null","84","59","null","null","50","null","40","null","54","null","55","null","0","101","null","null","10","17","null","null","27","30","null","null","61","null","64","null","8","null","13","null","49","66","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","318","null","88","null","0","null","101","null","0","101","null","null","17","20","null","null","23","27","null","null","5","8","null","null","83","null","58","null","17","null","18","null","50","51","null","null","16","19","null","null","44","36","null","null","12","null","19","null","26","null","25","null","25","22","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","67","null","40","null","10","null","16","null","18","24","null","null","0","101","null","null","10","17","null","null","0","101","null","null","0","null","101","null","10","null","15","null","0","101","null","null","5","8","null","null","14","21","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","408","null","102","null","98","null","53","null","50","42","null","null","45","43","null","null","7","11","null","null","24","34","null","null","4","null","8","null","19","null","23","null","14","24","null","null","50","48","null","null","15","24","null","null","9","null","15","null","73","null","75","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","2877","null","207","null","109","null","64","null","157","85","null","null","236","81","null","null","206","107","null","null","282","112","null","null","429","null","134","null","130","null","66","null","162","66","null","null","194","110","null","null","269","69","null","null","270","null","100","null","206","null","80","null","126","86","null","null","30","33","null","null","48","43","null","null","23","14","null","null",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","2262","null","171","null","190","null","98","null","154","81","null","null","129","64","null","null","191","75","null","null","211","86","null","null","271","null","118","null","154","null","72","null","228","106","null","null","108","56","null","null","153","65","null","null","218","null","103","null","163","null","71","null","28","22","null","null","28","32","null","null","0","101","null","null","36","55","null","null",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","3097","null","227","null","165","null","88","null","229","93","null","null","301","111","null","null","322","126","null","null","246","95","null","null","245","null","110","null","238","null","109","null","324","105","null","null","169","78","null","null","181","99","null","null","261","null","89","null","272","null","101","null","75","53","null","null","56","46","null","null","13","22","null","null","0","101","null","null",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","2307","null","196","null","61","null","48","null","199","87","null","null","113","66","null","null","242","122","null","null","157","76","null","null","216","null","90","null","121","null","66","null","128","67","null","null","141","79","null","null","151","70","null","null","166","null","85","null","383","null","134","null","95","58","null","null","83","49","null","null","39","33","null","null","12","19","null","null",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","1498","null","135","null","27","null","42","null","43","47","null","null","73","55","null","null","35","25","null","null","8","13","null","null","23","null","28","null","0","null","101","null","47","42","null","null","17","20","null","null","153","100","null","null","171","null","75","null","311","null","97","null","231","75","null","null","110","61","null","null","185","71","null","null","64","39","null","null",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","1057","null","106","null","10","null","17","null","18","20","null","null","0","101","null","null","10","15","null","null","20","23","null","null","13","null","18","null","26","null","24","null","19","22","null","null","11","18","null","null","95","62","null","null","93","null","69","null","230","null","89","null","103","62","null","null","209","72","null","null","127","55","null","null","73","47","null","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","1029","null","125","null","74","null","48","null","0","101","null","null","22","26","null","null","69","44","null","null","35","30","null","null","39","null","33","null","85","null","51","null","71","43","null","null","57","41","null","null","162","76","null","null","245","null","101","null","75","null","52","null","47","32","null","null","14","25","null","null","24","29","null","null","10","16","null","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","1600","null","173","null","31","null","36","null","7","13","null","null","86","66","null","null","45","41","null","null","58","58","null","null","79","null","77","null","119","null","68","null","69","56","null","null","83","82","null","null","80","49","null","null","253","null","117","null","292","null","113","null","178","82","null","null","151","80","null","null","58","48","null","null","11","17","null","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","441","null","66","null","0","null","101","null","0","101","null","null","0","101","null","null","15","17","null","null","0","101","null","null","0","null","101","null","15","null","18","null","0","101","null","null","17","19","null","null","19","32","null","null","65","null","54","null","81","null","39","null","50","38","null","null","55","39","null","null","55","45","null","null","69","52","null","null",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","1165","null","117","null","7","null","14","null","19","28","null","null","0","101","null","null","14","22","null","null","63","51","null","null","46","null","44","null","129","null","96","null","71","67","null","null","91","68","null","null","186","101","null","null","122","null","64","null","132","null","76","null","155","86","null","null","83","61","null","null","39","39","null","null","8","14","null","null",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","1599","null","143","null","80","null","86","null","0","101","null","null","54","73","null","null","38","36","null","null","121","74","null","null","88","null","58","null","94","null","63","null","154","107","null","null","49","45","null","null","212","93","null","null","230","null","113","null","161","null","90","null","116","73","null","null","120","79","null","null","49","44","null","null","33","38","null","null",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","1458","null","178","null","164","null","102","null","109","110","null","null","91","56","null","null","116","69","null","null","142","95","null","null","138","null","76","null","229","null","131","null","85","66","null","null","167","111","null","null","76","47","null","null","44","null","42","null","34","null","46","null","30","35","null","null","0","101","null","null","33","36","null","null","0","101","null","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","993","null","130","null","13","null","22","null","0","101","null","null","26","33","null","null","22","33","null","null","20","25","null","null","14","null","23","null","15","null","23","null","33","52","null","null","17","20","null","null","118","62","null","null","178","null","97","null","296","null","110","null","141","94","null","null","12","21","null","null","74","65","null","null","14","22","null","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","986","null","90","null","76","null","44","null","99","62","null","null","131","58","null","null","64","31","null","null","35","23","null","null","124","null","72","null","31","null","30","null","101","70","null","null","61","36","null","null","38","27","null","null","118","null","66","null","58","null","44","null","23","27","null","null","27","34","null","null","0","101","null","null","0","101","null","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","493","null","114","null","21","null","25","null","19","23","null","null","10","16","null","null","23","29","null","null","58","62","null","null","0","null","101","null","57","null","49","null","0","101","null","null","17","26","null","null","10","16","null","null","66","null","64","null","127","null","79","null","42","34","null","null","7","13","null","null","36","32","null","null","0","101","null","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","2111","null","168","null","120","null","96","null","229","91","null","null","302","99","null","null","190","80","null","null","166","88","null","null","154","null","73","null","194","null","90","null","117","62","null","null","137","79","null","null","80","46","null","null","115","null","65","null","210","null","79","null","57","46","null","null","24","37","null","null","0","101","null","null","16","26","null","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","2943","null","212","null","168","null","109","null","398","111","null","null","300","114","null","null","435","167","null","null","195","86","null","null","318","null","110","null","201","null","124","null","253","110","null","null","102","75","null","null","191","96","null","null","192","null","67","null","106","null","58","null","44","37","null","null","40","38","null","null","0","101","null","null","0","101","null","null",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","1972","null","163","null","75","null","52","null","232","80","null","null","265","80","null","null","114","56","null","null","168","64","null","null","176","null","82","null","202","null","94","null","73","48","null","null","60","43","null","null","163","86","null","null","282","null","112","null","92","null","57","null","51","40","null","null","0","101","null","null","19","32","null","null","0","101","null","null",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","1593","null","214","null","21","null","25","null","59","63","null","null","47","37","null","null","191","80","null","null","49","44","null","null","68","null","55","null","56","null","40","null","96","75","null","null","59","52","null","null","265","139","null","null","278","null","128","null","137","null","92","null","161","106","null","null","69","94","null","null","0","101","null","null","37","43","null","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","1257","null","146","null","121","null","84","null","26","30","null","null","38","61","null","null","145","91","null","null","50","53","null","null","5","null","11","null","42","null","51","null","88","75","null","null","75","59","null","null","58","42","null","null","147","null","86","null","172","null","98","null","194","89","null","null","59","48","null","null","32","36","null","null","5","10","null","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","1280","null","111","null","96","null","67","null","89","65","null","null","95","59","null","null","100","53","null","null","57","38","null","null","123","null","68","null","70","null","41","null","102","79","null","null","56","40","null","null","182","76","null","null","48","null","38","null","112","null","61","null","86","51","null","null","18","21","null","null","46","47","null","null","0","101","null","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","1580","null","158","null","29","null","33","null","125","90","null","null","28","32","null","null","28","33","null","null","67","55","null","null","84","null","76","null","130","null","77","null","46","72","null","null","16","26","null","null","225","116","null","null","207","null","101","null","380","null","143","null","116","83","null","null","37","37","null","null","62","66","null","null","0","101","null","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","679","null","110","null","24","null","37","null","41","30","null","null","10","15","null","null","24","30","null","null","8","13","null","null","26","null","26","null","41","null","34","null","82","67","null","null","22","23","null","null","47","63","null","null","70","null","45","null","95","null","60","null","69","59","null","null","90","52","null","null","30","29","null","null","0","101","null","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","540","null","146","null","122","null","74","null","79","75","null","null","53","69","null","null","24","32","null","null","32","34","null","null","37","null","47","null","4","null","9","null","8","13","null","null","55","58","null","null","39","48","null","null","58","null","75","null","27","null","33","null","2","11","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","970","null","190","null","57","null","63","null","12","20","null","null","122","87","null","null","36","34","null","null","64","46","null","null","85","null","69","null","141","null","121","null","24","28","null","null","24","29","null","null","47","38","null","null","49","null","42","null","162","null","89","null","86","95","null","null","11","18","null","null","0","101","null","null","50","41","null","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","418","null","143","null","0","null","101","null","45","72","null","null","15","25","null","null","0","101","null","null","0","101","null","null","26","null","39","null","16","null","26","null","0","101","null","null","0","101","null","null","69","55","null","null","101","null","84","null","94","null","50","null","27","29","null","null","11","25","null","null","14","23","null","null","0","101","null","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","771","null","133","null","34","null","37","null","0","101","null","null","50","48","null","null","90","60","null","null","33","37","null","null","96","null","67","null","38","null","33","null","65","51","null","null","47","46","null","null","64","59","null","null","50","null","46","null","100","null","68","null","45","45","null","null","34","46","null","null","25","31","null","null","0","101","null","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","1120","null","178","null","0","null","101","null","34","39","null","null","16","26","null","null","54","55","null","null","78","52","null","null","62","null","45","null","35","null","30","null","105","73","null","null","84","86","null","null","126","66","null","null","211","null","93","null","166","null","106","null","107","64","null","null","15","18","null","null","8","13","null","null","19","20","null","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","394","null","105","null","19","null","28","null","4","7","null","null","25","27","null","null","44","35","null","null","20","28","null","null","33","null","40","null","29","null","29","null","23","28","null","null","46","38","null","null","15","20","null","null","54","null","41","null","61","null","42","null","0","101","null","null","0","101","null","null","0","101","null","null","21","29","null","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","302","null","73","null","24","null","37","null","8","12","null","null","19","21","null","null","20","22","null","null","9","14","null","null","31","null","36","null","6","null","11","null","40","35","null","null","23","21","null","null","28","25","null","null","8","null","12","null","23","null","21","null","35","27","null","null","0","101","null","null","0","101","null","null","28","32","null","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","343","null","100","null","113","null","93","null","26","29","null","null","12","19","null","null","11","19","null","null","9","16","null","null","0","null","101","null","13","null","20","null","12","18","null","null","0","101","null","null","63","35","null","null","31","null","29","null","30","null","25","null","10","16","null","null","0","101","null","null","0","101","null","null","13","21","null","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","261","null","74","null","16","null","26","null","24","23","null","null","7","12","null","null","0","101","null","null","0","101","null","null","12","null","19","null","0","null","101","null","38","36","null","null","46","38","null","null","24","29","null","null","57","null","37","null","37","null","29","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","474","null","85","null","14","null","23","null","0","101","null","null","9","15","null","null","0","101","null","null","12","17","null","null","20","null","32","null","30","null","32","null","34","39","null","null","3","6","null","null","65","42","null","null","72","null","60","null","147","null","78","null","41","41","null","null","16","25","null","null","0","101","null","null","11","17","null","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","292","null","71","null","4","null","9","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","28","null","45","null","4","null","9","null","0","101","null","null","0","101","null","null","23","30","null","null","28","null","37","null","69","null","52","null","62","60","null","null","44","44","null","null","11","20","null","null","19","27","null","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","429","null","128","null","11","null","17","null","28","42","null","null","0","101","null","null","9","14","null","null","14","22","null","null","0","null","101","null","37","null","37","null","25","31","null","null","12","19","null","null","86","72","null","null","12","null","21","null","43","null","48","null","38","43","null","null","6","10","null","null","108","91","null","null","0","101","null","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","258","null","112","null","0","null","101","null","0","101","null","null","0","101","null","null","6","12","null","null","0","101","null","null","0","null","101","null","50","null","65","null","17","26","null","null","0","101","null","null","44","40","null","null","23","null","37","null","71","null","67","null","0","101","null","null","47","65","null","null","0","101","null","null","0","101","null","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","428","null","112","null","0","null","101","null","41","65","null","null","13","22","null","null","0","101","null","null","14","23","null","null","19","null","33","null","0","null","101","null","0","101","null","null","0","101","null","null","11","19","null","null","58","null","58","null","105","null","70","null","48","51","null","null","20","24","null","null","88","71","null","null","11","18","null","null",
