"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","1220","null","182","null","42","33","null","null","75","null","52","null","54","null","53","null","49","null","50","null","99","null","67","null","93","75","null","null","34","31","null","null","62","53","null","null","64","null","52","null","46","39","null","null","153","null","75","null","240","86","null","null","97","null","54","null","21","null","25","null","79","78","null","null","12","null","17","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","1596","null","149","null","95","55","null","null","41","null","35","null","107","null","70","null","24","null","24","null","190","null","87","null","108","78","null","null","92","63","null","null","60","53","null","null","52","null","59","null","141","67","null","null","154","null","69","null","171","69","null","null","125","null","61","null","19","null","21","null","98","70","null","null","119","null","49","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","1132","null","142","null","144","74","null","null","38","null","33","null","56","null","38","null","85","null","57","null","33","null","29","null","23","19","null","null","28","23","null","null","72","47","null","null","42","null","36","null","102","50","null","null","149","null","83","null","185","60","null","null","49","null","38","null","60","null","50","null","46","38","null","null","20","null","17","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","714","null","108","null","61","56","null","null","30","null","21","null","50","null","36","null","85","null","44","null","75","null","39","null","46","33","null","null","28","29","null","null","41","38","null","null","15","null","18","null","45","43","null","null","73","null","47","null","81","44","null","null","53","null","35","null","7","null","7","null","9","15","null","null","15","null","24","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","1527","null","243","null","61","68","null","null","48","null","52","null","91","null","79","null","24","null","39","null","69","null","67","null","43","51","null","null","94","74","null","null","116","89","null","null","79","null","67","null","69","61","null","null","177","null","84","null","294","140","null","null","217","null","117","null","68","null","62","null","24","29","null","null","53","null","49","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","1955","null","281","null","83","106","null","null","172","null","126","null","88","null","72","null","106","null","82","null","32","null","36","null","75","77","null","null","16","27","null","null","52","61","null","null","118","null","118","null","302","164","null","null","133","null","137","null","370","182","null","null","112","null","72","null","49","null","44","null","105","68","null","null","142","null","106","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","1971","null","214","null","190","95","null","null","75","null","49","null","217","null","118","null","59","null","42","null","118","null","83","null","204","115","null","null","70","61","null","null","115","58","null","null","129","null","87","null","162","72","null","null","214","null","102","null","163","88","null","null","105","null","53","null","89","null","48","null","41","35","null","null","20","null","20","null",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","8","null","9","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","2","5","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","2","null","5","null","4","4","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","51","null","55","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","7","12","null","null","7","null","12","null","0","13","null","null","10","null","17","null","0","null","13","null","27","42","null","null","0","null","13","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","26","null","20","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","11","16","null","null","7","null","9","null","0","null","13","null","3","5","null","null","5","null","8","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","5","null","5","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","2","null","3","null","0","13","null","null","0","null","13","null","3","4","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","73","null","51","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","9","null","14","null","0","13","null","null","20","22","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","10","null","15","null","20","null","31","null","0","13","null","null","14","null","21","null",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","857","null","217","null","133","93","null","null","12","null","18","null","42","null","52","null","62","null","71","null","27","null","42","null","0","13","null","null","19","21","null","null","76","41","null","null","63","null","72","null","84","73","null","null","83","null","72","null","114","77","null","null","131","null","109","null","0","null","13","null","0","13","null","null","11","null","17","null",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","894","null","148","null","53","57","null","null","30","null","30","null","58","null","60","null","51","null","27","null","63","null","59","null","80","45","null","null","90","59","null","null","53","39","null","null","53","null","37","null","106","47","null","null","63","null","44","null","52","40","null","null","53","null","32","null","46","null","56","null","31","49","null","null","12","null","15","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","2251","null","238","null","213","137","null","null","75","null","49","null","117","null","72","null","56","null","54","null","90","null","77","null","103","73","null","null","263","109","null","null","136","75","null","null","234","null","100","null","172","124","null","null","237","null","124","null","284","139","null","null","121","null","73","null","72","null","48","null","14","23","null","null","64","null","56","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","1201","null","127","null","118","78","null","null","42","null","34","null","78","null","49","null","38","null","36","null","30","null","39","null","87","58","null","null","84","69","null","null","210","97","null","null","29","null","28","null","169","79","null","null","85","null","65","null","180","99","null","null","42","null","37","null","0","null","13","null","9","16","null","null","0","null","13","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","1602","null","235","null","203","145","null","null","127","null","87","null","95","null","59","null","133","null","78","null","73","null","46","null","64","68","null","null","119","63","null","null","59","54","null","null","84","null","74","null","63","55","null","null","87","null","49","null","258","100","null","null","65","null","48","null","81","null","63","null","73","73","null","null","18","null","32","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","2284","null","226","null","91","52","null","null","231","null","162","null","288","null","118","null","249","null","131","null","181","null","116","null","130","63","null","null","98","61","null","null","121","74","null","null","69","null","56","null","263","136","null","null","232","null","90","null","144","73","null","null","68","null","55","null","50","null","49","null","54","56","null","null","15","null","23","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","652","null","104","null","66","34","null","null","24","null","20","null","12","null","12","null","78","null","51","null","26","null","26","null","41","32","null","null","49","29","null","null","70","49","null","null","49","null","37","null","34","23","null","null","88","null","49","null","53","39","null","null","5","null","7","null","11","null","14","null","46","64","null","null","0","null","13","null",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","852","null","127","null","71","74","null","null","55","null","54","null","112","null","67","null","121","null","76","null","95","null","58","null","0","13","null","null","63","59","null","null","0","13","null","null","40","null","46","null","55","45","null","null","85","null","63","null","93","69","null","null","21","null","34","null","20","null","32","null","0","13","null","null","21","null","34","null",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","560","null","98","null","98","55","null","null","18","null","27","null","14","null","13","null","10","null","11","null","55","null","35","null","46","56","null","null","54","43","null","null","43","20","null","null","14","null","9","null","59","68","null","null","52","null","55","null","81","60","null","null","10","null","10","null","0","null","13","null","0","13","null","null","6","null","9","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","659","null","125","null","46","39","null","null","104","null","61","null","38","null","36","null","99","null","67","null","35","null","33","null","47","46","null","null","44","40","null","null","9","14","null","null","36","null","28","null","59","43","null","null","76","null","47","null","41","47","null","null","10","null","13","null","15","null","25","null","0","13","null","null","0","null","13","null",
