"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","1355","null","111","null","66","42","null","null","17","null","20","null","24","null","27","null","32","null","30","null","80","null","55","null","33","31","null","null","71","43","null","null","43","54","null","null","58","null","40","null","125","58","null","null","164","null","91","null","172","61","null","null","186","null","64","null","133","null","61","null","113","70","null","null","38","null","37","null",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","1046","null","116","null","76","71","null","null","10","null","17","null","10","null","15","null","22","null","26","null","45","null","49","null","26","24","null","null","26","25","null","null","28","45","null","null","0","null","13","null","30","28","null","null","97","null","55","null","50","33","null","null","100","null","56","null","62","null","43","null","102","58","null","null","362","null","101","null",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","1711","null","162","null","83","61","null","null","55","null","89","null","80","null","80","null","49","null","42","null","58","null","49","null","23","26","null","null","30","35","null","null","0","13","null","null","2","null","7","null","27","32","null","null","114","null","68","null","185","144","null","null","112","null","67","null","78","null","60","null","108","61","null","null","707","null","135","null",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","1208","null","171","null","48","50","null","null","0","null","13","null","28","null","23","null","139","null","108","null","40","null","34","null","17","18","null","null","43","48","null","null","14","22","null","null","9","null","14","null","28","26","null","null","53","null","36","null","123","100","null","null","102","null","62","null","33","null","31","null","107","69","null","null","424","null","118","null",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","1579","null","92","null","79","65","null","null","8","null","14","null","73","null","50","null","15","null","18","null","12","null","13","null","63","35","null","null","52","41","null","null","19","20","null","null","10","null","11","null","60","46","null","null","201","null","68","null","141","63","null","null","146","null","62","null","105","null","49","null","216","78","null","null","379","null","98","null",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","1764","null","198","null","115","75","null","null","122","null","112","null","14","null","24","null","21","null","27","null","44","null","53","null","77","60","null","null","60","51","null","null","110","97","null","null","34","null","29","null","136","77","null","null","156","null","75","null","333","112","null","null","98","null","62","null","88","null","62","null","154","75","null","null","202","null","96","null",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","1096","null","120","null","28","33","null","null","24","null","33","null","11","null","17","null","9","null","14","null","23","null","28","null","7","13","null","null","21","24","null","null","17","19","null","null","18","null","21","null","36","32","null","null","62","null","69","null","105","57","null","null","93","null","54","null","27","null","25","null","96","55","null","null","519","null","87","null",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","1862","null","195","null","173","134","null","null","27","null","31","null","89","null","56","null","141","null","93","null","109","null","81","null","84","61","null","null","88","62","null","null","43","40","null","null","57","null","49","null","283","117","null","null","223","null","119","null","131","79","null","null","126","null","84","null","113","null","78","null","80","72","null","null","95","null","64","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","1691","null","147","null","196","84","null","null","117","null","64","null","90","null","60","null","28","null","30","null","71","null","55","null","43","38","null","null","98","63","null","null","14","23","null","null","70","null","63","null","173","67","null","null","145","null","77","null","266","111","null","null","170","null","113","null","75","null","58","null","66","50","null","null","69","null","43","null",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","1067","null","97","null","45","31","null","null","33","null","26","null","26","null","30","null","42","null","30","null","22","null","17","null","9","13","null","null","52","34","null","null","74","55","null","null","58","null","50","null","53","30","null","null","40","null","28","null","144","63","null","null","151","null","65","null","79","null","55","null","76","42","null","null","163","null","67","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","335","null","83","null","6","10","null","null","71","null","67","null","7","null","10","null","27","null","21","null","71","null","43","null","38","35","null","null","34","32","null","null","14","16","null","null","17","null","16","null","12","14","null","null","7","null","10","null","23","28","null","null","0","null","13","null","6","null","10","null","2","6","null","null","0","null","13","null",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","370","null","85","null","73","54","null","null","6","null","9","null","56","null","41","null","61","null","38","null","31","null","36","null","10","11","null","null","4","8","null","null","6","10","null","null","12","null","20","null","37","32","null","null","28","null","31","null","46","36","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","715","null","126","null","118","80","null","null","96","null","58","null","162","null","82","null","15","null","25","null","40","null","36","null","39","36","null","null","32","32","null","null","60","49","null","null","27","null","40","null","18","20","null","null","54","null","65","null","5","8","null","null","15","null","17","null","0","null","13","null","0","13","null","null","34","null","54","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","585","null","93","null","59","50","null","null","63","null","36","null","7","null","12","null","94","null","53","null","38","null","26","null","5","9","null","null","38","28","null","null","28","33","null","null","40","null","27","null","42","36","null","null","51","null","52","null","63","37","null","null","31","null","39","null","9","null","15","null","17","26","null","null","0","null","13","null",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","1234","null","185","null","145","95","null","null","121","null","93","null","53","null","56","null","10","null","16","null","96","null","72","null","72","74","null","null","52","55","null","null","137","85","null","null","10","null","16","null","67","82","null","null","69","null","52","null","254","153","null","null","79","null","54","null","6","null","10","null","29","46","null","null","34","null","49","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","800","null","89","null","9","14","null","null","34","null","37","null","28","null","25","null","36","null","30","null","64","null","52","null","60","43","null","null","65","39","null","null","47","33","null","null","27","null","25","null","67","42","null","null","77","null","52","null","129","77","null","null","97","null","57","null","14","null","21","null","46","58","null","null","0","null","13","null",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","690","null","104","null","59","48","null","null","31","null","40","null","54","null","41","null","50","null","32","null","37","null","28","null","76","58","null","null","48","36","null","null","8","11","null","null","61","null","44","null","87","37","null","null","50","null","34","null","106","61","null","null","21","null","22","null","2","null","9","null","0","13","null","null","0","null","13","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","1135","null","146","null","30","27","null","null","89","null","60","null","29","null","28","null","59","null","40","null","56","null","46","null","39","40","null","null","57","57","null","null","69","41","null","null","33","null","30","null","135","65","null","null","148","null","78","null","214","97","null","null","56","null","40","null","56","null","48","null","57","69","null","null","8","null","14","null",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","1258","null","140","null","154","81","null","null","106","null","80","null","109","null","68","null","107","null","58","null","50","null","58","null","137","79","null","null","42","33","null","null","60","46","null","null","42","null","36","null","29","24","null","null","125","null","75","null","62","41","null","null","78","null","49","null","61","null","56","null","23","22","null","null","73","null","81","null",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","337","null","84","null","24","24","null","null","9","null","10","null","34","null","31","null","54","null","59","null","52","null","40","null","60","62","null","null","23","26","null","null","0","13","null","null","0","null","13","null","36","33","null","null","17","null","22","null","18","23","null","null","5","null","8","null","0","null","13","null","5","8","null","null","0","null","13","null",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","547","null","101","null","95","56","null","null","68","null","49","null","18","null","22","null","83","null","58","null","54","null","32","null","47","35","null","null","17","16","null","null","31","19","null","null","21","null","17","null","40","34","null","null","20","null","14","null","38","30","null","null","15","null","17","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","725","null","102","null","107","65","null","null","35","null","27","null","51","null","48","null","53","null","40","null","45","null","47","null","32","31","null","null","75","45","null","null","18","28","null","null","0","null","13","null","48","29","null","null","100","null","59","null","104","52","null","null","17","null","21","null","30","null","30","null","10","15","null","null","0","null","13","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","1856","null","217","null","7","11","null","null","52","null","48","null","198","null","102","null","139","null","128","null","95","null","61","null","27","31","null","null","85","66","null","null","63","44","null","null","51","null","43","null","267","158","null","null","181","null","116","null","188","82","null","null","172","null","105","null","37","null","36","null","148","92","null","null","146","null","82","null",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","964","null","114","null","10","16","null","null","16","null","19","null","22","null","24","null","0","null","13","null","20","null","22","null","47","36","null","null","9","14","null","null","0","13","null","null","17","null","18","null","112","65","null","null","35","null","29","null","73","37","null","null","67","null","38","null","78","null","54","null","127","55","null","null","331","null","91","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","1922","null","186","null","128","81","null","null","50","null","41","null","90","null","62","null","186","null","116","null","53","null","40","null","149","91","null","null","187","110","null","null","96","75","null","null","104","null","71","null","72","53","null","null","199","null","98","null","149","84","null","null","160","null","91","null","52","null","60","null","173","82","null","null","74","null","63","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","1011","null","125","null","76","54","null","null","10","null","16","null","31","null","30","null","41","null","36","null","38","null","44","null","42","30","null","null","67","47","null","null","101","76","null","null","16","null","16","null","24","28","null","null","51","null","35","null","188","74","null","null","85","null","45","null","78","null","51","null","91","61","null","null","72","null","42","null",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","1118","null","105","null","104","59","null","null","53","null","28","null","31","null","29","null","48","null","40","null","91","null","70","null","59","41","null","null","47","33","null","null","61","49","null","null","26","null","25","null","35","25","null","null","182","null","83","null","90","45","null","null","149","null","70","null","86","null","58","null","20","23","null","null","36","null","33","null",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","1297","null","167","null","161","89","null","null","69","null","42","null","25","null","29","null","96","null","48","null","69","null","43","null","58","47","null","null","33","29","null","null","56","43","null","null","149","null","107","null","81","41","null","null","151","null","84","null","145","75","null","null","77","null","54","null","42","null","34","null","48","37","null","null","37","null","29","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","1278","null","117","null","16","17","null","null","60","null","50","null","95","null","54","null","31","null","29","null","24","null","23","null","10","17","null","null","34","30","null","null","23","25","null","null","28","null","44","null","20","23","null","null","136","null","73","null","129","60","null","null","93","null","44","null","128","null","66","null","80","46","null","null","371","null","96","null",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","822","null","123","null","125","60","null","null","160","null","62","null","22","null","22","null","92","null","69","null","8","null","12","null","24","27","null","null","39","36","null","null","43","38","null","null","17","null","23","null","77","61","null","null","85","null","64","null","63","44","null","null","18","null","24","null","19","null","17","null","22","25","null","null","8","null","12","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","386","null","64","null","38","27","null","null","18","null","18","null","75","null","59","null","4","null","7","null","11","null","12","null","18","17","null","null","4","9","null","null","34","26","null","null","17","null","17","null","40","23","null","null","29","null","26","null","21","19","null","null","19","null","16","null","18","null","17","null","0","13","null","null","40","null","31","null",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","735","null","62","null","22","19","null","null","51","null","37","null","24","null","19","null","45","null","31","null","9","null","11","null","52","31","null","null","22","17","null","null","15","13","null","null","9","null","11","null","79","40","null","null","62","null","40","null","112","54","null","null","121","null","47","null","31","null","25","null","26","25","null","null","55","null","35","null",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","559","null","140","null","118","86","null","null","111","null","73","null","72","null","51","null","64","null","56","null","65","null","59","null","0","13","null","null","30","37","null","null","23","36","null","null","7","null","13","null","51","52","null","null","0","null","13","null","18","19","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","805","null","121","null","51","42","null","null","106","null","72","null","62","null","53","null","77","null","60","null","66","null","54","null","9","14","null","null","36","34","null","null","16","23","null","null","52","null","38","null","88","58","null","null","34","null","32","null","149","80","null","null","12","null","18","null","47","null","38","null","0","13","null","null","0","null","13","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","871","null","172","null","30","32","null","null","71","null","57","null","38","null","47","null","67","null","47","null","70","null","73","null","12","19","null","null","56","57","null","null","98","65","null","null","11","null","19","null","101","71","null","null","96","null","72","null","54","51","null","null","102","null","82","null","10","null","17","null","55","57","null","null","0","null","18","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","1103","null","189","null","219","138","null","null","100","null","69","null","32","null","31","null","50","null","53","null","7","null","14","null","157","102","null","null","21","23","null","null","42","39","null","null","146","null","116","null","31","37","null","null","197","null","110","null","86","80","null","null","15","null","21","null","0","null","18","null","0","18","null","null","0","null","18","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","419","null","114","null","99","79","null","null","47","null","50","null","10","null","16","null","45","null","50","null","13","null","17","null","26","25","null","null","9","14","null","null","11","17","null","null","8","null","13","null","35","27","null","null","33","null","24","null","37","31","null","null","17","null","21","null","6","null","12","null","23","21","null","null","0","null","13","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","360","null","85","null","49","49","null","null","36","null","26","null","23","null","27","null","11","null","17","null","11","null","17","null","32","36","null","null","15","18","null","null","63","67","null","null","9","null","16","null","14","23","null","null","38","null","27","null","31","32","null","null","0","null","18","null","17","null","25","null","0","18","null","null","11","null","17","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","305","null","74","null","44","38","null","null","37","null","27","null","36","null","36","null","43","null","42","null","3","null","7","null","0","13","null","null","13","19","null","null","29","27","null","null","20","null","29","null","18","26","null","null","47","null","46","null","0","13","null","null","0","null","13","null","0","null","13","null","15","24","null","null","0","null","13","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","442","null","105","null","25","25","null","null","46","null","53","null","57","null","60","null","46","null","37","null","32","null","29","null","27","25","null","null","32","32","null","null","35","29","null","null","28","null","30","null","41","31","null","null","39","null","32","null","24","27","null","null","0","null","13","null","10","null","16","null","0","13","null","null","0","null","13","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","940","null","176","null","194","99","null","null","57","null","73","null","91","null","61","null","35","null","40","null","93","null","64","null","16","25","null","null","14","18","null","null","53","43","null","null","64","null","78","null","82","54","null","null","55","null","48","null","118","78","null","null","58","null","66","null","0","null","18","null","10","21","null","null","0","null","18","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","1499","null","224","null","144","92","null","null","247","null","119","null","99","null","81","null","80","null","59","null","178","null","102","null","92","64","null","null","38","36","null","null","90","79","null","null","0","null","18","null","25","28","null","null","180","null","114","null","87","56","null","null","114","null","79","null","12","null","19","null","113","75","null","null","0","null","18","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","1410","null","120","null","46","25","null","null","47","null","34","null","90","null","65","null","53","null","28","null","69","null","58","null","69","40","null","null","20","23","null","null","27","25","null","null","124","null","88","null","141","84","null","null","112","null","60","null","152","65","null","null","124","null","63","null","92","null","58","null","90","47","null","null","154","null","53","null",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","1286","null","152","null","198","92","null","null","146","null","95","null","68","null","56","null","96","null","65","null","41","null","31","null","113","73","null","null","44","48","null","null","51","45","null","null","42","null","27","null","61","55","null","null","115","null","68","null","112","64","null","null","73","null","42","null","75","null","63","null","44","35","null","null","7","null","11","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","981","null","140","null","91","68","null","null","41","null","31","null","10","null","16","null","51","null","48","null","53","null","44","null","9","14","null","null","38","40","null","null","76","71","null","null","21","null","25","null","86","59","null","null","142","null","104","null","85","48","null","null","78","null","56","null","108","null","89","null","31","31","null","null","61","null","42","null",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","1371","null","174","null","80","66","null","null","48","null","38","null","46","null","38","null","121","null","92","null","124","null","99","null","51","38","null","null","149","87","null","null","70","36","null","null","17","null","19","null","159","87","null","null","124","null","81","null","144","69","null","null","78","null","46","null","28","null","40","null","25","21","null","null","107","null","65","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","1321","null","124","null","31","29","null","null","0","null","13","null","0","null","13","null","29","null","26","null","19","null","21","null","30","27","null","null","49","35","null","null","8","12","null","null","49","null","40","null","100","47","null","null","156","null","77","null","158","80","null","null","208","null","68","null","134","null","52","null","62","35","null","null","288","null","90","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","1602","null","124","null","7","11","null","null","47","null","42","null","7","null","11","null","58","null","50","null","77","null","68","null","90","68","null","null","63","36","null","null","110","70","null","null","25","null","23","null","154","76","null","null","84","null","65","null","98","44","null","null","39","null","31","null","124","null","60","null","150","57","null","null","469","null","117","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","1021","null","77","null","7","12","null","null","45","null","49","null","0","null","13","null","0","null","13","null","13","null","21","null","15","22","null","null","19","19","null","null","35","31","null","null","0","null","13","null","50","36","null","null","25","null","26","null","69","52","null","null","106","null","68","null","128","null","52","null","99","57","null","null","410","null","80","null",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","709","null","61","null","21","16","null","null","46","null","32","null","29","null","25","null","13","null","13","null","17","null","14","null","15","15","null","null","44","39","null","null","55","36","null","null","13","null","15","null","46","34","null","null","88","null","47","null","65","37","null","null","33","null","25","null","43","null","28","null","39","23","null","null","142","null","39","null",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","1179","null","111","null","72","51","null","null","63","null","56","null","46","null","30","null","53","null","37","null","98","null","59","null","64","40","null","null","37","31","null","null","69","44","null","null","26","null","23","null","66","37","null","null","123","null","44","null","132","71","null","null","165","null","76","null","87","null","58","null","40","32","null","null","38","null","33","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","1412","null","149","null","25","24","null","null","68","null","47","null","65","null","50","null","13","null","20","null","73","null","51","null","46","58","null","null","15","20","null","null","137","88","null","null","18","null","21","null","75","49","null","null","86","null","48","null","195","114","null","null","165","null","76","null","149","null","98","null","29","27","null","null","253","null","97","null",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","1242","null","125","null","108","81","null","null","87","null","71","null","38","null","31","null","60","null","38","null","38","null","32","null","39","33","null","null","52","47","null","null","125","78","null","null","72","null","57","null","142","106","null","null","96","null","61","null","116","65","null","null","53","null","42","null","33","null","38","null","81","43","null","null","102","null","53","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","1508","null","224","null","131","92","null","null","83","null","63","null","120","null","55","null","85","null","61","null","92","null","56","null","0","13","null","null","155","99","null","null","10","15","null","null","47","null","26","null","162","110","null","null","95","null","57","null","201","111","null","null","107","null","70","null","66","null","46","null","106","78","null","null","48","null","43","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","631","null","121","null","35","25","null","null","0","null","13","null","39","null","39","null","0","null","13","null","23","null","23","null","60","73","null","null","27","29","null","null","34","23","null","null","78","null","62","null","118","94","null","null","35","null","39","null","94","69","null","null","67","null","63","null","6","null","11","null","5","9","null","null","10","null","21","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","1507","null","218","null","100","70","null","null","71","null","85","null","75","null","58","null","67","null","84","null","277","null","152","null","45","39","null","null","0","13","null","null","41","47","null","null","111","null","103","null","40","38","null","null","184","null","126","null","164","93","null","null","107","null","70","null","66","null","52","null","99","72","null","null","60","null","50","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","357","null","96","null","77","43","null","null","59","null","44","null","64","null","59","null","26","null","28","null","0","null","13","null","12","20","null","null","11","16","null","null","0","13","null","null","7","null","11","null","44","37","null","null","36","null","34","null","15","16","null","null","0","null","13","null","6","null","9","null","0","13","null","null","0","null","13","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","1045","null","178","null","103","84","null","null","62","null","62","null","59","null","47","null","13","null","20","null","52","null","75","null","51","39","null","null","83","65","null","null","102","68","null","null","46","null","48","null","138","80","null","null","150","null","102","null","72","62","null","null","51","null","46","null","34","null","56","null","29","47","null","null","0","null","13","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","654","null","99","null","48","25","null","null","34","null","26","null","57","null","36","null","58","null","49","null","55","null","38","null","16","12","null","null","38","44","null","null","31","31","null","null","59","null","53","null","45","32","null","null","98","null","37","null","21","19","null","null","40","null","25","null","34","null","21","null","10","12","null","null","10","null","11","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","655","null","105","null","84","64","null","null","24","null","20","null","62","null","42","null","71","null","64","null","16","null","18","null","30","36","null","null","8","12","null","null","16","17","null","null","7","null","12","null","68","45","null","null","81","null","45","null","58","34","null","null","59","null","33","null","35","null","26","null","36","31","null","null","0","null","13","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","1035","null","160","null","110","52","null","null","92","null","66","null","31","null","22","null","17","null","18","null","105","null","76","null","92","71","null","null","141","83","null","null","18","24","null","null","13","null","15","null","167","92","null","null","88","null","63","null","76","49","null","null","65","null","60","null","14","null","19","null","0","18","null","null","6","null","9","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","300","null","101","null","72","48","null","null","30","null","31","null","37","null","42","null","11","null","18","null","17","null","20","null","56","56","null","null","16","24","null","null","8","13","null","null","6","null","11","null","20","25","null","null","13","null","15","null","14","23","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","345","null","141","null","89","79","null","null","27","null","31","null","43","null","33","null","43","null","42","null","11","null","35","null","17","19","null","null","0","13","null","null","38","53","null","null","10","null","13","null","21","26","null","null","0","null","13","null","29","39","null","null","17","null","26","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","278","null","83","null","70","48","null","null","132","null","70","null","0","null","18","null","20","null","23","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","19","null","28","null","8","14","null","null","19","null","30","null","0","18","null","null","10","null","17","null","0","null","18","null","0","18","null","null","0","null","18","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","238","null","62","null","27","25","null","null","24","null","23","null","0","null","13","null","42","null","34","null","13","null","19","null","17","20","null","null","6","10","null","null","5","8","null","null","11","null","17","null","9","11","null","null","53","null","42","null","23","21","null","null","8","null","10","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","268","null","103","null","43","34","null","null","25","null","40","null","0","null","18","null","6","null","11","null","23","null","37","null","42","47","null","null","44","50","null","null","27","43","null","null","0","null","18","null","0","18","null","null","37","null","42","null","0","18","null","null","21","null","20","null","0","null","18","null","0","18","null","null","0","null","18","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","392","null","104","null","144","73","null","null","41","null","32","null","8","null","13","null","38","null","30","null","39","null","31","null","37","41","null","null","8","12","null","null","0","13","null","null","17","null","20","null","9","15","null","null","15","null","12","null","10","16","null","null","10","null","16","null","0","null","13","null","0","13","null","null","16","null","24","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","201","null","62","null","5","8","null","null","21","null","19","null","19","null","21","null","7","null","14","null","17","null","21","null","0","13","null","null","21","20","null","null","6","10","null","null","10","null","13","null","31","35","null","null","8","null","12","null","36","31","null","null","16","null","21","null","4","null","11","null","0","13","null","null","0","null","13","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","578","null","195","null","229","195","null","null","82","null","59","null","47","null","41","null","33","null","39","null","5","null","14","null","0","18","null","null","27","33","null","null","47","46","null","null","0","null","18","null","17","26","null","null","0","null","18","null","32","37","null","null","29","null","40","null","8","null","16","null","0","18","null","null","22","null","36","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","497","null","108","null","18","20","null","null","0","null","18","null","34","null","30","null","44","null","32","null","0","null","18","null","69","60","null","null","24","23","null","null","0","18","null","null","72","null","63","null","103","60","null","null","46","null","47","null","27","23","null","null","38","null","30","null","7","null","12","null","15","22","null","null","0","null","18","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","298","null","75","null","32","32","null","null","25","null","25","null","51","null","34","null","7","null","10","null","6","null","12","null","0","18","null","null","6","10","null","null","6","11","null","null","35","null","27","null","30","26","null","null","38","null","30","null","29","22","null","null","33","null","30","null","0","null","18","null","0","18","null","null","0","null","18","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","382","null","95","null","33","39","null","null","11","null","19","null","18","null","22","null","0","null","18","null","0","null","18","null","0","18","null","null","9","15","null","null","11","17","null","null","36","null","41","null","104","63","null","null","60","null","57","null","85","62","null","null","0","null","18","null","15","null","23","null","0","18","null","null","0","null","18","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","297","null","92","null","12","19","null","null","13","null","16","null","23","null","25","null","16","null","18","null","51","null","63","null","63","63","null","null","0","13","null","null","0","13","null","null","0","null","13","null","30","31","null","null","4","null","10","null","73","60","null","null","12","null","18","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","275","null","71","null","11","13","null","null","0","null","13","null","50","null","35","null","41","null","39","null","56","null","46","null","0","13","null","null","11","11","null","null","6","9","null","null","11","null","12","null","19","16","null","null","13","null","13","null","24","16","null","null","33","null","30","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","287","null","122","null","52","58","null","null","35","null","41","null","0","null","18","null","0","null","18","null","100","null","67","null","0","18","null","null","0","18","null","null","0","18","null","null","31","null","50","null","13","21","null","null","56","null","60","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","null","18","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","258","null","70","null","24","26","null","null","23","null","22","null","7","null","12","null","20","null","18","null","0","null","13","null","32","23","null","null","69","56","null","null","0","13","null","null","8","null","12","null","15","20","null","null","23","null","21","null","22","20","null","null","15","null","20","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","153","null","50","null","20","24","null","null","0","null","13","null","11","null","11","null","13","null","21","null","0","null","13","null","6","9","null","null","18","20","null","null","17","16","null","null","0","null","13","null","8","11","null","null","25","null","19","null","29","31","null","null","6","null","9","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","112","null","33","null","16","23","null","null","11","null","13","null","0","null","13","null","4","null","7","null","13","null","15","null","0","13","null","null","14","17","null","null","7","10","null","null","4","null","6","null","2","5","null","null","35","null","24","null","0","13","null","null","0","null","13","null","6","null","9","null","0","13","null","null","0","null","13","null",
