"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","1352","null","216","null","89","114","null","null","49","null","54","null","30","38","null","null","105","null","98","null","49","null","55","null","77","null","61","null","0","null","17","null","35","35","null","null","19","null","31","null","82","null","62","null","209","null","130","null","153","null","92","null","210","null","114","null","136","98","null","null","40","null","43","null","69","null","58","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","1699","null","178","null","42","46","null","null","14","null","22","null","0","17","null","null","24","null","39","null","33","null","39","null","89","null","95","null","118","null","85","null","66","65","null","null","38","null","45","null","228","null","163","null","142","null","90","null","398","null","143","null","207","null","134","null","147","113","null","null","153","null","113","null","0","null","17","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","567","null","76","null","26","29","null","null","5","null","8","null","21","31","null","null","5","null","8","null","0","null","12","null","14","null","23","null","4","null","7","null","5","8","null","null","9","null","8","null","51","null","26","null","72","null","36","null","111","null","38","null","71","null","34","null","45","27","null","null","94","null","46","null","34","null","24","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","1180","null","100","null","42","54","null","null","27","null","40","null","6","12","null","null","64","null","68","null","12","null","14","null","15","null","17","null","16","null","24","null","56","43","null","null","30","null","29","null","91","null","54","null","198","null","87","null","200","null","89","null","158","null","100","null","188","76","null","null","27","null","44","null","50","null","36","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","981","null","112","null","19","22","null","null","20","null","22","null","0","12","null","null","7","null","13","null","0","null","12","null","20","null","22","null","65","null","66","null","82","73","null","null","64","null","39","null","164","null","76","null","152","null","73","null","183","null","65","null","127","null","67","null","42","34","null","null","36","null","33","null","0","null","12","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","941","null","90","null","16","25","null","null","0","null","12","null","0","12","null","null","49","null","56","null","29","null","28","null","72","null","63","null","0","null","12","null","6","11","null","null","38","null","34","null","142","null","97","null","50","null","39","null","86","null","53","null","273","null","104","null","0","12","null","null","120","null","67","null","60","null","47","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","907","null","110","null","8","13","null","null","18","null","20","null","23","36","null","null","37","null","37","null","47","null","42","null","47","null","29","null","62","null","48","null","49","53","null","null","55","null","41","null","136","null","72","null","131","null","64","null","209","null","82","null","46","null","35","null","7","12","null","null","32","null","34","null","0","null","12","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","634","null","132","null","36","40","null","null","20","null","31","null","25","40","null","null","6","null","10","null","13","null","21","null","0","null","12","null","65","null","44","null","8","14","null","null","34","null","32","null","116","null","73","null","76","null","51","null","136","null","79","null","77","null","59","null","5","9","null","null","8","null","14","null","9","null","15","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","729","null","115","null","44","33","null","null","41","null","40","null","37","29","null","null","30","null","28","null","42","null","28","null","70","null","37","null","55","null","33","null","23","28","null","null","52","null","40","null","61","null","31","null","120","null","43","null","92","null","50","null","47","null","32","null","5","8","null","null","10","null","11","null","0","null","12","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","426","null","68","null","0","12","null","null","0","null","12","null","5","7","null","null","8","null","11","null","26","null","26","null","20","null","24","null","11","null","12","null","25","26","null","null","0","null","12","null","69","null","35","null","49","null","34","null","102","null","48","null","49","null","39","null","23","26","null","null","32","null","27","null","7","null","10","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","1706","null","132","null","22","35","null","null","39","null","37","null","77","58","null","null","55","null","66","null","78","null","53","null","29","null","32","null","113","null","78","null","17","20","null","null","46","null","44","null","42","null","30","null","246","null","108","null","266","null","94","null","236","null","118","null","136","86","null","null","174","null","70","null","130","null","88","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","1500","null","105","null","37","25","null","null","38","null","44","null","27","24","null","null","21","null","22","null","80","null","61","null","0","null","17","null","82","null","61","null","5","14","null","null","32","null","27","null","27","null","26","null","199","null","104","null","228","null","87","null","239","null","103","null","93","45","null","null","221","null","84","null","171","null","83","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","947","null","141","null","22","14","null","null","29","null","38","null","47","45","null","null","38","null","45","null","63","null","58","null","65","null","59","null","42","null","35","null","0","17","null","null","46","null","45","null","102","null","63","null","115","null","58","null","142","null","63","null","84","null","43","null","45","28","null","null","71","null","47","null","36","null","31","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","688","null","76","null","32","26","null","null","0","null","12","null","0","12","null","null","4","null","7","null","6","null","11","null","27","null","28","null","7","null","11","null","20","19","null","null","11","null","12","null","37","null","23","null","25","null","16","null","138","null","54","null","94","null","53","null","105","54","null","null","100","null","43","null","82","null","43","null",
