"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005M","B19001H_005MA","B19001H_005EA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","1578","135","null","null","48","61","null","null","97","null","82","null","29","37","null","null","14","22","null","null","46","null","61","null","72","null","70","null","29","40","null","null","146","76","null","null","62","null","53","null","198","102","null","null","204","null","105","null","299","104","null","null","179","85","null","null","120","null","67","null","35","28","null","null","0","null","132","null",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","487","61","null","null","13","19","null","null","0","null","132","null","33","48","null","null","0","132","null","null","22","null","27","null","17","null","25","null","0","132","null","null","67","59","null","null","17","null","20","null","7","11","null","null","33","null","28","null","66","35","null","null","61","37","null","null","43","null","29","null","30","29","null","null","78","null","65","null",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","1930","171","null","null","189","122","null","null","111","null","80","null","160","106","null","null","0","132","null","null","65","null","54","null","11","null","19","null","116","64","null","null","27","30","null","null","88","null","79","null","112","75","null","null","190","null","107","null","329","138","null","null","175","101","null","null","173","null","95","null","112","68","null","null","72","null","52","null",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","1216","92","null","null","44","46","null","null","22","null","25","null","17","20","null","null","9","15","null","null","59","null","52","null","51","null","54","null","77","62","null","null","39","30","null","null","80","null","51","null","131","57","null","null","229","null","75","null","142","52","null","null","134","65","null","null","121","null","80","null","58","44","null","null","3","null","8","null",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","1552","119","null","null","65","55","null","null","55","null","40","null","46","38","null","null","130","72","null","null","16","null","17","null","126","null","94","null","123","85","null","null","79","57","null","null","59","null","35","null","118","56","null","null","138","null","62","null","272","87","null","null","92","53","null","null","83","null","48","null","25","25","null","null","125","null","88","null",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","528","100","null","null","7","11","null","null","0","null","132","null","0","132","null","null","7","11","null","null","15","null","18","null","39","null","40","null","48","37","null","null","0","132","null","null","16","null","18","null","75","82","null","null","136","null","62","null","64","63","null","null","15","17","null","null","24","null","30","null","25","19","null","null","57","null","67","null",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","883","129","null","null","90","55","null","null","12","null","19","null","16","26","null","null","53","66","null","null","101","null","84","null","14","null","22","null","87","61","null","null","25","30","null","null","90","null","60","null","42","38","null","null","60","null","48","null","183","75","null","null","58","42","null","null","25","null","30","null","12","21","null","null","15","null","23","null",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","1373","218","null","null","146","86","null","null","109","null","91","null","131","98","null","null","130","86","null","null","136","null","87","null","79","null","49","null","59","69","null","null","74","74","null","null","25","null","29","null","144","81","null","null","105","null","69","null","66","53","null","null","79","71","null","null","51","null","62","null","0","132","null","null","39","null","58","null",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","1553","210","null","null","154","86","null","null","278","null","112","null","130","72","null","null","133","75","null","null","114","null","103","null","72","null","49","null","188","122","null","null","43","52","null","null","159","null","122","null","132","89","null","null","43","null","40","null","50","63","null","null","15","26","null","null","13","null","21","null","29","44","null","null","0","null","132","null",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","574","123","null","null","93","82","null","null","24","null","27","null","131","61","null","null","77","60","null","null","52","null","42","null","46","null","43","null","10","18","null","null","10","15","null","null","63","null","65","null","26","32","null","null","21","null","33","null","0","132","null","null","0","132","null","null","21","null","26","null","0","132","null","null","0","null","132","null",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","479","116","null","null","93","60","null","null","14","null","24","null","17","16","null","null","28","33","null","null","88","null","60","null","12","null","20","null","8","14","null","null","93","62","null","null","0","null","132","null","17","29","null","null","45","null","38","null","29","30","null","null","32","32","null","null","0","null","132","null","3","8","null","null","0","null","132","null",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","517","111","null","null","83","61","null","null","57","null","63","null","41","37","null","null","18","18","null","null","54","null","43","null","15","null","18","null","7","12","null","null","23","18","null","null","72","null","55","null","33","33","null","null","71","null","52","null","43","64","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","1123","171","null","null","152","93","null","null","88","null","60","null","89","77","null","null","67","44","null","null","95","null","56","null","18","null","22","null","77","51","null","null","19","29","null","null","31","null","29","null","93","62","null","null","171","null","81","null","105","57","null","null","52","42","null","null","60","null","48","null","0","132","null","null","6","null","10","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","1022","134","null","null","88","83","null","null","21","null","25","null","0","132","null","null","53","39","null","null","101","null","63","null","72","null","68","null","28","30","null","null","115","77","null","null","29","null","24","null","90","63","null","null","113","null","66","null","116","75","null","null","45","40","null","null","151","null","96","null","0","132","null","null","0","null","132","null",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","1117","170","null","null","89","56","null","null","142","null","65","null","92","44","null","null","93","53","null","null","192","null","116","null","72","null","57","null","68","75","null","null","33","32","null","null","34","null","34","null","74","58","null","null","122","null","90","null","54","58","null","null","32","38","null","null","20","null","32","null","0","132","null","null","0","null","132","null",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","1434","114","null","null","133","87","null","null","31","null","30","null","21","24","null","null","58","56","null","null","33","null","30","null","28","null","27","null","30","27","null","null","53","30","null","null","32","null","29","null","144","72","null","null","91","null","48","null","145","52","null","null","170","77","null","null","66","null","36","null","140","67","null","null","259","null","96","null",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","2523","159","null","null","271","132","null","null","125","null","72","null","100","72","null","null","67","53","null","null","261","null","152","null","28","null","30","null","143","97","null","null","144","88","null","null","47","null","41","null","185","80","null","null","213","null","116","null","204","103","null","null","276","120","null","null","92","null","58","null","199","94","null","null","168","null","92","null",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","1467","90","null","null","70","48","null","null","0","null","132","null","18","22","null","null","60","44","null","null","93","null","59","null","9","null","15","null","61","51","null","null","19","25","null","null","57","null","41","null","154","79","null","null","157","null","69","null","196","92","null","null","279","110","null","null","102","null","64","null","56","50","null","null","136","null","90","null",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","1033","103","null","null","50","50","null","null","21","null","23","null","44","46","null","null","29","47","null","null","0","null","132","null","30","null","29","null","10","17","null","null","11","20","null","null","10","null","15","null","32","31","null","null","83","null","46","null","87","50","null","null","30","31","null","null","75","null","50","null","138","65","null","null","383","null","89","null",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","1477","124","null","null","74","56","null","null","37","null","53","null","0","132","null","null","57","48","null","null","40","null","33","null","29","null","34","null","0","132","null","null","0","132","null","null","0","null","132","null","15","25","null","null","186","null","123","null","217","125","null","null","219","121","null","null","79","null","54","null","97","78","null","null","427","null","142","null",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","1022","132","null","null","16","25","null","null","15","null","24","null","15","24","null","null","74","57","null","null","59","null","49","null","15","null","23","null","0","132","null","null","12","19","null","null","60","null","54","null","40","37","null","null","34","null","36","null","78","70","null","null","104","64","null","null","91","null","54","null","84","54","null","null","325","null","99","null",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","1635","113","null","null","77","48","null","null","9","null","15","null","20","22","null","null","35","28","null","null","0","null","132","null","10","null","17","null","79","49","null","null","73","44","null","null","28","null","24","null","49","34","null","null","65","null","37","null","194","76","null","null","257","82","null","null","215","null","89","null","202","68","null","null","322","null","80","null",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","2144","167","null","null","106","95","null","null","30","null","35","null","0","132","null","null","41","64","null","null","53","null","49","null","47","null","43","null","61","53","null","null","168","109","null","null","93","null","62","null","115","73","null","null","128","null","75","null","348","148","null","null","338","147","null","null","123","null","77","null","161","97","null","null","332","null","121","null",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","1062","104","null","null","0","132","null","null","0","null","132","null","12","19","null","null","12","21","null","null","7","null","11","null","24","null","26","null","0","132","null","null","37","43","null","null","7","null","12","null","35","52","null","null","65","null","47","null","43","30","null","null","75","43","null","null","53","null","33","null","171","69","null","null","521","null","97","null",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","2054","168","null","null","87","81","null","null","139","null","81","null","79","56","null","null","162","100","null","null","93","null","59","null","213","null","109","null","91","63","null","null","143","99","null","null","98","null","79","null","348","149","null","null","47","null","41","null","238","90","null","null","78","54","null","null","64","null","50","null","120","89","null","null","54","null","41","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","1899","177","null","null","194","106","null","null","223","null","126","null","100","69","null","null","133","69","null","null","0","null","132","null","21","null","29","null","0","132","null","null","87","69","null","null","69","null","52","null","118","62","null","null","82","null","57","null","371","124","null","null","70","46","null","null","203","null","111","null","85","50","null","null","143","null","89","null",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","1176","97","null","null","70","52","null","null","22","null","25","null","7","12","null","null","10","16","null","null","23","null","26","null","54","null","40","null","35","31","null","null","46","37","null","null","65","null","43","null","90","47","null","null","103","null","70","null","116","66","null","null","193","62","null","null","60","null","41","null","101","45","null","null","181","null","72","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","441","102","null","null","26","30","null","null","17","null","21","null","13","16","null","null","112","82","null","null","44","null","48","null","0","null","132","null","0","132","null","null","32","31","null","null","26","null","30","null","37","39","null","null","76","null","55","null","27","27","null","null","31","42","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","248","104","null","null","104","66","null","null","9","null","18","null","37","37","null","null","26","31","null","null","25","null","28","null","0","null","132","null","16","25","null","null","0","132","null","null","0","null","132","null","31","53","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","810","193","null","null","153","70","null","null","166","null","125","null","7","11","null","null","33","36","null","null","50","null","42","null","58","null","55","null","80","59","null","null","121","89","null","null","48","null","41","null","44","42","null","null","0","null","132","null","36","53","null","null","0","132","null","null","0","null","132","null","14","23","null","null","0","null","132","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","637","98","null","null","76","49","null","null","10","null","15","null","32","38","null","null","52","41","null","null","39","null","32","null","72","null","56","null","8","13","null","null","42","43","null","null","10","null","16","null","88","64","null","null","84","null","54","null","87","75","null","null","37","33","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","1181","173","null","null","75","69","null","null","17","null","28","null","70","59","null","null","96","63","null","null","87","null","75","null","94","null","65","null","56","57","null","null","39","43","null","null","27","null","29","null","160","88","null","null","98","null","72","null","219","116","null","null","76","72","null","null","17","null","27","null","13","22","null","null","37","null","61","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","822","104","null","null","20","24","null","null","28","null","21","null","20","24","null","null","39","44","null","null","75","null","64","null","60","null","46","null","27","39","null","null","0","132","null","null","47","null","39","null","15","18","null","null","122","null","67","null","150","81","null","null","93","41","null","null","101","null","51","null","25","24","null","null","0","null","132","null",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","706","101","null","null","46","37","null","null","39","null","31","null","60","39","null","null","45","33","null","null","16","null","18","null","50","null","36","null","21","26","null","null","57","54","null","null","55","null","36","null","78","44","null","null","46","null","36","null","87","59","null","null","35","30","null","null","71","null","59","null","0","132","null","null","0","null","132","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","1440","171","null","null","29","33","null","null","56","null","70","null","44","42","null","null","70","83","null","null","49","null","48","null","27","null","37","null","49","44","null","null","64","51","null","null","94","null","66","null","279","103","null","null","154","null","67","null","279","141","null","null","65","54","null","null","110","null","84","null","60","70","null","null","11","null","20","null",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","1325","191","null","null","174","119","null","null","114","null","71","null","43","38","null","null","112","71","null","null","17","null","20","null","118","null","76","null","46","41","null","null","27","33","null","null","81","null","66","null","54","57","null","null","186","null","97","null","84","57","null","null","72","44","null","null","86","null","71","null","57","46","null","null","54","null","85","null",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","221","62","null","null","38","56","null","null","0","null","132","null","25","30","null","null","16","26","null","null","20","null","29","null","0","null","132","null","0","132","null","null","0","132","null","null","39","null","25","null","18","32","null","null","35","null","29","null","30","37","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","594","165","null","null","61","68","null","null","14","null","23","null","87","79","null","null","23","25","null","null","115","null","80","null","13","null","23","null","11","19","null","null","52","52","null","null","76","null","106","null","7","17","null","null","61","null","65","null","21","36","null","null","26","35","null","null","27","null","43","null","0","132","null","null","0","null","132","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","658","121","null","null","78","76","null","null","25","null","29","null","55","45","null","null","9","14","null","null","33","null","28","null","24","null","26","null","45","44","null","null","15","24","null","null","66","null","44","null","20","23","null","null","100","null","65","null","149","76","null","null","27","30","null","null","0","null","132","null","12","19","null","null","0","null","132","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","1960","169","null","null","105","77","null","null","131","null","90","null","65","53","null","null","35","35","null","null","46","null","32","null","73","null","70","null","92","57","null","null","61","47","null","null","61","null","67","null","235","103","null","null","212","null","109","null","177","95","null","null","120","64","null","null","89","null","51","null","207","100","null","null","251","null","99","null",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","1115","107","null","null","0","132","null","null","12","null","20","null","20","23","null","null","0","132","null","null","26","null","29","null","13","null","20","null","14","23","null","null","9","16","null","null","58","null","55","null","87","67","null","null","61","null","36","null","180","80","null","null","148","71","null","null","130","null","62","null","135","56","null","null","222","null","64","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","1466","209","null","null","54","44","null","null","61","null","37","null","21","22","null","null","76","49","null","null","38","null","36","null","67","null","50","null","23","26","null","null","74","60","null","null","98","null","87","null","282","125","null","null","129","null","63","null","173","81","null","null","155","77","null","null","75","null","66","null","35","44","null","null","105","null","92","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","944","153","null","null","55","35","null","null","36","null","33","null","33","26","null","null","62","40","null","null","48","null","35","null","28","null","28","null","42","57","null","null","81","53","null","null","18","null","19","null","25","26","null","null","81","null","48","null","131","69","null","null","70","55","null","null","112","null","69","null","84","65","null","null","38","null","29","null",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","1367","104","null","null","77","82","null","null","66","null","47","null","105","76","null","null","38","35","null","null","121","null","91","null","141","null","99","null","34","37","null","null","88","51","null","null","0","null","132","null","157","110","null","null","92","null","62","null","104","60","null","null","176","103","null","null","51","null","57","null","36","40","null","null","81","null","55","null",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","1613","145","null","null","241","111","null","null","153","null","93","null","29","31","null","null","205","119","null","null","51","null","41","null","57","null","47","null","111","91","null","null","151","91","null","null","0","null","132","null","204","115","null","null","96","null","55","null","130","83","null","null","69","50","null","null","39","null","38","null","29","33","null","null","48","null","40","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","1341","129","null","null","31","28","null","null","51","null","36","null","100","60","null","null","42","31","null","null","62","null","56","null","51","null","53","null","62","43","null","null","77","74","null","null","39","null","46","null","66","53","null","null","60","null","39","null","76","43","null","null","170","69","null","null","123","null","58","null","70","42","null","null","261","null","83","null",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","799","140","null","null","74","66","null","null","92","null","76","null","66","79","null","null","40","36","null","null","10","null","16","null","90","null","65","null","26","42","null","null","104","75","null","null","69","null","76","null","97","81","null","null","77","null","66","null","19","31","null","null","35","38","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","529","89","null","null","17","24","null","null","27","null","36","null","31","38","null","null","29","33","null","null","66","null","48","null","0","null","132","null","17","28","null","null","14","21","null","null","74","null","57","null","37","40","null","null","14","null","23","null","105","85","null","null","53","47","null","null","0","null","132","null","14","27","null","null","31","null","37","null",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","807","96","null","null","14","23","null","null","29","null","33","null","46","41","null","null","45","41","null","null","4","null","15","null","76","null","54","null","59","49","null","null","63","45","null","null","64","null","71","null","5","16","null","null","37","null","38","null","104","80","null","null","153","67","null","null","63","null","68","null","0","132","null","null","45","null","42","null",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","539","160","null","null","121","91","null","null","25","null","28","null","127","78","null","null","45","47","null","null","33","null","52","null","0","null","132","null","12","19","null","null","0","132","null","null","31","null","50","null","86","85","null","null","34","null","49","null","25","28","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","852","181","null","null","23","37","null","null","40","null","38","null","108","86","null","null","158","84","null","null","38","null","42","null","0","null","132","null","43","44","null","null","83","68","null","null","25","null","31","null","76","71","null","null","101","null","85","null","71","53","null","null","65","65","null","null","21","null","26","null","0","132","null","null","0","null","132","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","1179","162","null","null","69","62","null","null","14","null","23","null","65","42","null","null","25","27","null","null","44","null","40","null","53","null","49","null","74","56","null","null","111","75","null","null","187","null","83","null","159","88","null","null","117","null","68","null","94","53","null","null","80","65","null","null","34","null","32","null","12","19","null","null","41","null","64","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","1265","166","null","null","68","44","null","null","96","null","62","null","75","55","null","null","40","32","null","null","76","null","53","null","132","null","102","null","82","64","null","null","75","53","null","null","125","null","98","null","125","93","null","null","110","null","62","null","186","84","null","null","35","34","null","null","27","null","30","null","13","21","null","null","0","null","132","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","546","106","null","null","76","78","null","null","32","null","40","null","32","35","null","null","80","54","null","null","21","null","25","null","73","null","58","null","33","33","null","null","12","19","null","null","27","null","31","null","22","25","null","null","73","null","55","null","34","31","null","null","20","31","null","null","0","null","132","null","11","20","null","null","0","null","132","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","532","121","null","null","61","48","null","null","39","null","34","null","126","77","null","null","45","39","null","null","25","null","29","null","33","null","41","null","11","16","null","null","44","37","null","null","0","null","132","null","33","28","null","null","70","null","42","null","11","17","null","null","24","26","null","null","0","null","132","null","0","132","null","null","10","null","16","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","286","100","null","null","77","54","null","null","31","null","37","null","28","30","null","null","0","132","null","null","0","null","132","null","21","null","24","null","19","33","null","null","38","38","null","null","29","null","38","null","0","132","null","null","11","null","17","null","0","132","null","null","0","132","null","null","20","null","32","null","0","132","null","null","12","null","18","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","352","110","null","null","49","57","null","null","47","null","37","null","12","18","null","null","32","27","null","null","42","null","37","null","11","null","18","null","22","28","null","null","9","15","null","null","12","null","15","null","64","44","null","null","28","null","26","null","24","24","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","873","138","null","null","72","82","null","null","59","null","52","null","23","26","null","null","74","70","null","null","83","null","64","null","60","null","44","null","51","55","null","null","47","47","null","null","61","null","56","null","74","60","null","null","134","null","104","null","65","56","null","null","30","47","null","null","30","null","36","null","10","17","null","null","0","null","132","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","1453","185","null","null","263","120","null","null","20","null","24","null","117","73","null","null","130","92","null","null","56","null","57","null","110","null","77","null","76","57","null","null","138","81","null","null","9","null","14","null","124","71","null","null","58","null","51","null","108","65","null","null","109","64","null","null","119","null","76","null","16","22","null","null","0","null","132","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","1472","123","null","null","65","37","null","null","130","null","75","null","105","68","null","null","17","21","null","null","23","null","37","null","109","null","62","null","40","27","null","null","87","61","null","null","27","null","31","null","61","45","null","null","155","null","68","null","162","75","null","null","89","53","null","null","100","null","62","null","118","70","null","null","184","null","72","null",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","1178","146","null","null","158","97","null","null","128","null","83","null","62","67","null","null","117","73","null","null","106","null","92","null","52","null","34","null","54","47","null","null","31","36","null","null","24","null","28","null","89","53","null","null","93","null","77","null","86","74","null","null","68","45","null","null","55","null","45","null","22","26","null","null","33","null","47","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","1120","140","null","null","38","53","null","null","0","null","132","null","16","23","null","null","132","98","null","null","55","null","69","null","57","null","45","null","19","30","null","null","48","78","null","null","18","null","28","null","162","88","null","null","95","null","79","null","236","91","null","null","95","64","null","null","0","null","132","null","77","55","null","null","72","null","54","null",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","1651","179","null","null","97","66","null","null","80","null","66","null","50","50","null","null","128","80","null","null","82","null","62","null","76","null","65","null","69","59","null","null","114","63","null","null","106","null","80","null","81","56","null","null","125","null","90","null","230","116","null","null","145","79","null","null","25","null","30","null","18","21","null","null","225","null","98","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","1040","126","null","null","24","19","null","null","42","null","35","null","19","24","null","null","60","53","null","null","32","null","25","null","29","null","22","null","19","23","null","null","74","58","null","null","40","null","34","null","43","33","null","null","83","null","48","null","108","66","null","null","136","60","null","null","24","null","29","null","91","56","null","null","216","null","66","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","1613","131","null","null","81","63","null","null","22","null","28","null","16","19","null","null","62","61","null","null","47","null","39","null","87","null","66","null","96","89","null","null","107","86","null","null","9","null","14","null","41","49","null","null","109","null","53","null","141","59","null","null","149","68","null","null","64","null","38","null","146","62","null","null","436","null","105","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","1090","91","null","null","16","24","null","null","32","null","42","null","0","132","null","null","33","29","null","null","34","null","41","null","13","null","15","null","0","132","null","null","28","44","null","null","23","null","28","null","25","24","null","null","77","null","50","null","88","48","null","null","114","52","null","null","71","null","40","null","76","53","null","null","460","null","85","null",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","865","73","null","null","34","31","null","null","12","null","19","null","11","18","null","null","22","24","null","null","0","null","132","null","69","null","40","null","59","39","null","null","66","48","null","null","75","null","57","null","11","18","null","null","106","null","67","null","107","66","null","null","54","39","null","null","10","null","14","null","88","48","null","null","141","null","64","null",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","1341","119","null","null","107","63","null","null","46","null","31","null","25","23","null","null","30","29","null","null","40","null","42","null","44","null","49","null","90","63","null","null","103","74","null","null","98","null","61","null","50","34","null","null","86","null","48","null","236","76","null","null","145","64","null","null","112","null","74","null","47","30","null","null","82","null","57","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","1631","161","null","null","29","33","null","null","30","null","36","null","45","45","null","null","82","61","null","null","30","null","38","null","108","null","84","null","25","42","null","null","185","121","null","null","51","null","56","null","161","109","null","null","109","null","69","null","125","86","null","null","118","64","null","null","146","null","93","null","150","106","null","null","237","null","114","null",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","1218","133","null","null","77","52","null","null","92","null","72","null","12","18","null","null","90","59","null","null","81","null","61","null","66","null","48","null","12","19","null","null","68","54","null","null","54","null","52","null","135","95","null","null","169","null","126","null","66","49","null","null","56","50","null","null","87","null","55","null","127","86","null","null","26","null","27","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","1999","237","null","null","316","146","null","null","204","null","123","null","115","74","null","null","45","41","null","null","101","null","65","null","124","null","105","null","77","68","null","null","60","34","null","null","61","null","40","null","113","67","null","null","186","null","89","null","196","85","null","null","99","65","null","null","44","null","38","null","117","84","null","null","141","null","78","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","514","139","null","null","62","69","null","null","40","null","35","null","22","24","null","null","0","132","null","null","94","null","90","null","12","null","22","null","0","132","null","null","35","51","null","null","14","null","25","null","34","40","null","null","37","null","38","null","117","104","null","null","47","57","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","1235","190","null","null","102","98","null","null","22","null","26","null","44","33","null","null","100","82","null","null","105","null","69","null","27","null","43","null","68","62","null","null","44","60","null","null","67","null","50","null","81","60","null","null","108","null","67","null","127","77","null","null","115","100","null","null","65","null","48","null","95","73","null","null","65","null","52","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","413","95","null","null","105","63","null","null","38","null","39","null","33","41","null","null","36","25","null","null","9","null","13","null","0","null","132","null","36","35","null","null","16","20","null","null","10","null","16","null","57","46","null","null","9","null","14","null","31","38","null","null","33","41","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","816","202","null","null","72","60","null","null","71","null","55","null","79","75","null","null","10","16","null","null","0","null","132","null","38","null","31","null","92","60","null","null","67","62","null","null","89","null","69","null","76","56","null","null","56","null","56","null","32","39","null","null","36","58","null","null","13","null","20","null","55","67","null","null","30","null","33","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","675","91","null","null","96","61","null","null","25","null","22","null","58","37","null","null","84","48","null","null","45","null","32","null","8","null","12","null","82","59","null","null","48","31","null","null","26","null","45","null","16","18","null","null","51","null","34","null","94","56","null","null","0","132","null","null","9","null","14","null","16","22","null","null","17","null","22","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","735","130","null","null","119","78","null","null","38","null","36","null","42","37","null","null","70","48","null","null","60","null","50","null","36","null","27","null","0","132","null","null","14","23","null","null","40","null","38","null","67","45","null","null","110","null","77","null","22","23","null","null","74","51","null","null","30","null","32","null","13","21","null","null","0","null","132","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","1262","189","null","null","170","127","null","null","94","null","110","null","143","114","null","null","35","38","null","null","30","null","37","null","194","null","123","null","96","74","null","null","36","41","null","null","21","null","28","null","160","71","null","null","105","null","69","null","146","85","null","null","22","25","null","null","10","null","20","null","0","132","null","null","0","null","132","null",
