"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04019002803","Census Tract 28.03, Pima County, Arizona","726","111","null","null","73","null","40","null","35","null","31","null","54","null","60","null","67","null","43","null","80","61","null","null","143","91","null","null","44","null","33","null","15","null","21","null","0","null","13","null","21","19","null","null","75","41","null","null","104","null","70","null","8","null","14","null","7","null","11","null","0","null","13","null","0","13","null","null",
"1400000US04019002901","Census Tract 29.01, Pima County, Arizona","1842","177","null","null","172","null","103","null","187","null","107","null","61","null","43","null","173","null","90","null","242","107","null","null","108","74","null","null","126","null","74","null","123","null","68","null","65","null","44","null","268","117","null","null","72","46","null","null","143","null","89","null","80","null","57","null","0","null","19","null","22","null","25","null","0","19","null","null",
"1400000US04019002904","Census Tract 29.04, Pima County, Arizona","1432","160","null","null","146","null","83","null","101","null","50","null","55","null","41","null","117","null","61","null","124","69","null","null","60","43","null","null","63","null","46","null","90","null","74","null","45","null","46","null","47","38","null","null","155","82","null","null","125","null","53","null","134","null","65","null","89","null","57","null","55","null","43","null","26","30","null","null",
"1400000US04019002905","Census Tract 29.05, Pima County, Arizona","1569","179","null","null","202","null","110","null","163","null","114","null","56","null","46","null","192","null","120","null","90","57","null","null","130","98","null","null","197","null","87","null","69","null","54","null","16","null","26","null","11","19","null","null","136","94","null","null","266","null","92","null","17","null","28","null","17","null","23","null","0","null","13","null","7","12","null","null",
"1400000US04019002906","Census Tract 29.06, Pima County, Arizona","1097","130","null","null","67","null","49","null","47","null","46","null","84","null","86","null","48","null","45","null","8","15","null","null","87","84","null","null","93","null","68","null","0","null","13","null","21","null","22","null","154","83","null","null","102","63","null","null","71","null","54","null","42","null","35","null","111","null","64","null","48","null","34","null","114","87","null","null",
"1400000US04019003002","Census Tract 30.02, Pima County, Arizona","1619","198","null","null","118","null","69","null","43","null","53","null","101","null","64","null","130","null","104","null","147","84","null","null","204","137","null","null","22","null","36","null","102","null","73","null","157","null","113","null","175","92","null","null","87","81","null","null","131","null","74","null","84","null","57","null","62","null","60","null","47","null","55","null","9","16","null","null",
"1400000US04019003003","Census Tract 30.03, Pima County, Arizona","1524","218","null","null","316","null","151","null","212","null","118","null","180","null","96","null","117","null","76","null","71","52","null","null","86","70","null","null","70","null","72","null","46","null","50","null","80","null","49","null","125","111","null","null","125","85","null","null","39","null","31","null","26","null","23","null","0","null","13","null","21","null","29","null","10","17","null","null",
"1400000US04019003004","Census Tract 30.04, Pima County, Arizona","707","97","null","null","32","null","32","null","47","null","41","null","38","null","35","null","5","null","8","null","75","58","null","null","20","23","null","null","21","null","26","null","7","null","11","null","47","null","59","null","118","58","null","null","140","65","null","null","110","null","64","null","7","null","11","null","0","null","13","null","0","null","13","null","40","32","null","null",
"1400000US04019003101","Census Tract 31.01, Pima County, Arizona","1964","214","null","null","318","null","131","null","198","null","103","null","137","null","66","null","300","null","135","null","170","92","null","null","168","101","null","null","99","null","74","null","63","null","51","null","97","null","62","null","143","78","null","null","117","74","null","null","52","null","42","null","90","null","79","null","12","null","18","null","0","null","19","null","0","19","null","null",
"1400000US04019003102","Census Tract 31.02, Pima County, Arizona","1275","158","null","null","174","null","70","null","92","null","58","null","158","null","86","null","72","null","62","null","81","63","null","null","38","28","null","null","58","null","42","null","112","null","68","null","75","null","69","null","103","72","null","null","86","35","null","null","112","null","64","null","84","null","52","null","0","null","13","null","8","null","12","null","22","26","null","null",
"1400000US04019003200","Census Tract 32, Pima County, Arizona","2213","233","null","null","330","null","150","null","248","null","140","null","137","null","97","null","181","null","115","null","144","103","null","null","48","48","null","null","97","null","73","null","101","null","63","null","121","null","73","null","163","94","null","null","215","104","null","null","211","null","111","null","58","null","56","null","86","null","66","null","49","null","39","null","24","28","null","null",
"1400000US04019003302","Census Tract 33.02, Pima County, Arizona","1189","139","null","null","41","null","40","null","58","null","37","null","47","null","33","null","5","null","9","null","37","30","null","null","73","36","null","null","101","null","41","null","102","null","49","null","135","null","64","null","156","74","null","null","130","66","null","null","185","null","74","null","55","null","39","null","17","null","20","null","47","null","33","null","0","13","null","null",
