"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04019004043","Census Tract 40.43, Pima County, Arizona","1106","118","null","null","19","21","null","null","11","16","null","null","15","null","17","null","21","null","22","null","50","null","32","null","0","null","12","null","48","null","29","null","56","null","33","null","80","null","49","null","45","null","32","null","87","51","null","null","199","77","null","null","201","69","null","null","127","null","53","null","104","null","62","null","43","null","29","null",
"1400000US04019004044","Census Tract 40.44, Pima County, Arizona","1318","104","null","null","52","32","null","null","0","12","null","null","47","null","50","null","26","null","23","null","29","null","27","null","35","null","27","null","38","null","26","null","44","null","28","null","57","null","37","null","43","null","26","null","169","69","null","null","202","72","null","null","105","51","null","null","153","null","74","null","142","null","59","null","176","null","52","null",
"1400000US04019004046","Census Tract 40.46, Pima County, Arizona","1643","186","null","null","162","127","null","null","122","84","null","null","162","null","117","null","58","null","59","null","118","null","89","null","44","null","51","null","79","null","80","null","111","null","87","null","35","null","43","null","31","null","44","null","249","145","null","null","116","84","null","null","51","57","null","null","39","null","37","null","183","null","108","null","83","null","73","null",
"1400000US04019004047","Census Tract 40.47, Pima County, Arizona","974","79","null","null","0","12","null","null","0","12","null","null","36","null","29","null","37","null","37","null","73","null","51","null","9","null","13","null","0","null","12","null","38","null","41","null","41","null","31","null","68","null","49","null","136","53","null","null","209","73","null","null","135","69","null","null","73","null","44","null","64","null","37","null","55","null","32","null",
"1400000US04019004048","Census Tract 40.48, Pima County, Arizona","1483","116","null","null","29","21","null","null","103","82","null","null","49","null","39","null","121","null","101","null","97","null","51","null","117","null","59","null","40","null","26","null","37","null","35","null","76","null","56","null","134","null","52","null","153","56","null","null","194","71","null","null","162","53","null","null","75","null","51","null","63","null","37","null","33","null","27","null",
"1400000US04019004049","Census Tract 40.49, Pima County, Arizona","965","118","null","null","18","19","null","null","18","21","null","null","73","null","37","null","109","null","75","null","62","null","56","null","82","null","61","null","41","null","30","null","29","null","26","null","62","null","51","null","104","null","68","null","27","28","null","null","132","68","null","null","100","48","null","null","44","null","36","null","32","null","26","null","32","null","27","null",
"1400000US04019004050","Census Tract 40.50, Pima County, Arizona","673","49","null","null","22","23","null","null","7","11","null","null","16","null","16","null","5","null","9","null","29","null","26","null","17","null","15","null","10","null","10","null","15","null","13","null","12","null","12","null","70","null","34","null","62","34","null","null","91","38","null","null","69","29","null","null","46","null","29","null","101","null","36","null","101","null","37","null",
"1400000US04019004051","Census Tract 40.51, Pima County, Arizona","1715","140","null","null","40","30","null","null","32","33","null","null","14","null","23","null","51","null","40","null","30","null","27","null","64","null","52","null","26","null","42","null","9","null","14","null","40","null","33","null","103","null","58","null","112","56","null","null","144","78","null","null","238","92","null","null","214","null","73","null","252","null","96","null","346","null","131","null",
"1400000US04019004052","Census Tract 40.52, Pima County, Arizona","769","72","null","null","13","12","null","null","7","8","null","null","5","null","7","null","39","null","24","null","41","null","31","null","35","null","20","null","30","null","22","null","10","null","10","null","21","null","13","null","52","null","30","null","53","29","null","null","133","41","null","null","101","38","null","null","54","null","23","null","75","null","32","null","100","null","31","null",
"1400000US04019004053","Census Tract 40.53, Pima County, Arizona","1045","97","null","null","68","42","null","null","0","12","null","null","7","null","11","null","55","null","38","null","30","null","27","null","15","null","19","null","34","null","33","null","26","null","24","null","15","null","17","null","57","null","38","null","179","82","null","null","200","74","null","null","70","32","null","null","49","null","29","null","121","null","59","null","119","null","54","null",
"1400000US04019004054","Census Tract 40.54, Pima County, Arizona","580","35","null","null","6","8","null","null","6","9","null","null","20","null","29","null","5","null","8","null","12","null","12","null","0","null","12","null","10","null","10","null","20","null","16","null","36","null","32","null","22","null","16","null","88","39","null","null","129","42","null","null","39","24","null","null","44","null","29","null","89","null","38","null","54","null","25","null",
"1400000US04019004055","Census Tract 40.55, Pima County, Arizona","1222","116","null","null","49","45","null","null","8","12","null","null","42","null","39","null","29","null","24","null","48","null","36","null","52","null","43","null","144","null","78","null","19","null","23","null","94","null","49","null","92","null","50","null","84","40","null","null","124","62","null","null","95","36","null","null","72","null","43","null","111","null","53","null","159","null","65","null",
"1400000US04019004056","Census Tract 40.56, Pima County, Arizona","529","71","null","null","11","12","null","null","6","8","null","null","56","null","37","null","18","null","15","null","26","null","24","null","21","null","17","null","23","null","17","null","33","null","27","null","16","null","15","null","64","null","35","null","39","21","null","null","85","40","null","null","72","28","null","null","17","null","16","null","0","null","12","null","42","null","32","null",
"1400000US04019004057","Census Tract 40.57, Pima County, Arizona","1368","128","null","null","59","34","null","null","43","56","null","null","39","null","28","null","29","null","22","null","57","null","41","null","68","null","39","null","41","null","32","null","129","null","74","null","62","null","44","null","89","null","43","null","197","68","null","null","180","67","null","null","165","71","null","null","77","null","41","null","70","null","38","null","63","null","41","null",
"1400000US04019004058","Census Tract 40.58, Pima County, Arizona","1201","105","null","null","39","32","null","null","20","22","null","null","85","null","51","null","53","null","34","null","59","null","37","null","72","null","42","null","95","null","66","null","142","null","61","null","28","null","25","null","102","null","51","null","175","76","null","null","190","67","null","null","41","33","null","null","30","null","33","null","45","null","53","null","25","null","27","null",
"1400000US04019004061","Census Tract 40.61, Pima County, Arizona","1620","141","null","null","87","52","null","null","43","49","null","null","36","null","34","null","45","null","30","null","53","null","39","null","24","null","27","null","92","null","72","null","48","null","50","null","19","null","22","null","62","null","50","null","144","73","null","null","289","93","null","null","117","73","null","null","140","null","59","null","188","null","75","null","233","null","87","null",
"1400000US04019004062","Census Tract 40.62, Pima County, Arizona","1320","144","null","null","25","25","null","null","0","17","null","null","0","null","17","null","8","null","13","null","0","null","17","null","3","null","7","null","34","null","27","null","28","null","31","null","14","null","22","null","88","null","75","null","148","76","null","null","272","103","null","null","349","128","null","null","149","null","74","null","158","null","73","null","44","null","34","null",
"1400000US04019004063","Census Tract 40.63, Pima County, Arizona","1618","143","null","null","24","28","null","null","16","18","null","null","19","null","21","null","20","null","23","null","34","null","30","null","65","null","40","null","8","null","12","null","67","null","41","null","38","null","31","null","79","null","55","null","217","112","null","null","313","95","null","null","158","66","null","null","273","null","107","null","197","null","92","null","90","null","50","null",
"1400000US04019004064","Census Tract 40.64, Pima County, Arizona","2881","145","null","null","70","51","null","null","86","63","null","null","68","null","83","null","28","null","34","null","94","null","87","null","86","null","70","null","31","null","35","null","51","null","47","null","64","null","55","null","199","null","126","null","276","95","null","null","447","169","null","null","371","123","null","null","315","null","114","null","290","null","96","null","405","null","131","null",
"1400000US04019004065","Census Tract 40.65, Pima County, Arizona","987","105","null","null","48","34","null","null","10","15","null","null","16","null","18","null","20","null","22","null","10","null","16","null","55","null","50","null","20","null","23","null","44","null","45","null","21","null","21","null","107","null","62","null","70","44","null","null","241","96","null","null","122","58","null","null","83","null","45","null","100","null","49","null","20","null","20","null",
"1400000US04019004066","Census Tract 40.66, Pima County, Arizona","687","95","null","null","10","15","null","null","15","23","null","null","12","null","19","null","0","null","12","null","15","null","20","null","23","null","25","null","25","null","25","null","0","null","12","null","49","null","35","null","70","null","46","null","81","62","null","null","149","79","null","null","77","40","null","null","102","null","73","null","38","null","28","null","21","null","25","null",
"1400000US04019004067","Census Tract 40.67, Pima County, Arizona","978","158","null","null","99","61","null","null","42","29","null","null","20","null","21","null","79","null","68","null","64","null","52","null","12","null","16","null","75","null","44","null","62","null","49","null","18","null","20","null","68","null","39","null","124","83","null","null","131","71","null","null","78","43","null","null","36","null","32","null","0","null","12","null","70","null","45","null",
"1400000US04019004068","Census Tract 40.68, Pima County, Arizona","1505","177","null","null","99","67","null","null","47","49","null","null","95","null","61","null","107","null","67","null","29","null","32","null","67","null","54","null","63","null","46","null","47","null","43","null","37","null","37","null","126","null","105","null","305","122","null","null","208","92","null","null","95","81","null","null","88","null","67","null","48","null","51","null","44","null","48","null",
"1400000US04019004069","Census Tract 40.69, Pima County, Arizona","1048","124","null","null","116","67","null","null","58","43","null","null","185","null","90","null","44","null","31","null","58","null","45","null","36","null","26","null","44","null","40","null","75","null","46","null","81","null","54","null","37","null","28","null","72","41","null","null","157","91","null","null","32","27","null","null","36","null","36","null","5","null","9","null","12","null","19","null",
"1400000US04019004070","Census Tract 40.70, Pima County, Arizona","928","116","null","null","194","93","null","null","43","32","null","null","85","null","56","null","40","null","29","null","67","null","52","null","61","null","60","null","40","null","27","null","78","null","41","null","66","null","58","null","62","null","34","null","50","32","null","null","42","30","null","null","66","44","null","null","11","null","11","null","17","null","19","null","6","null","12","null",
"1400000US04019004071","Census Tract 40.71, Pima County, Arizona","1861","174","null","null","134","83","null","null","78","50","null","null","350","null","115","null","202","null","134","null","116","null","68","null","77","null","50","null","65","null","47","null","155","null","120","null","87","null","73","null","131","null","91","null","167","92","null","null","244","125","null","null","0","12","null","null","8","null","18","null","47","null","74","null","0","null","12","null",
"1400000US04019004072","Census Tract 40.72, Pima County, Arizona","711","140","null","null","74","70","null","null","77","64","null","null","62","null","39","null","51","null","52","null","33","null","31","null","40","null","39","null","25","null","29","null","40","null","32","null","35","null","43","null","49","null","46","null","82","62","null","null","72","42","null","null","39","30","null","null","12","null","18","null","4","null","10","null","16","null","18","null",
"1400000US04019004073","Census Tract 40.73, Pima County, Arizona","1175","93","null","null","50","52","null","null","7","12","null","null","23","null","28","null","34","null","30","null","34","null","28","null","40","null","26","null","13","null","20","null","26","null","26","null","65","null","46","null","69","null","42","null","154","48","null","null","195","69","null","null","155","61","null","null","154","null","76","null","86","null","42","null","70","null","49","null",
"1400000US04019004074","Census Tract 40.74, Pima County, Arizona","494","64","null","null","11","12","null","null","10","13","null","null","10","null","14","null","7","null","11","null","3","null","6","null","4","null","7","null","11","null","11","null","31","null","22","null","5","null","7","null","36","null","19","null","43","27","null","null","94","35","null","null","127","45","null","null","39","null","23","null","46","null","24","null","17","null","13","null",
"1400000US04019004107","Census Tract 41.07, Pima County, Arizona","3037","231","null","null","40","45","null","null","29","34","null","null","30","null","33","null","50","null","44","null","113","null","122","null","114","null","106","null","58","null","46","null","70","null","93","null","46","null","42","null","143","null","80","null","362","115","null","null","640","188","null","null","526","148","null","null","365","null","131","null","317","null","120","null","134","null","66","null",
"1400000US04019004109","Census Tract 41.09, Pima County, Arizona","1718","191","null","null","111","70","null","null","100","74","null","null","21","null","28","null","5","null","6","null","112","null","102","null","91","null","60","null","61","null","73","null","2","null","4","null","85","null","72","null","142","null","97","null","176","123","null","null","152","77","null","null","156","86","null","null","233","null","115","null","90","null","52","null","181","null","101","null",
"1400000US04019004110","Census Tract 41.10, Pima County, Arizona","154","56","null","null","7","13","null","null","0","12","null","null","6","null","10","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","8","null","15","null","0","null","12","null","28","null","26","null","48","35","null","null","0","12","null","null","47","43","null","null","10","null","17","null","0","null","12","null","0","null","12","null",
"1400000US04019004112","Census Tract 41.12, Pima County, Arizona","307","56","null","null","33","28","null","null","36","27","null","null","27","null","27","null","10","null","11","null","29","null","30","null","30","null","24","null","4","null","6","null","14","null","12","null","17","null","15","null","38","null","25","null","31","31","null","null","11","11","null","null","17","23","null","null","5","null","7","null","5","null","8","null","0","null","12","null",
"1400000US04019004113","Census Tract 41.13, Pima County, Arizona","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null",
"1400000US04019004114","Census Tract 41.14, Pima County, Arizona","311","87","null","null","10","16","null","null","0","12","null","null","8","null","12","null","24","null","39","null","33","null","31","null","0","null","12","null","35","null","39","null","41","null","30","null","9","null","14","null","36","null","38","null","36","28","null","null","45","33","null","null","16","17","null","null","0","null","12","null","8","null","13","null","10","null","15","null",
"1400000US04019004115","Census Tract 41.15, Pima County, Arizona","556","145","null","null","60","44","null","null","137","96","null","null","13","null","21","null","39","null","49","null","45","null","37","null","0","null","17","null","19","null","31","null","68","null","62","null","43","null","50","null","51","null","56","null","18","25","null","null","0","17","null","null","38","59","null","null","0","null","17","null","10","null","18","null","15","null","24","null",
"1400000US04019004116","Census Tract 41.16, Pima County, Arizona","156","44","null","null","0","12","null","null","7","8","null","null","13","null","15","null","26","null","20","null","0","null","12","null","4","null","6","null","13","null","11","null","13","null","16","null","14","null","16","null","13","null","16","null","22","23","null","null","10","10","null","null","8","10","null","null","4","null","6","null","0","null","12","null","9","null","13","null",
"1400000US04019004117","Census Tract 41.17, Pima County, Arizona","225","63","null","null","37","35","null","null","7","11","null","null","16","null","13","null","13","null","14","null","10","null","15","null","12","null","14","null","14","null","15","null","18","null","28","null","10","null","15","null","42","null","36","null","12","15","null","null","13","15","null","null","15","17","null","null","0","null","17","null","6","null","11","null","0","null","17","null",
"1400000US04019004118","Census Tract 41.18, Pima County, Arizona","612","106","null","null","15","23","null","null","0","17","null","null","23","null","22","null","69","null","53","null","32","null","25","null","32","null","26","null","17","null","18","null","31","null","27","null","13","null","20","null","83","null","52","null","93","49","null","null","96","58","null","null","65","47","null","null","19","null","20","null","16","null","21","null","8","null","12","null",
"1400000US04019004119","Census Tract 41.19, Pima County, Arizona","3059","268","null","null","52","42","null","null","73","51","null","null","55","null","53","null","28","null","33","null","27","null","32","null","116","null","55","null","183","null","105","null","155","null","102","null","125","null","71","null","257","null","98","null","340","131","null","null","587","138","null","null","307","90","null","null","263","null","120","null","287","null","129","null","204","null","86","null",
