"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","1045","146","null","null","64","45","null","null","105","52","null","null","160","null","72","null","95","null","55","null","87","null","66","null","60","null","53","null","83","null","48","null","94","null","56","null","59","null","53","null","74","null","58","null","75","57","null","null","33","26","null","null","16","19","null","null","0","null","12","null","13","null","20","null","27","null","25","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","589","82","null","null","44","39","null","null","4","6","null","null","13","null","12","null","49","null","38","null","32","null","39","null","0","null","12","null","19","null","19","null","25","null","21","null","8","null","11","null","52","null","42","null","82","36","null","null","105","43","null","null","85","35","null","null","26","null","23","null","45","null","22","null","0","null","12","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","1818","177","null","null","133","66","null","null","79","49","null","null","172","null","93","null","120","null","69","null","167","null","107","null","176","null","62","null","147","null","76","null","55","null","45","null","165","null","80","null","176","null","79","null","188","105","null","null","114","67","null","null","107","68","null","null","19","null","30","null","0","null","12","null","0","null","12","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","2685","277","null","null","177","74","null","null","244","128","null","null","194","null","87","null","207","null","95","null","182","null","94","null","213","null","89","null","263","null","105","null","183","null","114","null","151","null","80","null","210","null","113","null","269","125","null","null","131","71","null","null","137","78","null","null","94","null","95","null","17","null","27","null","13","null","22","null",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","1929","182","null","null","167","115","null","null","145","108","null","null","190","null","95","null","124","null","71","null","256","null","122","null","98","null","55","null","178","null","91","null","177","null","104","null","29","null","33","null","111","null","66","null","171","81","null","null","154","91","null","null","28","32","null","null","46","null","70","null","27","null","31","null","28","null","32","null",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","1544","171","null","null","82","69","null","null","13","23","null","null","80","null","67","null","57","null","47","null","53","null","47","null","91","null","70","null","124","null","120","null","79","null","82","null","71","null","58","null","165","null","85","null","129","81","null","null","222","102","null","null","265","101","null","null","68","null","71","null","29","null","35","null","16","null","26","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","998","106","null","null","11","16","null","null","33","29","null","null","9","null","14","null","8","null","12","null","35","null","39","null","59","null","51","null","108","null","61","null","32","null","25","null","35","null","26","null","125","null","76","null","125","53","null","null","172","65","null","null","108","49","null","null","86","null","61","null","52","null","33","null","0","null","17","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","1040","105","null","null","39","27","null","null","24","22","null","null","117","null","58","null","51","null","46","null","47","null","42","null","50","null","44","null","58","null","31","null","106","null","59","null","30","null","28","null","76","null","39","null","98","51","null","null","177","65","null","null","80","42","null","null","22","null","26","null","37","null","26","null","28","null","27","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","1335","193","null","null","69","69","null","null","45","37","null","null","73","null","56","null","45","null","42","null","87","null","116","null","97","null","96","null","109","null","73","null","104","null","87","null","181","null","70","null","95","null","60","null","157","112","null","null","138","99","null","null","56","52","null","null","64","null","51","null","15","null","23","null","0","null","17","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","603","103","null","null","6","11","null","null","12","19","null","null","0","null","12","null","0","null","12","null","30","null","28","null","12","null","19","null","17","null","22","null","25","null","28","null","39","null","29","null","24","null","26","null","98","49","null","null","93","45","null","null","97","69","null","null","90","null","51","null","49","null","54","null","11","null","16","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","574","102","null","null","30","27","null","null","110","74","null","null","74","null","63","null","63","null","62","null","21","null","23","null","10","null","16","null","9","null","17","null","26","null","25","null","23","null","29","null","48","null","35","null","50","47","null","null","88","49","null","null","11","17","null","null","11","null","18","null","0","null","12","null","0","null","12","null",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","1092","154","null","null","74","59","null","null","66","62","null","null","15","null","23","null","40","null","30","null","35","null","50","null","0","null","17","null","63","null","60","null","78","null","60","null","49","null","64","null","78","null","54","null","197","101","null","null","193","101","null","null","128","72","null","null","56","null","50","null","20","null","24","null","0","null","17","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","461","63","null","null","26","22","null","null","48","42","null","null","2","null","6","null","13","null","15","null","25","null","27","null","35","null","27","null","24","null","20","null","35","null","25","null","0","null","12","null","54","null","35","null","76","44","null","null","28","19","null","null","65","35","null","null","22","null","18","null","8","null","12","null","0","null","12","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","850","98","null","null","86","56","null","null","26","34","null","null","36","null","29","null","42","null","28","null","42","null","51","null","5","null","9","null","82","null","72","null","51","null","48","null","74","null","50","null","39","null","25","null","112","58","null","null","122","58","null","null","72","40","null","null","25","null","26","null","28","null","27","null","8","null","13","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","975","187","null","null","36","41","null","null","80","101","null","null","18","null","28","null","13","null","20","null","13","null","21","null","50","null","56","null","63","null","57","null","16","null","27","null","54","null","57","null","91","null","85","null","192","129","null","null","128","78","null","null","78","60","null","null","67","null","59","null","54","null","54","null","22","null","35","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","364","82","null","null","0","12","null","null","34","40","null","null","6","null","9","null","56","null","46","null","0","null","12","null","6","null","10","null","22","null","28","null","22","null","17","null","14","null","18","null","63","null","40","null","18","21","null","null","50","28","null","null","44","28","null","null","20","null","32","null","9","null","14","null","0","null","12","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","276","79","null","null","8","15","null","null","0","17","null","null","6","null","10","null","12","null","19","null","48","null","54","null","28","null","44","null","11","null","18","null","27","null","31","null","0","null","17","null","58","null","49","null","42","38","null","null","17","26","null","null","19","22","null","null","0","null","17","null","0","null","17","null","0","null","17","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","346","98","null","null","10","17","null","null","37","33","null","null","0","null","17","null","0","null","17","null","33","null","48","null","12","null","21","null","0","null","17","null","61","null","44","null","10","null","15","null","32","null","38","null","60","49","null","null","11","17","null","null","62","52","null","null","0","null","17","null","10","null","16","null","8","null","15","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","248","81","null","null","12","18","null","null","11","17","null","null","32","null","39","null","8","null","13","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","11","null","18","null","46","null","34","null","41","46","null","null","35","37","null","null","24","23","null","null","28","null","45","null","0","null","12","null","0","null","12","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","560","95","null","null","8","12","null","null","8","13","null","null","38","null","50","null","9","null","14","null","54","null","64","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","20","null","22","null","69","40","null","null","193","80","null","null","109","57","null","null","26","null","29","null","19","null","30","null","7","null","11","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","186","49","null","null","8","11","null","null","0","12","null","null","0","null","12","null","0","null","12","null","8","null","14","null","14","null","14","null","9","null","15","null","0","null","12","null","0","null","12","null","10","null","11","null","19","17","null","null","42","26","null","null","16","14","null","null","34","null","25","null","11","null","14","null","15","null","22","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","276","89","null","null","0","12","null","null","0","12","null","null","9","null","22","null","0","null","12","null","37","null","37","null","15","null","18","null","21","null","29","null","6","null","9","null","63","null","54","null","48","null","45","null","6","10","null","null","40","38","null","null","27","28","null","null","4","null","17","null","0","null","12","null","0","null","12","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","302","71","null","null","0","17","null","null","8","12","null","null","0","null","17","null","0","null","17","null","32","null","47","null","0","null","17","null","9","null","14","null","32","null","30","null","9","null","14","null","50","null","41","null","16","18","null","null","74","38","null","null","27","24","null","null","9","null","14","null","16","null","18","null","20","null","22","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","398","77","null","null","0","12","null","null","0","12","null","null","0","null","12","null","6","null","9","null","21","null","33","null","4","null","6","null","4","null","6","null","11","null","13","null","0","null","12","null","50","null","40","null","81","42","null","null","42","32","null","null","69","42","null","null","47","null","36","null","58","null","48","null","5","null","9","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","796","110","null","null","12","21","null","null","7","19","null","null","11","null","19","null","14","null","20","null","6","null","12","null","0","null","12","null","0","null","12","null","7","null","27","null","48","null","43","null","150","null","93","null","97","66","null","null","96","62","null","null","181","102","null","null","85","null","67","null","73","null","60","null","9","null","15","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","238","67","null","null","25","37","null","null","0","12","null","null","5","null","9","null","5","null","8","null","0","null","12","null","20","null","19","null","26","null","39","null","0","null","12","null","5","null","9","null","35","null","32","null","31","41","null","null","23","19","null","null","23","19","null","null","12","null","14","null","22","null","26","null","6","null","10","null",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","820","121","null","null","49","57","null","null","16","19","null","null","31","null","26","null","43","null","50","null","27","null","19","null","25","null","23","null","106","null","68","null","66","null","49","null","15","null","19","null","104","null","71","null","53","46","null","null","64","49","null","null","96","63","null","null","82","null","57","null","17","null","20","null","26","null","30","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","912","108","null","null","37","35","null","null","0","17","null","null","0","null","17","null","50","null","51","null","16","null","19","null","17","null","19","null","41","null","42","null","35","null","43","null","99","null","59","null","53","null","34","null","98","50","null","null","185","75","null","null","105","56","null","null","54","null","33","null","82","null","42","null","40","null","32","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","644","114","null","null","50","49","null","null","0","12","null","null","10","null","15","null","61","null","40","null","30","null","30","null","18","null","27","null","24","null","27","null","10","null","16","null","74","null","57","null","11","null","18","null","89","65","null","null","114","60","null","null","105","54","null","null","33","null","32","null","15","null","21","null","0","null","12","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","363","57","null","null","11","11","null","null","0","12","null","null","0","null","12","null","0","null","12","null","16","null","15","null","26","null","19","null","7","null","10","null","6","null","8","null","39","null","29","null","27","null","28","null","30","22","null","null","127","41","null","null","34","26","null","null","29","null","20","null","6","null","9","null","5","null","7","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","874","155","null","null","29","38","null","null","8","14","null","null","32","null","39","null","37","null","29","null","29","null","34","null","110","null","82","null","23","null","25","null","81","null","78","null","25","null","24","null","55","null","42","null","90","46","null","null","129","69","null","null","129","66","null","null","43","null","34","null","9","null","13","null","45","null","45","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","452","97","null","null","0","12","null","null","3","8","null","null","20","null","32","null","34","null","40","null","43","null","34","null","0","null","12","null","13","null","19","null","12","null","15","null","6","null","10","null","84","null","67","null","35","40","null","null","102","53","null","null","42","30","null","null","22","null","25","null","28","null","28","null","8","null","14","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","309","90","null","null","9","13","null","null","20","21","null","null","20","null","32","null","10","null","15","null","23","null","35","null","20","null","22","null","21","null","22","null","0","null","12","null","0","null","12","null","18","null","20","null","73","54","null","null","68","43","null","null","10","15","null","null","17","null","20","null","0","null","12","null","0","null","12","null",
"1400000US04013082203","Census Tract 822.03, Maricopa County, Arizona","679","180","null","null","0","19","null","null","43","61","null","null","14","null","24","null","0","null","19","null","0","null","19","null","16","null","25","null","0","null","19","null","16","null","25","null","17","null","28","null","27","null","34","null","72","90","null","null","217","112","null","null","144","104","null","null","62","null","54","null","51","null","49","null","0","null","19","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","311","103","null","null","0","17","null","null","0","17","null","null","8","null","12","null","0","null","17","null","0","null","17","null","11","null","18","null","0","null","17","null","47","null","39","null","13","null","21","null","37","null","33","null","54","34","null","null","64","66","null","null","60","41","null","null","0","null","17","null","0","null","17","null","17","null","24","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","390","112","null","null","12","19","null","null","11","20","null","null","10","null","16","null","11","null","20","null","0","null","17","null","23","null","26","null","21","null","22","null","11","null","19","null","36","null","28","null","50","null","49","null","75","54","null","null","25","28","null","null","33","30","null","null","61","null","56","null","11","null","18","null","0","null","17","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","177","38","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","16","null","20","null","62","null","27","null","0","17","null","null","51","35","null","null","17","18","null","null","0","null","17","null","10","null","16","null","21","null","21","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","250","58","null","null","8","11","null","null","5","8","null","null","0","null","12","null","5","null","7","null","5","null","7","null","0","null","12","null","33","null","33","null","40","null","35","null","28","null","26","null","41","null","24","null","39","22","null","null","34","21","null","null","0","12","null","null","5","null","7","null","0","null","12","null","7","null","11","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","147","48","null","null","14","20","null","null","6","10","null","null","0","null","12","null","9","null","13","null","6","null","9","null","4","null","6","null","8","null","12","null","0","null","12","null","0","null","12","null","4","null","6","null","36","31","null","null","22","18","null","null","8","10","null","null","19","null","17","null","0","null","12","null","11","null","16","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","102","60","null","null","6","9","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","28","null","39","null","0","null","12","null","6","null","13","null","0","null","12","null","25","32","null","null","30","30","null","null","0","12","null","null","0","null","12","null","0","null","12","null","7","null","10","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","407","100","null","null","20","16","null","null","27","41","null","null","0","null","17","null","21","null","25","null","8","null","13","null","9","null","14","null","19","null","21","null","15","null","19","null","0","null","17","null","33","null","29","null","91","72","null","null","51","41","null","null","74","45","null","null","17","null","18","null","7","null","14","null","15","null","20","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","552","104","null","null","14","21","null","null","0","17","null","null","0","null","17","null","0","null","17","null","24","null","26","null","0","null","17","null","10","null","16","null","10","null","16","null","0","null","17","null","110","null","64","null","80","49","null","null","146","62","null","null","28","29","null","null","17","null","18","null","79","null","68","null","34","null","32","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","131","73","null","null","0","17","null","null","10","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","11","null","18","null","8","null","12","null","13","null","22","null","19","null","18","null","0","null","17","null","31","31","null","null","0","17","null","null","6","10","null","null","4","null","8","null","29","null","47","null","0","null","17","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","953","110","null","null","56","50","null","null","64","45","null","null","72","null","55","null","29","null","27","null","55","null","39","null","36","null","44","null","39","null","32","null","44","null","37","null","23","null","28","null","158","null","88","null","83","44","null","null","98","49","null","null","130","75","null","null","8","null","13","null","37","null","30","null","21","null","24","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","1423","191","null","null","97","89","null","null","44","52","null","null","28","null","35","null","103","null","64","null","80","null","56","null","31","null","37","null","57","null","56","null","45","null","43","null","96","null","94","null","106","null","70","null","188","108","null","null","163","73","null","null","105","66","null","null","103","null","62","null","149","null","115","null","28","null","45","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","1094","194","null","null","32","35","null","null","45","71","null","null","13","null","21","null","128","null","117","null","12","null","18","null","95","null","99","null","47","null","42","null","85","null","75","null","42","null","45","null","31","null","47","null","110","78","null","null","147","94","null","null","151","95","null","null","111","null","88","null","10","null","16","null","35","null","40","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","1550","199","null","null","101","95","null","null","76","88","null","null","37","null","37","null","112","null","78","null","52","null","45","null","125","null","99","null","54","null","71","null","67","null","84","null","24","null","27","null","172","null","81","null","100","90","null","null","361","171","null","null","146","96","null","null","58","null","53","null","65","null","58","null","0","null","17","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","1248","126","null","null","60","38","null","null","104","92","null","null","38","null","39","null","74","null","44","null","8","null","13","null","43","null","33","null","56","null","43","null","104","null","45","null","45","null","35","null","91","null","58","null","114","76","null","null","169","76","null","null","117","55","null","null","125","null","73","null","86","null","57","null","14","null","12","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","596","112","null","null","71","59","null","null","66","38","null","null","66","null","50","null","45","null","37","null","60","null","55","null","52","null","43","null","27","null","32","null","0","null","12","null","38","null","30","null","18","null","21","null","22","23","null","null","51","48","null","null","27","41","null","null","0","null","12","null","53","null","68","null","0","null","12","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","1635","179","null","null","273","134","null","null","172","124","null","null","114","null","65","null","69","null","71","null","118","null","62","null","147","null","82","null","116","null","92","null","159","null","90","null","76","null","55","null","78","null","61","null","119","80","null","null","67","68","null","null","69","62","null","null","29","null","46","null","21","null","28","null","8","null","22","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","911","130","null","null","86","59","null","null","72","54","null","null","37","null","29","null","97","null","58","null","59","null","55","null","41","null","29","null","131","null","53","null","69","null","47","null","58","null","46","null","43","null","30","null","106","63","null","null","48","33","null","null","27","22","null","null","0","null","12","null","20","null","31","null","17","null","19","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","797","123","null","null","22","22","null","null","196","89","null","null","21","null","24","null","46","null","33","null","38","null","37","null","44","null","43","null","67","null","60","null","25","null","21","null","18","null","21","null","90","null","62","null","68","50","null","null","83","54","null","null","19","16","null","null","32","null","32","null","15","null","19","null","13","null","16","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","963","150","null","null","96","70","null","null","56","35","null","null","56","null","35","null","52","null","38","null","89","null","45","null","82","null","53","null","23","null","23","null","39","null","31","null","32","null","51","null","99","null","70","null","156","66","null","null","60","45","null","null","62","58","null","null","8","null","13","null","53","null","44","null","0","null","12","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","431","103","null","null","149","94","null","null","74","50","null","null","9","null","15","null","0","null","12","null","25","null","31","null","45","null","39","null","15","null","22","null","14","null","22","null","0","null","12","null","41","null","31","null","49","40","null","null","10","15","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","534","87","null","null","26","37","null","null","21","24","null","null","19","null","17","null","105","null","58","null","9","null","15","null","37","null","43","null","40","null","39","null","29","null","28","null","26","null","29","null","60","null","51","null","85","57","null","null","30","25","null","null","30","29","null","null","6","null","9","null","11","null","17","null","0","null","12","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","388","60","null","null","21","25","null","null","0","12","null","null","0","null","12","null","24","null","17","null","21","null","17","null","41","null","28","null","22","null","24","null","22","null","18","null","17","null","14","null","39","null","27","null","47","27","null","null","51","36","null","null","39","24","null","null","21","null","14","null","16","null","13","null","7","null","8","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","844","108","null","null","55","50","null","null","6","9","null","null","66","null","50","null","6","null","10","null","66","null","54","null","39","null","38","null","27","null","30","null","2","null","10","null","12","null","14","null","89","null","51","null","123","58","null","null","136","92","null","null","85","48","null","null","54","null","61","null","46","null","39","null","32","null","30","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","796","143","null","null","23","25","null","null","13","20","null","null","0","null","17","null","30","null","26","null","11","null","15","null","8","null","12","null","7","null","12","null","99","null","62","null","0","null","17","null","33","null","28","null","122","71","null","null","94","49","null","null","140","77","null","null","108","null","62","null","99","null","50","null","9","null","13","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","534","80","null","null","44","34","null","null","45","30","null","null","27","null","20","null","25","null","19","null","13","null","15","null","25","null","24","null","49","null","41","null","6","null","8","null","34","null","33","null","28","null","21","null","35","32","null","null","100","41","null","null","40","22","null","null","8","null","13","null","45","null","31","null","10","null","18","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","634","109","null","null","0","17","null","null","0","17","null","null","8","null","13","null","56","null","49","null","18","null","20","null","17","null","18","null","24","null","26","null","33","null","26","null","8","null","13","null","32","null","31","null","54","34","null","null","149","89","null","null","51","36","null","null","50","null","40","null","60","null","45","null","74","null","64","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","599","101","null","null","63","67","null","null","0","17","null","null","12","null","15","null","31","null","26","null","20","null","18","null","26","null","23","null","8","null","13","null","14","null","16","null","36","null","31","null","46","null","34","null","35","38","null","null","45","42","null","null","214","94","null","null","18","null","20","null","20","null","22","null","11","null","13","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","375","81","null","null","9","15","null","null","17","19","null","null","16","null","21","null","0","null","12","null","14","null","17","null","28","null","24","null","25","null","38","null","16","null","19","null","9","null","14","null","63","null","48","null","25","21","null","null","79","51","null","null","43","33","null","null","12","null","19","null","11","null","18","null","8","null","13","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","362","95","null","null","34","39","null","null","30","37","null","null","26","null","26","null","9","null","15","null","0","null","12","null","10","null","16","null","17","null","22","null","33","null","28","null","0","null","12","null","33","null","38","null","22","20","null","null","79","47","null","null","21","18","null","null","0","null","12","null","40","null","36","null","8","null","13","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","359","92","null","null","18","21","null","null","0","17","null","null","0","null","17","null","10","null","15","null","0","null","17","null","7","null","13","null","10","null","17","null","0","null","17","null","11","null","18","null","51","null","46","null","58","51","null","null","46","35","null","null","80","47","null","null","30","null","34","null","28","null","46","null","10","null","17","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","532","99","null","null","113","91","null","null","47","39","null","null","0","null","12","null","39","null","31","null","18","null","30","null","12","null","19","null","25","null","38","null","13","null","24","null","46","null","54","null","35","null","37","null","43","34","null","null","44","42","null","null","65","49","null","null","32","null","34","null","0","null","12","null","0","null","12","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","648","125","null","null","36","36","null","null","0","12","null","null","2","null","9","null","17","null","21","null","0","null","12","null","69","null","50","null","34","null","38","null","28","null","25","null","34","null","53","null","124","null","77","null","132","67","null","null","83","41","null","null","29","40","null","null","20","null","23","null","37","null","49","null","3","null","7","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","1263","135","null","null","52","47","null","null","50","54","null","null","21","null","23","null","68","null","61","null","25","null","26","null","11","null","16","null","105","null","69","null","94","null","87","null","62","null","49","null","44","null","37","null","143","90","null","null","282","105","null","null","127","63","null","null","73","null","40","null","89","null","55","null","17","null","20","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","553","77","null","null","13","13","null","null","8","11","null","null","0","null","12","null","6","null","10","null","7","null","11","null","0","null","12","null","10","null","11","null","0","null","12","null","21","null","17","null","19","null","15","null","85","42","null","null","103","44","null","null","79","40","null","null","52","null","26","null","101","null","44","null","49","null","28","null",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","958","116","null","null","35","29","null","null","78","85","null","null","31","null","26","null","29","null","23","null","48","null","45","null","41","null","42","null","38","null","22","null","80","null","65","null","38","null","32","null","95","null","68","null","100","59","null","null","104","49","null","null","143","69","null","null","15","null","18","null","43","null","28","null","40","null","35","null",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","951","98","null","null","40","45","null","null","81","41","null","null","88","null","55","null","62","null","58","null","78","null","48","null","46","null","28","null","29","null","25","null","37","null","26","null","117","null","65","null","62","null","36","null","73","34","null","null","125","50","null","null","79","44","null","null","8","null","13","null","17","null","19","null","9","null","13","null",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","249","62","null","null","45","51","null","null","0","17","null","null","9","null","14","null","28","null","32","null","30","null","35","null","7","null","11","null","8","null","14","null","0","null","17","null","9","null","15","null","66","null","51","null","6","11","null","null","35","35","null","null","0","17","null","null","0","null","17","null","6","null","11","null","0","null","17","null",
"1400000US04013092802","Census Tract 928.02, Maricopa County, Arizona","366","87","null","null","10","15","null","null","88","55","null","null","15","null","22","null","26","null","29","null","32","null","26","null","32","null","29","null","12","null","19","null","13","null","20","null","21","null","23","null","26","null","40","null","56","62","null","null","11","17","null","null","11","17","null","null","0","null","17","null","13","null","18","null","0","null","17","null",
"1400000US04013092900","Census Tract 929, Maricopa County, Arizona","200","49","null","null","40","24","null","null","23","18","null","null","61","null","42","null","18","null","15","null","6","null","8","null","6","null","9","null","4","null","7","null","13","null","19","null","0","null","12","null","21","null","23","null","4","6","null","null","4","6","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04013093001","Census Tract 930.01, Maricopa County, Arizona","679","127","null","null","82","54","null","null","38","29","null","null","47","null","48","null","32","null","29","null","58","null","39","null","57","null","42","null","76","null","65","null","9","null","13","null","30","null","30","null","132","null","67","null","15","20","null","null","72","38","null","null","0","17","null","null","31","null","34","null","0","null","17","null","0","null","17","null",
"1400000US04013093002","Census Tract 930.02, Maricopa County, Arizona","377","96","null","null","30","30","null","null","33","29","null","null","30","null","32","null","6","null","10","null","32","null","38","null","29","null","23","null","34","null","32","null","26","null","42","null","25","null","24","null","8","null","14","null","68","44","null","null","38","30","null","null","0","12","null","null","18","null","28","null","0","null","12","null","0","null","12","null",
"1400000US04013093101","Census Tract 931.01, Maricopa County, Arizona","458","120","null","null","47","33","null","null","42","26","null","null","15","null","17","null","39","null","40","null","4","null","9","null","42","null","28","null","21","null","22","null","16","null","24","null","19","null","22","null","54","null","44","null","88","60","null","null","22","30","null","null","0","17","null","null","0","null","17","null","40","null","58","null","9","null","15","null",
"1400000US04013093104","Census Tract 931.04, Maricopa County, Arizona","447","100","null","null","86","50","null","null","58","50","null","null","18","null","28","null","60","null","41","null","28","null","24","null","30","null","24","null","9","null","14","null","28","null","34","null","48","null","45","null","75","null","55","null","0","17","null","null","0","17","null","null","0","17","null","null","7","null","14","null","0","null","17","null","0","null","17","null",
"1400000US04013093105","Census Tract 931.05, Maricopa County, Arizona","532","127","null","null","233","99","null","null","20","21","null","null","28","null","20","null","47","null","34","null","48","null","45","null","8","null","12","null","82","null","64","null","11","null","18","null","19","null","22","null","8","null","14","null","0","17","null","null","28","22","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null",
"1400000US04013093106","Census Tract 931.06, Maricopa County, Arizona","391","101","null","null","25","23","null","null","34","42","null","null","0","null","17","null","0","null","17","null","14","null","17","null","8","null","13","null","33","null","34","null","0","null","17","null","32","null","33","null","25","null","35","null","34","38","null","null","72","56","null","null","62","50","null","null","25","null","26","null","27","null","38","null","0","null","17","null",
