"GEO_ID","NAME","B19001C_001E","B19001C_001M","B19001C_001MA","B19001C_001EA","B19001C_002E","B19001C_002M","B19001C_002MA","B19001C_002EA","B19001C_003E","B19001C_003M","B19001C_003MA","B19001C_003EA","B19001C_004E","B19001C_004EA","B19001C_004M","B19001C_004MA","B19001C_005E","B19001C_005EA","B19001C_005M","B19001C_005MA","B19001C_006E","B19001C_006M","B19001C_006MA","B19001C_006EA","B19001C_007E","B19001C_007EA","B19001C_007M","B19001C_007MA","B19001C_008E","B19001C_008M","B19001C_008MA","B19001C_008EA","B19001C_009E","B19001C_009M","B19001C_009MA","B19001C_009EA","B19001C_010E","B19001C_010EA","B19001C_010M","B19001C_010MA","B19001C_011E","B19001C_011EA","B19001C_011M","B19001C_011MA","B19001C_012E","B19001C_012EA","B19001C_012M","B19001C_012MA","B19001C_013E","B19001C_013M","B19001C_013MA","B19001C_013EA","B19001C_014E","B19001C_014M","B19001C_014MA","B19001C_014EA","B19001C_015E","B19001C_015EA","B19001C_015M","B19001C_015MA","B19001C_016E","B19001C_016EA","B19001C_016M","B19001C_016MA","B19001C_017E","B19001C_017EA","B19001C_017M","B19001C_017MA",
"1400000US04019004617","Census Tract 46.17, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004618","Census Tract 46.18, Pima County, Arizona","35","56","null","null","0","13","null","null","0","13","null","null","0","null","13","null","35","null","56","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004619","Census Tract 46.19, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004620","Census Tract 46.20, Pima County, Arizona","14","15","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","4","9","null","null","0","null","13","null","3","null","5","null","7","null","10","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004621","Census Tract 46.21, Pima County, Arizona","14","24","null","null","0","13","null","null","0","13","null","null","14","null","24","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004622","Census Tract 46.22, Pima County, Arizona","22","26","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","10","null","16","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","12","null","19","null",
"1400000US04019004623","Census Tract 46.23, Pima County, Arizona","21","34","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","21","34","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019004624","Census Tract 46.24, Pima County, Arizona","9","16","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","9","null","16","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019004625","Census Tract 46.25, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004626","Census Tract 46.26, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004627","Census Tract 46.27, Pima County, Arizona","22","25","null","null","11","18","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","11","17","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004628","Census Tract 46.28, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004630","Census Tract 46.30, Pima County, Arizona","13","21","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","13","null","21","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004631","Census Tract 46.31, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004632","Census Tract 46.32, Pima County, Arizona","22","34","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","22","null","34","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004633","Census Tract 46.33, Pima County, Arizona","9","16","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","9","16","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004634","Census Tract 46.34, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004635","Census Tract 46.35, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004636","Census Tract 46.36, Pima County, Arizona","30","34","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","15","null","24","null","15","23","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019004638","Census Tract 46.38, Pima County, Arizona","19","31","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","19","31","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019004639","Census Tract 46.39, Pima County, Arizona","27","32","null","null","0","13","null","null","0","13","null","null","13","null","21","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","14","23","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004640","Census Tract 46.40, Pima County, Arizona","19","28","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","19","28","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004641","Census Tract 46.41, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004642","Census Tract 46.42, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004643","Census Tract 46.43, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004644","Census Tract 46.44, Pima County, Arizona","2","6","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","2","6","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004645","Census Tract 46.45, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004646","Census Tract 46.46, Pima County, Arizona","9","14","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","9","14","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004647","Census Tract 46.47, Pima County, Arizona","22","28","null","null","0","13","null","null","0","13","null","null","0","null","13","null","8","null","16","null","0","13","null","null","0","null","13","null","0","13","null","null","14","23","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004710","Census Tract 47.10, Pima County, Arizona","29","36","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","29","null","36","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004711","Census Tract 47.11, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004712","Census Tract 47.12, Pima County, Arizona","27","30","null","null","0","13","null","null","15","23","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","12","null","20","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004713","Census Tract 47.13, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004714","Census Tract 47.14, Pima County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019004715","Census Tract 47.15, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004716","Census Tract 47.16, Pima County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019004717","Census Tract 47.17, Pima County, Arizona","13","22","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","13","null","22","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004718","Census Tract 47.18, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004719","Census Tract 47.19, Pima County, Arizona","27","30","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","12","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","15","null","24","null",
"1400000US04019004720","Census Tract 47.20, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004721","Census Tract 47.21, Pima County, Arizona","31","34","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","12","19","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","19","29","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004722","Census Tract 47.22, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004723","Census Tract 47.23, Pima County, Arizona","38","43","null","null","0","13","null","null","0","13","null","null","0","null","13","null","17","null","26","null","0","13","null","null","0","null","13","null","0","13","null","null","21","33","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004724","Census Tract 47.24, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004725","Census Tract 47.25, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019004726","Census Tract 47.26, Pima County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019005200","Census Tract 52, Pima County, Arizona","91","54","null","null","13","20","null","null","25","29","null","null","13","null","16","null","23","null","36","null","11","17","null","null","0","null","13","null","6","12","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019005300","Census Tract 53, Pima County, Arizona","11","17","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","11","null","17","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019940600","Census Tract 9406, Pima County, Arizona","279","61","null","null","72","49","null","null","18","20","null","null","44","null","28","null","4","null","6","null","45","28","null","null","32","null","46","null","5","9","null","null","0","13","null","null","5","null","9","null","30","null","27","null","22","null","25","null","2","6","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019940700","Census Tract 9407, Pima County, Arizona","336","93","null","null","172","83","null","null","17","16","null","null","40","null","30","null","11","null","12","null","2","4","null","null","5","null","8","null","54","56","null","null","4","6","null","null","19","null","21","null","12","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019940800","Census Tract 9408, Pima County, Arizona","1077","135","null","null","175","72","null","null","83","51","null","null","79","null","56","null","59","null","50","null","108","74","null","null","117","null","70","null","65","49","null","null","58","45","null","null","68","null","70","null","36","null","34","null","53","null","44","null","112","63","null","null","25","29","null","null","39","null","32","null","0","null","13","null","0","null","13","null",
"1400000US04019940900","Census Tract 9409, Pima County, Arizona","258","54","null","null","44","34","null","null","10","14","null","null","20","null","19","null","34","null","26","null","15","20","null","null","0","null","13","null","34","26","null","null","7","11","null","null","29","null","34","null","15","null","18","null","29","null","30","null","14","16","null","null","0","13","null","null","7","null","14","null","0","null","13","null","0","null","13","null",
"1400000US04019941000","Census Tract 9410, Pima County, Arizona","781","56","null","null","119","36","null","null","77","27","null","null","77","null","30","null","59","null","27","null","78","30","null","null","50","null","27","null","27","20","null","null","17","14","null","null","18","null","12","null","104","null","38","null","56","null","25","null","45","24","null","null","15","12","null","null","25","null","19","null","14","null","12","null","0","null","13","null",
"1400000US04021000201","Census Tract 2.01, Pinal County, Arizona","52","74","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","52","74","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04021000204","Census Tract 2.04, Pinal County, Arizona","28","53","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","28","null","53","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04021000205","Census Tract 2.05, Pinal County, Arizona","47","96","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","null","21","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null","47","96","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null",
"1400000US04021000206","Census Tract 2.06, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000207","Census Tract 2.07, Pinal County, Arizona","52","81","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","52","null","81","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04021000208","Census Tract 2.08, Pinal County, Arizona","6","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","6","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000209","Census Tract 2.09, Pinal County, Arizona","37","45","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","24","null","40","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","13","22","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04021000210","Census Tract 2.10, Pinal County, Arizona","179","162","null","null","130","163","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","49","null","58","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04021000211","Census Tract 2.11, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000212","Census Tract 2.12, Pinal County, Arizona","17","28","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","17","28","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000213","Census Tract 2.13, Pinal County, Arizona","78","115","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","null","21","null","0","21","null","null","0","21","null","null","78","null","115","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null",
"1400000US04021000214","Census Tract 2.14, Pinal County, Arizona","23","26","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","9","17","null","null","0","null","19","null","0","19","null","null","14","21","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04021000215","Census Tract 2.15, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000307","Census Tract 3.07, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000308","Census Tract 3.08, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000309","Census Tract 3.09, Pinal County, Arizona","46","53","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","46","null","53","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000310","Census Tract 3.10, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000311","Census Tract 3.11, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000312","Census Tract 3.12, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000313","Census Tract 3.13, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000314","Census Tract 3.14, Pinal County, Arizona","16","27","null","null","0","19","null","null","16","27","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04021000315","Census Tract 3.15, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000316","Census Tract 3.16, Pinal County, Arizona","13","21","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","13","21","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04021000317","Census Tract 3.17, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000318","Census Tract 3.18, Pinal County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04021000319","Census Tract 3.19, Pinal County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04021000400","Census Tract 4, Pinal County, Arizona","37","30","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","12","20","null","null","0","null","13","null","0","13","null","null","10","15","null","null","0","null","13","null","0","null","13","null","11","null","19","null","4","7","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
